-----;------;-----;--------;----;---------------;------------;----------;----------;----------;----------;----------;----------;----------;------------;----------;----------;----------;----------;---------------;----------;---------------;----------;---------;
IPER ; ICEN ;IPAT ;  Dur   ;SIST;   Nome Sist   ;  Demanda   ;  GerPeq  ;   Gter   ;  GterAT  ;   Ghid   ;  Cbomb   ;  Compra  ;  Venda   ; IntercLiq  ; Itaipu50 ; Itaipu60 ; Deficit  ;   ENA    ;   EarmInic    ;EarmInic% ;    EarmFim    ; EarmFim% ;   CMO   ;
  -  ;  -   ;  -  ;  (h)   ; -  ;       -       ;    (MW)    ;   (MW)   ;   (MW)   ;   (MW)   ;   (MW)   ;   (MW)   ;   (MW)   ;   (MW)   ;    (MW)    ;   (MW)   ;   (MW)   ;   (MW)   ; (MWmes)  ;    (MWmes)    ;   (%)    ;    (MWmes)    ;   (%)    ; ($/MWh) ;
-----;------;-----;--------;----;---------------;------------;----------;----------;----------;----------;----------;----------;----------;------------;----------;----------;----------;----------;---------------;----------;---------------;----------;---------;
   6 ;   26 ;  -  ;   -    ;  3 ; NE            ;    11713.1 ;   5170.0 ;   348.80 ;     0.00 ;  7302.82 ;     0.00 ;     0.00 ;     0.00 ;   -1108.53 ;    -     ;    -     ;     0.00 ;  16315.7 ;      35234.81 ;    68.28 ;      43957.49 ;    85.18 ;   63.83 ;
   6 ;   26 ;   1 ; 170.00 ;  4 ; N             ;     6511.9 ;    403.0 ;   688.00 ;     0.00 ; 16528.63 ;     0.00 ;     0.00 ;     0.00 ;  -11107.73 ;    -     ;    -     ;     0.00 ;  18550.4 ;      11427.27 ;    80.47 ;      11492.56 ;    80.93 ;    0.00 ;
   6 ;   26 ;   2 ; 142.00 ;  4 ; N             ;     6425.9 ;    403.0 ;   688.00 ;     0.00 ; 15912.70 ;     0.00 ;     0.00 ;     0.00 ;  -10577.80 ;    -     ;    -     ;     0.00 ;  18550.4 ;      11427.27 ;    80.47 ;      11492.56 ;    80.93 ;    0.00 ;
   6 ;   26 ;   3 ; 336.00 ;  4 ; N             ;     5808.2 ;    403.0 ;   688.00 ;     0.00 ; 13191.22 ;     0.00 ;     0.00 ;     0.00 ;   -8474.02 ;    -     ;    -     ;     0.00 ;  18550.4 ;      11427.27 ;    80.47 ;      11492.56 ;    80.93 ;    0.00 ;
   6 ;   26 ;  -  ;   -    ;  4 ; N             ;     6128.2 ;    403.0 ;   688.00 ;     0.00 ; 14663.15 ;     0.00 ;     0.00 ;     0.00 ;   -9625.97 ;    -     ;    -     ;     0.00 ;  18550.4 ;      11427.27 ;    80.47 ;      11492.56 ;    80.93 ;    0.00 ;
   6 ;   26 ;   1 ; 170.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   26 ;   2 ; 142.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   26 ;   3 ; 336.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   26 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   27 ;   1 ; 170.00 ;  1 ; SE            ;    47896.0 ;   5230.0 ;  2908.40 ;   393.00 ; 32622.10 ;     0.00 ;     0.00 ;     0.00 ;    9149.50 ;  1900.00 ;  6400.06 ;     0.00 ;  62390.2 ;     113806.83 ;    55.70 ;     138058.63 ;    67.57 ;   40.08 ;
   6 ;   27 ;   2 ; 142.00 ;  1 ; SE            ;    44695.2 ;   5230.0 ;  2908.40 ;   393.00 ; 30913.63 ;    35.40 ;     0.00 ;     0.00 ;    7637.57 ;  1900.00 ;  5845.19 ;     0.00 ;  62390.2 ;     113806.83 ;    55.70 ;     138058.63 ;    67.57 ;   39.83 ;
   6 ;   27 ;   3 ; 336.00 ;  1 ; SE            ;    36021.0 ;   5230.0 ;  2908.40 ;   393.00 ; 24192.12 ;   115.60 ;     0.00 ;     0.00 ;    5276.08 ;  1900.00 ;  4797.10 ;     0.00 ;  62390.2 ;     113806.83 ;    55.70 ;     138058.63 ;    67.57 ;   37.69 ;
   6 ;   27 ;  -  ;   -    ;  1 ; SE            ;    41037.2 ;   5230.0 ;  2908.40 ;   393.00 ; 27876.61 ;    67.70 ;     0.00 ;     0.00 ;    6809.74 ;  1900.00 ;  5447.30 ;     0.00 ;  62390.2 ;     113806.83 ;    55.70 ;     138058.63 ;    67.57 ;   63.83 ;
   6 ;   27 ;   1 ; 170.00 ;  2 ; S             ;    14429.5 ;   1909.0 ;   690.50 ;     0.00 ;  3391.15 ;     0.00 ;     0.00 ;     0.00 ;    8438.85 ;    -     ;    -     ;     0.00 ;   2814.3 ;       7167.15 ;    36.02 ;       8670.44 ;    43.58 ;   40.08 ;
   6 ;   27 ;   2 ; 142.00 ;  2 ; S             ;    12854.0 ;   1909.0 ;   690.50 ;     0.00 ;  2091.92 ;     0.00 ;     0.00 ;     0.00 ;    8162.58 ;    -     ;    -     ;     0.00 ;   2814.3 ;       7167.15 ;    36.02 ;       8670.44 ;    43.58 ;   39.83 ;
   6 ;   27 ;   3 ; 336.00 ;  2 ; S             ;     9890.9 ;   1909.0 ;   690.50 ;     0.00 ;   757.35 ;     0.00 ;     0.00 ;     0.00 ;    6534.05 ;    -     ;    -     ;     0.00 ;   2814.3 ;       7167.15 ;    36.02 ;       8670.44 ;    43.58 ;   37.69 ;
   6 ;   27 ;  -  ;   -    ;  2 ; S             ;    11730.9 ;   1909.0 ;   690.50 ;     0.00 ;  1740.77 ;     0.00 ;     0.00 ;     0.00 ;    7390.64 ;    -     ;    -     ;     0.00 ;   2814.3 ;       7167.15 ;    36.02 ;       8670.44 ;    43.58 ;   63.83 ;
   6 ;   27 ;   1 ; 170.00 ;  3 ; NE            ;    12917.8 ;   5170.0 ;   348.80 ;     0.00 ;  5358.34 ;     0.00 ;     0.00 ;     0.00 ;    2040.66 ;    -     ;    -     ;     0.00 ;   9507.8 ;      35234.81 ;    68.28 ;      42158.06 ;    81.69 ;   40.08 ;
   6 ;   27 ;   2 ; 142.00 ;  3 ; NE            ;    12531.2 ;   5170.0 ;   348.80 ;     0.00 ;  3967.37 ;     0.00 ;     0.00 ;     0.00 ;    3045.03 ;    -     ;    -     ;     0.00 ;   9507.8 ;      35234.81 ;    68.28 ;      42158.06 ;    81.69 ;   39.83 ;
   6 ;   27 ;   3 ; 336.00 ;  3 ; NE            ;    10757.8 ;   5170.0 ;   348.80 ;     0.00 ;  1330.29 ;     0.00 ;     0.00 ;     0.00 ;    3908.71 ;    -     ;    -     ;     0.00 ;   9507.8 ;      35234.81 ;    68.28 ;      42158.06 ;    81.69 ;   37.69 ;
   6 ;   27 ;  -  ;   -    ;  3 ; NE            ;    11713.1 ;   5170.0 ;   348.80 ;     0.00 ;  2964.91 ;     0.00 ;     0.00 ;     0.00 ;    3229.37 ;    -     ;    -     ;     0.00 ;   9507.8 ;      35234.81 ;    68.28 ;      42158.06 ;    81.69 ;   63.83 ;
   6 ;   27 ;   1 ; 170.00 ;  4 ; N             ;     6511.9 ;    403.0 ;   688.00 ;     0.00 ; 18420.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  16785.4 ;      11427.27 ;    80.47 ;      11677.88 ;    82.24 ;    0.00 ;
   6 ;   27 ;   2 ; 142.00 ;  4 ; N             ;     6425.9 ;    403.0 ;   688.00 ;     0.00 ; 18334.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  16785.4 ;      11427.27 ;    80.47 ;      11677.88 ;    82.24 ;    0.00 ;
   6 ;   27 ;   3 ; 336.00 ;  4 ; N             ;     5808.2 ;    403.0 ;   688.00 ;     0.00 ; 16417.20 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;  16785.4 ;      11427.27 ;    80.47 ;      11677.88 ;    82.24 ;    0.00 ;
   6 ;   27 ;  -  ;   -    ;  4 ; N             ;     6128.2 ;    403.0 ;   688.00 ;     0.00 ; 17363.10 ;     0.00 ;     0.00 ;     0.00 ;  -12325.93 ;    -     ;    -     ;     0.00 ;  16785.4 ;      11427.27 ;    80.47 ;      11677.88 ;    82.24 ;    0.00 ;
   6 ;   27 ;   1 ; 170.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   27 ;   2 ; 142.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   27 ;   3 ; 336.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   27 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   28 ;   1 ; 170.00 ;  1 ; SE            ;    47896.0 ;   5230.0 ;  2908.40 ;   393.00 ; 31971.92 ;     2.35 ;     0.00 ;     0.00 ;    9802.03 ;  1900.00 ;  6400.06 ;     0.00 ;  49992.2 ;     113806.83 ;    55.70 ;     131967.63 ;    64.59 ;   65.68 ;
   6 ;   28 ;   2 ; 142.00 ;  1 ; SE            ;    44695.2 ;   5230.0 ;  2908.40 ;   393.00 ; 29613.83 ;   109.43 ;     0.00 ;     0.00 ;    9011.40 ;  1900.00 ;  5845.19 ;     0.00 ;  49992.2 ;     113806.83 ;    55.70 ;     131967.63 ;    64.59 ;   65.12 ;
   6 ;   28 ;   3 ; 336.00 ;  1 ; SE            ;    36021.0 ;   5230.0 ;  2908.40 ;   393.00 ; 22803.44 ;   115.60 ;     0.00 ;     0.00 ;    6664.76 ;  1900.00 ;  4797.10 ;     0.00 ;  49992.2 ;     113806.83 ;    55.70 ;     131967.63 ;    64.59 ;   60.22 ;
   6 ;   28 ;  -  ;   -    ;  1 ; SE            ;    41037.2 ;   5230.0 ;  2908.40 ;   393.00 ; 26701.15 ;    84.54 ;     0.00 ;     0.00 ;    8002.04 ;  1900.00 ;  5447.30 ;     0.00 ;  49992.2 ;     113806.83 ;    55.70 ;     131967.63 ;    64.59 ;   63.83 ;
   6 ;   28 ;   1 ; 170.00 ;  2 ; S             ;    14429.5 ;   1909.0 ;   690.50 ;     0.00 ;  4782.43 ;     0.00 ;     0.00 ;     0.00 ;    7047.57 ;    -     ;    -     ;     0.00 ;   3813.4 ;       7167.15 ;    36.02 ;       9239.22 ;    46.43 ;   65.68 ;
   6 ;   28 ;   2 ; 142.00 ;  2 ; S             ;    12854.0 ;   1909.0 ;   690.50 ;     0.00 ;  2604.73 ;     0.00 ;     0.00 ;     0.00 ;    7649.77 ;    -     ;    -     ;     0.00 ;   3813.4 ;       7167.15 ;    36.02 ;       9239.22 ;    46.43 ;   65.12 ;
   6 ;   28 ;   3 ; 336.00 ;  2 ; S             ;     9890.9 ;   1909.0 ;   690.50 ;     0.00 ;   847.36 ;     0.00 ;     0.00 ;     0.00 ;    6444.04 ;    -     ;    -     ;     0.00 ;   3813.4 ;       7167.15 ;    36.02 ;       9239.22 ;    46.43 ;   60.22 ;
   6 ;   28 ;  -  ;   -    ;  2 ; S             ;    11730.9 ;   1909.0 ;   690.50 ;     0.00 ;  2264.81 ;     0.00 ;     0.00 ;     0.00 ;    6866.59 ;    -     ;    -     ;     0.00 ;   3813.4 ;       7167.15 ;    36.02 ;       9239.22 ;    46.43 ;   63.83 ;
   6 ;   28 ;   1 ; 170.00 ;  3 ; NE            ;    12917.8 ;   5170.0 ;   348.80 ;     0.00 ;  6256.43 ;     0.00 ;     0.00 ;     0.00 ;    1142.57 ;    -     ;    -     ;     0.00 ;  14032.8 ;      35234.81 ;    68.28 ;      44059.06 ;    85.38 ;    0.00 ;
   6 ;   28 ;   2 ; 142.00 ;  3 ; NE            ;    12531.2 ;   5170.0 ;   348.80 ;     0.00 ;  5540.40 ;     0.00 ;     0.00 ;     0.00 ;    1472.00 ;    -     ;    -     ;     0.00 ;  14032.8 ;      35234.81 ;    68.28 ;      44059.06 ;    85.38 ;    0.00 ;
   6 ;   28 ;   3 ; 336.00 ;  3 ; NE            ;    10757.8 ;   5170.0 ;   348.80 ;     0.00 ;  5057.60 ;     0.00 ;     0.00 ;     0.00 ;     181.40 ;    -     ;    -     ;     0.00 ;  14032.8 ;      35234.81 ;    68.28 ;      44059.06 ;    85.38 ;    0.00 ;
   6 ;   28 ;  -  ;   -    ;  3 ; NE            ;    11713.1 ;   5170.0 ;   348.80 ;     0.00 ;  5477.91 ;     0.00 ;     0.00 ;     0.00 ;     716.38 ;    -     ;    -     ;     0.00 ;  14032.8 ;      35234.81 ;    68.28 ;      44059.06 ;    85.38 ;   63.83 ;
   6 ;   28 ;   1 ; 170.00 ;  4 ; N             ;     6511.9 ;    403.0 ;   688.00 ;     0.00 ; 17622.89 ;     0.00 ;     0.00 ;     0.00 ;  -12201.99 ;    -     ;    -     ;     0.00 ;  15625.8 ;      11427.27 ;    80.47 ;      11382.77 ;    80.16 ;    0.00 ;
   6 ;   28 ;   2 ; 142.00 ;  4 ; N             ;     6425.9 ;    403.0 ;   688.00 ;     0.00 ; 17622.89 ;     0.00 ;     0.00 ;     0.00 ;  -12287.99 ;    -     ;    -     ;     0.00 ;  15625.8 ;      11427.27 ;    80.47 ;      11382.77 ;    80.16 ;    0.00 ;
   6 ;   28 ;   3 ; 336.00 ;  4 ; N             ;     5808.2 ;    403.0 ;   688.00 ;     0.00 ; 15376.56 ;     0.00 ;     0.00 ;     0.00 ;  -10659.36 ;    -     ;    -     ;     0.00 ;  15625.8 ;      11427.27 ;    80.47 ;      11382.77 ;    80.16 ;    0.00 ;
   6 ;   28 ;  -  ;   -    ;  4 ; N             ;     6128.2 ;    403.0 ;   688.00 ;     0.00 ; 16458.12 ;     0.00 ;     0.00 ;     0.00 ;  -11420.95 ;    -     ;    -     ;     0.00 ;  15625.8 ;      11427.27 ;    80.47 ;      11382.77 ;    80.16 ;    0.00 ;
   6 ;   28 ;   1 ; 170.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   28 ;   2 ; 142.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   28 ;   3 ; 336.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   28 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   29 ;   1 ; 170.00 ;  1 ; SE            ;    47896.0 ;   5230.0 ;  3538.40 ;   393.00 ; 33622.11 ;     0.00 ;     0.00 ;     0.00 ;    7519.49 ;  1900.00 ;  6400.06 ;     0.00 ;  42996.9 ;     113806.83 ;    55.70 ;     125848.09 ;    61.59 ;  106.19 ;
   6 ;   29 ;   2 ; 142.00 ;  1 ; SE            ;    44695.2 ;   5230.0 ;  3538.40 ;   393.00 ; 31225.63 ;    23.62 ;     0.00 ;     0.00 ;    6683.79 ;  1900.00 ;  5845.19 ;     0.00 ;  42996.9 ;     113806.83 ;    55.70 ;     125848.09 ;    61.59 ;  106.18 ;
   6 ;   29 ;   3 ; 336.00 ;  1 ; SE            ;    36021.0 ;   5230.0 ;  3538.40 ;   393.00 ; 23663.72 ;   115.60 ;     0.00 ;     0.00 ;    5174.48 ;  1900.00 ;  4797.10 ;     0.00 ;  42996.9 ;     113806.83 ;    55.70 ;     125848.09 ;    61.59 ;  101.68 ;
   6 ;   29 ;  -  ;   -    ;  1 ; SE            ;    41037.2 ;   5230.0 ;  3538.40 ;   393.00 ; 27933.35 ;    65.12 ;     0.00 ;     0.00 ;    6120.43 ;  1900.00 ;  5447.30 ;     0.00 ;  42996.9 ;     113806.83 ;    55.70 ;     125848.09 ;    61.59 ;   63.83 ;
   6 ;   29 ;   1 ; 170.00 ;  2 ; S             ;    14429.5 ;   1909.0 ;   982.70 ;     0.00 ;  3282.59 ;     0.00 ;     0.00 ;     0.00 ;    8255.21 ;    -     ;    -     ;     0.00 ;   2892.4 ;       7167.15 ;    36.02 ;       8657.65 ;    43.51 ;  106.19 ;
   6 ;   29 ;   2 ; 142.00 ;  2 ; S             ;    12854.0 ;   1909.0 ;   982.70 ;     0.00 ;  2399.55 ;     0.00 ;     0.00 ;     0.00 ;    7562.75 ;    -     ;    -     ;     0.00 ;   2892.4 ;       7167.15 ;    36.02 ;       8657.65 ;    43.51 ;  106.18 ;
   6 ;   29 ;   3 ; 336.00 ;  2 ; S             ;     9890.9 ;   1909.0 ;   982.70 ;     0.00 ;   850.29 ;     0.00 ;     0.00 ;     0.00 ;    6148.91 ;    -     ;    -     ;     0.00 ;   2892.4 ;       7167.15 ;    36.02 ;       8657.65 ;    43.51 ;  101.68 ;
   6 ;   29 ;  -  ;   -    ;  2 ; S             ;    11730.9 ;   1909.0 ;   982.70 ;     0.00 ;  1827.89 ;     0.00 ;     0.00 ;     0.00 ;    7011.31 ;    -     ;    -     ;     0.00 ;   2892.4 ;       7167.15 ;    36.02 ;       8657.65 ;    43.51 ;   63.83 ;
   6 ;   29 ;   1 ; 170.00 ;  3 ; NE            ;    12917.8 ;   5170.0 ;   348.80 ;     0.00 ;  5683.35 ;     0.00 ;     0.00 ;     0.00 ;    1715.65 ;    -     ;    -     ;     0.00 ;   7318.7 ;      35234.81 ;    68.28 ;      40025.79 ;    77.56 ;  106.18 ;
   6 ;   29 ;   2 ; 142.00 ;  3 ; NE            ;    12531.2 ;   5170.0 ;   348.80 ;     0.00 ;  5083.61 ;     0.00 ;     0.00 ;     0.00 ;    1928.79 ;    -     ;    -     ;     0.00 ;   7318.7 ;      35234.81 ;    68.28 ;      40025.79 ;    77.56 ;  106.18 ;
   6 ;   29 ;   3 ; 336.00 ;  3 ; NE            ;    10757.8 ;   5170.0 ;   348.80 ;     0.00 ;  1732.83 ;     0.00 ;     0.00 ;     0.00 ;    3506.17 ;    -     ;    -     ;     0.00 ;   7318.7 ;      35234.81 ;    68.28 ;      40025.79 ;    77.56 ;  101.68 ;
   6 ;   29 ;  -  ;   -    ;  3 ; NE            ;    11713.1 ;   5170.0 ;   348.80 ;     0.00 ;  3503.51 ;     0.00 ;     0.00 ;     0.00 ;    2690.78 ;    -     ;    -     ;     0.00 ;   7318.7 ;      35234.81 ;    68.28 ;      40025.79 ;    77.56 ;   63.83 ;
   6 ;   29 ;   1 ; 170.00 ;  4 ; N             ;     6511.9 ;    403.0 ;   688.00 ;     0.00 ; 18420.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  16235.4 ;      11427.27 ;    80.47 ;      11257.82 ;    79.28 ;    0.00 ;
   6 ;   29 ;   2 ; 142.00 ;  4 ; N             ;     6425.9 ;    403.0 ;   688.00 ;     0.00 ; 18334.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  16235.4 ;      11427.27 ;    80.47 ;      11257.82 ;    79.28 ;    0.00 ;
   6 ;   29 ;   3 ; 336.00 ;  4 ; N             ;     5808.2 ;    403.0 ;   688.00 ;     0.00 ; 16417.20 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;  16235.4 ;      11427.27 ;    80.47 ;      11257.82 ;    79.28 ;    0.00 ;
   6 ;   29 ;  -  ;   -    ;  4 ; N             ;     6128.2 ;    403.0 ;   688.00 ;     0.00 ; 17363.10 ;     0.00 ;     0.00 ;     0.00 ;  -12325.93 ;    -     ;    -     ;     0.00 ;  16235.4 ;      11427.27 ;    80.47 ;      11257.82 ;    79.28 ;    0.00 ;
   6 ;   29 ;   1 ; 170.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   29 ;   2 ; 142.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   29 ;   3 ; 336.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   29 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   30 ;   1 ; 170.00 ;  1 ; SE            ;    47896.0 ;   5230.0 ;  2767.40 ;   393.00 ; 29753.68 ;     0.00 ;     0.00 ;     0.00 ;   12158.92 ;  1900.00 ;  6400.06 ;     0.00 ;  57093.5 ;     113806.83 ;    55.70 ;     136367.03 ;    66.74 ;    0.00 ;
   6 ;   30 ;   2 ; 142.00 ;  1 ; SE            ;    44695.2 ;   5230.0 ;  2767.40 ;   393.00 ; 27869.09 ;    92.43 ;     0.00 ;     0.00 ;   10880.14 ;  1900.00 ;  5845.19 ;     0.00 ;  57093.5 ;     113806.83 ;    55.70 ;     136367.03 ;    66.74 ;    0.00 ;
   6 ;   30 ;   3 ; 336.00 ;  1 ; SE            ;    36021.0 ;   5230.0 ;  2767.40 ;   393.00 ; 21735.76 ;   115.60 ;     0.00 ;     0.00 ;    7873.44 ;  1900.00 ;  4797.10 ;     0.00 ;  57093.5 ;     113806.83 ;    55.70 ;     136367.03 ;    66.74 ;    0.00 ;
   6 ;   30 ;  -  ;   -    ;  1 ; SE            ;    41037.2 ;   5230.0 ;  2767.40 ;   393.00 ; 25183.26 ;    80.20 ;     0.00 ;     0.00 ;    9656.59 ;  1900.00 ;  5447.30 ;     0.00 ;  57093.5 ;     113806.83 ;    55.70 ;     136367.03 ;    66.74 ;   63.83 ;
   6 ;   30 ;   1 ; 170.00 ;  2 ; S             ;    14429.5 ;   1909.0 ;   690.50 ;     0.00 ;  8558.79 ;     0.00 ;     0.00 ;     0.00 ;    3271.21 ;    -     ;    -     ;     0.00 ;  14479.5 ;       7167.15 ;    36.02 ;      15894.09 ;    79.88 ;    0.00 ;
   6 ;   30 ;   2 ; 142.00 ;  2 ; S             ;    12854.0 ;   1909.0 ;   690.50 ;     0.00 ;  6793.24 ;     0.00 ;     0.00 ;     0.00 ;    3461.26 ;    -     ;    -     ;     0.00 ;  14479.5 ;       7167.15 ;    36.02 ;      15894.09 ;    79.88 ;    0.00 ;
   6 ;   30 ;   3 ; 336.00 ;  2 ; S             ;     9890.9 ;   1909.0 ;   690.50 ;     0.00 ;  4954.68 ;     0.00 ;     0.00 ;     0.00 ;    2336.72 ;    -     ;    -     ;     0.00 ;  14479.5 ;       7167.15 ;    36.02 ;      15894.09 ;    79.88 ;    0.00 ;
   6 ;   30 ;  -  ;   -    ;  2 ; S             ;    11730.9 ;   1909.0 ;   690.50 ;     0.00 ;  6303.10 ;     0.00 ;     0.00 ;     0.00 ;    2828.31 ;    -     ;    -     ;     0.00 ;  14479.5 ;       7167.15 ;    36.02 ;      15894.09 ;    79.88 ;   63.83 ;
   6 ;   30 ;   1 ; 170.00 ;  3 ; NE            ;    12917.8 ;   5170.0 ;   348.80 ;     0.00 ;  3825.73 ;     0.00 ;     0.00 ;     0.00 ;    3573.27 ;    -     ;    -     ;     0.00 ;   4289.0 ;      35234.81 ;    68.28 ;      37712.74 ;    73.08 ;    0.00 ;
   6 ;   30 ;   2 ; 142.00 ;  3 ; NE            ;    12531.2 ;   5170.0 ;   348.80 ;     0.00 ;  2897.21 ;     0.00 ;     0.00 ;     0.00 ;    4115.19 ;    -     ;    -     ;     0.00 ;   4289.0 ;      35234.81 ;    68.28 ;      37712.74 ;    73.08 ;    0.00 ;
   6 ;   30 ;   3 ; 336.00 ;  3 ; NE            ;    10757.8 ;   5170.0 ;   348.80 ;     0.00 ;  1533.09 ;     0.00 ;     0.00 ;     0.00 ;    3705.91 ;    -     ;    -     ;     0.00 ;   4289.0 ;      35234.81 ;    68.28 ;      37712.74 ;    73.08 ;    0.00 ;
   6 ;   30 ;  -  ;   -    ;  3 ; NE            ;    11713.1 ;   5170.0 ;   348.80 ;     0.00 ;  2433.48 ;     0.00 ;     0.00 ;     0.00 ;    3760.80 ;    -     ;    -     ;     0.00 ;   4289.0 ;      35234.81 ;    68.28 ;      37712.74 ;    73.08 ;   63.83 ;
   6 ;   30 ;   1 ; 170.00 ;  4 ; N             ;     6511.9 ;    403.0 ;   688.00 ;     0.00 ; 17795.31 ;     0.00 ;     0.00 ;     0.00 ;  -12374.41 ;    -     ;    -     ;     0.00 ;  11475.9 ;      11427.27 ;    80.47 ;      11225.25 ;    79.05 ;    0.00 ;
   6 ;   30 ;   2 ; 142.00 ;  4 ; N             ;     6425.9 ;    403.0 ;   688.00 ;     0.00 ; 17162.49 ;     0.00 ;     0.00 ;     0.00 ;  -11827.59 ;    -     ;    -     ;     0.00 ;  11475.9 ;      11427.27 ;    80.47 ;      11225.25 ;    79.05 ;    0.00 ;
   6 ;   30 ;   3 ; 336.00 ;  4 ; N             ;     5808.2 ;    403.0 ;   688.00 ;     0.00 ; 12123.95 ;     0.00 ;     0.00 ;     0.00 ;   -7406.75 ;    -     ;    -     ;     0.00 ;  11475.9 ;      11427.27 ;    80.47 ;      11225.25 ;    79.05 ;    0.00 ;
