***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  CEPEL: DECOMP     - Versao 30.1 - Jan/2020(L)                      *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA COMPASS COMERCIALIZADORA DE ENERGIA ELETRICA LTDA                                                                                                     


____________________________________________________________________

 PMO - MARCO/20 - ABR/20 - REV 0 - FCF COM CVAR - 12 REE - VALOR ESPERADO        
____________________________________________________________________

--------------------------------------
Resultado de operacao dos subsistemas.                                          
--------------------------------------
---------------------------------------------------
IPER;      Indice do periodo                                                                                                                                                                            
ICEN;      Indice do cenario                                                                                                                                                                            
IPAT;      Patamar de Carga                                                                                                                                                                             
Dur;       Duracao                                                                                                                                                                                      
SIST;      Numero do subsistema                                                                                                                                                                         
Nome Sist; Nome do subsistema                                                                                                                                                                           
Demanda;   Demanda                                                                                                                                                                                      
GerPeq;    Geracao das pequenas usinas                                                                                                                                                                  
Gter;      Geracao Termoeletrica                                                                                                                                                                        
GterAT;    Geracao termica antecipada                                                                                                                                                                   
Ghid;      Geração hidroeletrica                                                                                                                                                                        
Cbomb;     Energia Consumida para bombeamento                                                                                                                                                           
Compra;    Energia importada                                                                                                                                                                            
Venda;     Energia exportada                                                                                                                                                                            
IntercLiq; Saldo da energia de intercambio                                                                                                                                                              
Itaipu50;  Geracao 50Hz de Itaipu                                                                                                                                                                       
Itaipu60;  Geracao 60Hz de Itaipu                                                                                                                                                                       
Deficit;   Deficit no Subsistema                                                                                                                                                                        
ENA;       Energia Afluente                                                                                                                                                                             
EarmInic;  Energia Armazenada Inicial                                                                                                                                                                   
EarmInic%; Energia Armazenada Inicial em percentual                                                                                                                                                     
EarmFim;   Energia Armazenada Final                                                                                                                                                                     
EarmFim%;  Energia Armazenada Final em percentual                                                                                                                                                       
CMO;       Custo Marginal de Operacao                                                                                                                                                                   
---------------------------------------------------

@Tabela
-----;------;-----;--------;----;---------------;------------;----------;----------;----------;----------;----------;----------;----------;------------;----------;----------;----------;----------;---------------;----------;---------------;----------;---------;
   6 ;   40 ;   1 ; 170.00 ;  1 ; SE            ;    47896.0 ;   5230.0 ;  3576.50 ;   393.00 ; 33126.74 ;    32.68 ;     0.00 ;     0.00 ;    8009.44 ;  1900.00 ;  5797.76 ;     0.00 ;  42861.7 ;     103795.42 ;    50.80 ;     113062.30 ;    55.34 ;  140.80 ;
   6 ;   40 ;   2 ; 142.00 ;  1 ; SE            ;    44695.2 ;   5230.0 ;  3576.50 ;   393.00 ; 30762.13 ;   115.60 ;     0.00 ;     0.00 ;    7201.17 ;  1900.00 ;  5852.76 ;     0.00 ;  42861.7 ;     103795.42 ;    50.80 ;     113062.30 ;    55.34 ;  140.00 ;
   6 ;   40 ;   3 ; 336.00 ;  1 ; SE            ;    36021.0 ;   5230.0 ;  3576.50 ;   393.00 ; 23341.20 ;   115.60 ;     0.00 ;     0.00 ;    5458.90 ;  1900.00 ;  4248.82 ;     0.00 ;  42861.7 ;     103795.42 ;    50.80 ;     113062.30 ;    55.34 ;  134.49 ;
   6 ;   40 ;  -  ;   -    ;  1 ; SE            ;    41037.2 ;   5230.0 ;  3576.50 ;   393.00 ; 27534.59 ;    93.85 ;     0.00 ;     0.00 ;    6509.82 ;  1900.00 ;  5006.66 ;     0.00 ;  42861.7 ;     103795.42 ;    50.80 ;     113062.30 ;    55.34 ;  105.45 ;
   6 ;   40 ;   1 ; 170.00 ;  2 ; S             ;    14429.5 ;   1909.0 ;   982.70 ;     0.00 ;  3284.86 ;     0.00 ;     0.00 ;     0.00 ;    8252.94 ;    -     ;    -     ;     0.00 ;   1905.2 ;       6393.22 ;    32.13 ;       7096.02 ;    35.66 ;  140.80 ;
   6 ;   40 ;   2 ; 142.00 ;  2 ; S             ;    12854.0 ;   1909.0 ;   982.70 ;     0.00 ;  2203.46 ;     0.00 ;     0.00 ;     0.00 ;    7758.84 ;    -     ;    -     ;     0.00 ;   1905.2 ;       6393.22 ;    32.13 ;       7096.02 ;    35.66 ;  140.00 ;
   6 ;   40 ;   3 ; 336.00 ;  2 ; S             ;     9890.9 ;   1909.0 ;   982.70 ;     0.00 ;   665.53 ;     0.00 ;     0.00 ;     0.00 ;    6333.67 ;    -     ;    -     ;     0.00 ;   1905.2 ;       6393.22 ;    32.13 ;       7096.02 ;    35.66 ;  134.49 ;
   6 ;   40 ;  -  ;   -    ;  2 ; S             ;    11730.9 ;   1909.0 ;   982.70 ;     0.00 ;  1689.72 ;     0.00 ;     0.00 ;     0.00 ;    7149.49 ;    -     ;    -     ;     0.00 ;   1905.2 ;       6393.22 ;    32.13 ;       7096.02 ;    35.66 ;  105.45 ;
   6 ;   40 ;   1 ; 170.00 ;  3 ; NE            ;    12917.8 ;   5170.0 ;  1540.90 ;     0.00 ;  4372.51 ;     0.00 ;     0.00 ;     0.00 ;    1834.39 ;    -     ;    -     ;     0.00 ;   4446.7 ;      34788.89 ;    67.41 ;      37242.26 ;    72.17 ;  138.65 ;
   6 ;   40 ;   2 ; 142.00 ;  3 ; NE            ;    12531.2 ;   5170.0 ;  1540.90 ;     0.00 ;  3993.70 ;     0.00 ;     0.00 ;     0.00 ;    1826.60 ;    -     ;    -     ;     0.00 ;   4446.7 ;      34788.89 ;    67.41 ;      37242.26 ;    72.17 ;  138.65 ;
   6 ;   40 ;   3 ; 336.00 ;  3 ; NE            ;    10757.8 ;   5170.0 ;  1175.90 ;     0.00 ;  1369.86 ;     0.00 ;     0.00 ;     0.00 ;    3042.04 ;    -     ;    -     ;     0.00 ;   4446.7 ;      34788.89 ;    67.41 ;      37242.26 ;    72.17 ;  134.49 ;
   6 ;   40 ;  -  ;   -    ;  3 ; NE            ;    11713.1 ;   5170.0 ;  1351.64 ;     0.00 ;  2732.57 ;     0.00 ;     0.00 ;     0.00 ;    2458.87 ;    -     ;    -     ;     0.00 ;   4446.7 ;      34788.89 ;    67.41 ;      37242.26 ;    72.17 ;  105.45 ;
   6 ;   40 ;   1 ; 170.00 ;  4 ; N             ;     6511.9 ;    403.0 ;  1026.30 ;     0.00 ; 18082.60 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  11710.8 ;      11192.86 ;    78.82 ;      10981.32 ;    77.33 ;   59.08 ;
   6 ;   40 ;   2 ; 142.00 ;  4 ; N             ;     6425.9 ;    403.0 ;   935.30 ;     0.00 ; 18087.60 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  11710.8 ;      11192.86 ;    78.82 ;      10981.32 ;    77.33 ;   59.08 ;
   6 ;   40 ;   3 ; 336.00 ;  4 ; N             ;     5808.2 ;    403.0 ;   995.67 ;     0.00 ; 16109.53 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;  11710.8 ;      11192.86 ;    78.82 ;      10981.32 ;    77.33 ;   59.08 ;
   6 ;   40 ;  -  ;   -    ;  4 ; N             ;     6128.2 ;    403.0 ;   990.48 ;     0.00 ; 17060.62 ;     0.00 ;     0.00 ;     0.00 ;  -12325.93 ;    -     ;    -     ;     0.00 ;  11710.8 ;      11192.86 ;    78.82 ;      10981.32 ;    77.33 ;    0.00 ;
   6 ;   40 ;   1 ; 170.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;   59.08 ;
   6 ;   40 ;   2 ; 142.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;   59.08 ;
   6 ;   40 ;   3 ; 336.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;   59.08 ;
   6 ;   40 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   41 ;   1 ; 170.00 ;  1 ; SE            ;    47896.0 ;   5230.0 ;  3008.40 ;   393.00 ; 33249.34 ;    37.56 ;     0.00 ;     0.00 ;    8459.83 ;  1900.00 ;  5797.76 ;     0.00 ;  49777.4 ;     103795.42 ;    50.80 ;     121924.41 ;    59.67 ;   89.03 ;
   6 ;   41 ;   2 ; 142.00 ;  1 ; SE            ;    44695.2 ;   5230.0 ;  3008.40 ;   393.00 ; 30338.93 ;   115.60 ;     0.00 ;     0.00 ;    8192.47 ;  1900.00 ;  5852.76 ;     0.00 ;  49777.4 ;     103795.42 ;    50.80 ;     121924.41 ;    59.67 ;   88.02 ;
   6 ;   41 ;   3 ; 336.00 ;  1 ; SE            ;    36021.0 ;   5230.0 ;  3008.40 ;   393.00 ; 23373.59 ;   115.60 ;     0.00 ;     0.00 ;    5994.61 ;  1900.00 ;  4248.82 ;     0.00 ;  49777.4 ;     103795.42 ;    50.80 ;     121924.41 ;    59.67 ;   79.26 ;
   6 ;   41 ;  -  ;   -    ;  1 ; SE            ;    41037.2 ;   5230.0 ;  3008.40 ;   393.00 ; 27490.80 ;    95.13 ;     0.00 ;     0.00 ;    7122.98 ;  1900.00 ;  5006.66 ;     0.00 ;  49777.4 ;     103795.42 ;    50.80 ;     121924.41 ;    59.67 ;  105.45 ;
   6 ;   41 ;   1 ; 170.00 ;  2 ; S             ;    14429.5 ;   1909.0 ;   982.70 ;     0.00 ;  2321.06 ;     0.00 ;     0.00 ;     0.00 ;    9216.74 ;    -     ;    -     ;     0.00 ;   1393.5 ;       6393.22 ;    32.13 ;       6951.80 ;    34.94 ;   89.03 ;
   6 ;   41 ;   2 ; 142.00 ;  2 ; S             ;    12854.0 ;   1909.0 ;   982.70 ;     0.00 ;  1391.11 ;     0.00 ;     0.00 ;     0.00 ;    8571.19 ;    -     ;    -     ;     0.00 ;   1393.5 ;       6393.22 ;    32.13 ;       6951.80 ;    34.94 ;   88.02 ;
   6 ;   41 ;   3 ; 336.00 ;  2 ; S             ;     9890.9 ;   1909.0 ;   865.50 ;     0.00 ;   632.54 ;     0.00 ;     0.00 ;     0.00 ;    6483.86 ;    -     ;    -     ;     0.00 ;   1393.5 ;       6393.22 ;    32.13 ;       6951.80 ;    34.94 ;   79.26 ;
   6 ;   41 ;  -  ;   -    ;  2 ; S             ;    11730.9 ;   1909.0 ;   921.93 ;     0.00 ;  1241.75 ;     0.00 ;     0.00 ;     0.00 ;    7658.23 ;    -     ;    -     ;     0.00 ;   1393.5 ;       6393.22 ;    32.13 ;       6951.80 ;    34.94 ;  105.45 ;
   6 ;   41 ;   1 ; 170.00 ;  3 ; NE            ;    12917.8 ;   5170.0 ;   348.80 ;     0.00 ;  5446.56 ;     0.00 ;     0.00 ;     0.00 ;    1952.44 ;    -     ;    -     ;     0.00 ;  12720.8 ;      34788.89 ;    67.41 ;      43826.32 ;    84.93 ;   79.27 ;
   6 ;   41 ;   2 ; 142.00 ;  3 ; NE            ;    12531.2 ;   5170.0 ;   348.80 ;     0.00 ;  4923.30 ;     0.00 ;     0.00 ;     0.00 ;    2089.10 ;    -     ;    -     ;     0.00 ;  12720.8 ;      34788.89 ;    67.41 ;      43826.32 ;    84.93 ;   79.26 ;
   6 ;   41 ;   3 ; 336.00 ;  3 ; NE            ;    10757.8 ;   5170.0 ;   348.80 ;     0.00 ;  3813.79 ;     0.00 ;     0.00 ;     0.00 ;    1425.21 ;    -     ;    -     ;     0.00 ;  12720.8 ;      34788.89 ;    67.41 ;      43826.32 ;    84.93 ;   79.26 ;
   6 ;   41 ;  -  ;   -    ;  3 ; NE            ;    11713.1 ;   5170.0 ;   348.80 ;     0.00 ;  4485.27 ;     0.00 ;     0.00 ;     0.00 ;    1709.01 ;    -     ;    -     ;     0.00 ;  12720.8 ;      34788.89 ;    67.41 ;      43826.32 ;    84.93 ;  105.45 ;
   6 ;   41 ;   1 ; 170.00 ;  4 ; N             ;     6511.9 ;    403.0 ;   688.00 ;     0.00 ; 18420.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  17963.4 ;      11192.86 ;    78.82 ;      10969.31 ;    77.25 ;    0.00 ;
   6 ;   41 ;   2 ; 142.00 ;  4 ; N             ;     6425.9 ;    403.0 ;   688.00 ;     0.00 ; 18334.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  17963.4 ;      11192.86 ;    78.82 ;      10969.31 ;    77.25 ;    0.00 ;
   6 ;   41 ;   3 ; 336.00 ;  4 ; N             ;     5808.2 ;    403.0 ;   688.00 ;     0.00 ; 16417.20 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;  17963.4 ;      11192.86 ;    78.82 ;      10969.31 ;    77.25 ;    0.00 ;
   6 ;   41 ;  -  ;   -    ;  4 ; N             ;     6128.2 ;    403.0 ;   688.00 ;     0.00 ; 17363.10 ;     0.00 ;     0.00 ;     0.00 ;  -12325.93 ;    -     ;    -     ;     0.00 ;  17963.4 ;      11192.86 ;    78.82 ;      10969.31 ;    77.25 ;    0.00 ;
   6 ;   41 ;   1 ; 170.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   41 ;   2 ; 142.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   41 ;   3 ; 336.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   41 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   42 ;   1 ; 170.00 ;  1 ; SE            ;    47896.0 ;   5230.0 ;  3008.40 ;   393.00 ; 34189.76 ;    23.08 ;     0.00 ;     0.00 ;    7504.91 ;  1900.00 ;  5797.76 ;     0.00 ;  53664.4 ;     103795.42 ;    50.80 ;     123383.10 ;    60.39 ;   90.05 ;
   6 ;   42 ;   2 ; 142.00 ;  1 ; SE            ;    44695.2 ;   5230.0 ;  3008.40 ;   393.00 ; 32407.86 ;   115.60 ;     0.00 ;     0.00 ;    6123.54 ;  1900.00 ;  5852.76 ;     0.00 ;  53664.4 ;     103795.42 ;    50.80 ;     123383.10 ;    60.39 ;   89.53 ;
   6 ;   42 ;   3 ; 336.00 ;  1 ; SE            ;    36021.0 ;   5230.0 ;  3008.40 ;   393.00 ; 23734.24 ;   115.60 ;     0.00 ;     0.00 ;    5633.96 ;  1900.00 ;  4248.82 ;     0.00 ;  53664.4 ;     103795.42 ;    50.80 ;     123383.10 ;    60.39 ;   79.05 ;
   6 ;   42 ;  -  ;   -    ;  1 ; SE            ;    41037.2 ;   5230.0 ;  3008.40 ;   393.00 ; 28377.90 ;    91.33 ;     0.00 ;     0.00 ;    6232.08 ;  1900.00 ;  5006.66 ;     0.00 ;  53664.4 ;     103795.42 ;    50.80 ;     123383.10 ;    60.39 ;  105.45 ;
   6 ;   42 ;   1 ; 170.00 ;  2 ; S             ;    14429.5 ;   1909.0 ;   982.70 ;     0.00 ;  2762.43 ;     0.00 ;     0.00 ;     0.00 ;    8775.37 ;    -     ;    -     ;     0.00 ;   1227.0 ;       6393.22 ;    32.13 ;       6644.67 ;    33.40 ;   90.05 ;
   6 ;   42 ;   2 ; 142.00 ;  2 ; S             ;    12854.0 ;   1909.0 ;   982.70 ;     0.00 ;  1594.29 ;     0.00 ;     0.00 ;     0.00 ;    8368.01 ;    -     ;    -     ;     0.00 ;   1227.0 ;       6393.22 ;    32.13 ;       6644.67 ;    33.40 ;   89.53 ;
   6 ;   42 ;   3 ; 336.00 ;  2 ; S             ;     9890.9 ;   1909.0 ;   865.50 ;     0.00 ;   643.21 ;     0.00 ;     0.00 ;     0.00 ;    6473.19 ;    -     ;    -     ;     0.00 ;   1227.0 ;       6393.22 ;    32.13 ;       6644.67 ;    33.40 ;   79.05 ;
   6 ;   42 ;  -  ;   -    ;  2 ; S             ;    11730.9 ;   1909.0 ;   921.93 ;     0.00 ;  1407.59 ;     0.00 ;     0.00 ;     0.00 ;    7492.38 ;    -     ;    -     ;     0.00 ;   1227.0 ;       6393.22 ;    32.13 ;       6644.67 ;    33.40 ;  105.45 ;
   6 ;   42 ;   1 ; 170.00 ;  3 ; NE            ;    12917.8 ;   5170.0 ;   348.80 ;     0.00 ;  6285.47 ;     0.00 ;     0.00 ;     0.00 ;    1113.53 ;    -     ;    -     ;     0.00 ;  14172.6 ;      34788.89 ;    67.41 ;      43754.51 ;    84.79 ;    0.00 ;
   6 ;   42 ;   2 ; 142.00 ;  3 ; NE            ;    12531.2 ;   5170.0 ;   348.80 ;     0.00 ;  5573.17 ;     0.00 ;     0.00 ;     0.00 ;    1439.23 ;    -     ;    -     ;     0.00 ;  14172.6 ;      34788.89 ;    67.41 ;      43754.51 ;    84.79 ;    0.00 ;
   6 ;   42 ;   3 ; 336.00 ;  3 ; NE            ;    10757.8 ;   5170.0 ;   348.80 ;     0.00 ;  5330.27 ;     0.00 ;     0.00 ;     0.00 ;     -91.27 ;    -     ;    -     ;     0.00 ;  14172.6 ;      34788.89 ;    67.41 ;      43754.51 ;    84.79 ;    0.00 ;
   6 ;   42 ;  -  ;   -    ;  3 ; NE            ;    11713.1 ;   5170.0 ;   348.80 ;     0.00 ;  5634.09 ;     0.00 ;     0.00 ;     0.00 ;     560.19 ;    -     ;    -     ;     0.00 ;  14172.6 ;      34788.89 ;    67.41 ;      43754.51 ;    84.79 ;  105.45 ;
   6 ;   42 ;   1 ; 170.00 ;  4 ; N             ;     6511.9 ;    403.0 ;   688.00 ;     0.00 ; 17561.58 ;     0.00 ;     0.00 ;     0.00 ;  -12140.68 ;    -     ;    -     ;     0.00 ;  17707.2 ;      11192.86 ;    78.82 ;      11099.55 ;    78.16 ;    0.00 ;
   6 ;   42 ;   2 ; 142.00 ;  4 ; N             ;     6425.9 ;    403.0 ;   688.00 ;     0.00 ; 17601.28 ;     0.00 ;     0.00 ;     0.00 ;  -12266.38 ;    -     ;    -     ;     0.00 ;  17707.2 ;      11192.86 ;    78.82 ;      11099.55 ;    78.16 ;    0.00 ;
   6 ;   42 ;   3 ; 336.00 ;  4 ; N             ;     5808.2 ;    403.0 ;   688.00 ;     0.00 ; 15053.09 ;     0.00 ;     0.00 ;     0.00 ;  -10335.89 ;    -     ;    -     ;     0.00 ;  17707.2 ;      11192.86 ;    78.82 ;      11099.55 ;    78.16 ;    0.00 ;
   6 ;   42 ;  -  ;   -    ;  4 ; N             ;     6128.2 ;    403.0 ;   688.00 ;     0.00 ; 16269.58 ;     0.00 ;     0.00 ;     0.00 ;  -11232.41 ;    -     ;    -     ;     0.00 ;  17707.2 ;      11192.86 ;    78.82 ;      11099.55 ;    78.16 ;    0.00 ;
   6 ;   42 ;   1 ; 170.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   42 ;   2 ; 142.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   42 ;   3 ; 336.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   42 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   43 ;   1 ; 170.00 ;  1 ; SE            ;    47896.0 ;   5230.0 ;  3008.40 ;   393.00 ; 31881.06 ;    31.01 ;     0.00 ;     0.00 ;    9821.55 ;  1900.00 ;  5797.76 ;     0.00 ;  48418.4 ;     103795.42 ;    50.80 ;     118813.04 ;    58.15 ;   81.26 ;
   6 ;   43 ;   2 ; 142.00 ;  1 ; SE            ;    44695.2 ;   5230.0 ;  3008.40 ;   393.00 ; 29005.24 ;   115.60 ;     0.00 ;     0.00 ;    9526.16 ;  1900.00 ;  5852.76 ;     0.00 ;  48418.4 ;     103795.42 ;    50.80 ;     118813.04 ;    58.15 ;   80.28 ;
   6 ;   43 ;   3 ; 336.00 ;  1 ; SE            ;    36021.0 ;   5230.0 ;  3008.40 ;   393.00 ; 22467.92 ;   115.60 ;     0.00 ;     0.00 ;    6900.28 ;  1900.00 ;  4248.82 ;     0.00 ;  48418.4 ;     103795.42 ;    50.80 ;     118813.04 ;    58.15 ;   76.44 ;
   6 ;   43 ;  -  ;   -    ;  1 ; SE            ;    41037.2 ;   5230.0 ;  3008.40 ;   393.00 ; 26369.98 ;    93.41 ;     0.00 ;     0.00 ;    8242.09 ;  1900.00 ;  5006.66 ;     0.00 ;  48418.4 ;     103795.42 ;    50.80 ;     118813.04 ;    58.15 ;  105.45 ;
   6 ;   43 ;   1 ; 170.00 ;  2 ; S             ;    14429.5 ;   1909.0 ;   865.50 ;     0.00 ;  7544.83 ;     0.00 ;     0.00 ;     0.00 ;    4110.17 ;    -     ;    -     ;     0.00 ;   6898.2 ;       6393.22 ;    32.13 ;       9831.69 ;    49.41 ;   81.26 ;
   6 ;   43 ;   2 ; 142.00 ;  2 ; S             ;    12854.0 ;   1909.0 ;   865.50 ;     0.00 ;  6008.97 ;     0.00 ;     0.00 ;     0.00 ;    4070.53 ;    -     ;    -     ;     0.00 ;   6898.2 ;       6393.22 ;    32.13 ;       9831.69 ;    49.41 ;   80.28 ;
   6 ;   43 ;   3 ; 336.00 ;  2 ; S             ;     9890.9 ;   1909.0 ;   865.50 ;     0.00 ;  1372.51 ;     0.00 ;     0.00 ;     0.00 ;    5743.89 ;    -     ;    -     ;     0.00 ;   6898.2 ;       6393.22 ;    32.13 ;       9831.69 ;    49.41 ;   76.44 ;
   6 ;   43 ;  -  ;   -    ;  2 ; S             ;    11730.9 ;   1909.0 ;   865.50 ;     0.00 ;  4007.80 ;     0.00 ;     0.00 ;     0.00 ;    4948.60 ;    -     ;    -     ;     0.00 ;   6898.2 ;       6393.22 ;    32.13 ;       9831.69 ;    49.41 ;  105.45 ;
   6 ;   43 ;   1 ; 170.00 ;  3 ; NE            ;    12917.8 ;   5170.0 ;   348.80 ;     0.00 ;  4019.86 ;     0.00 ;     0.00 ;     0.00 ;    3379.14 ;    -     ;    -     ;     0.00 ;   4395.2 ;      34788.89 ;    67.41 ;      37399.45 ;    72.47 ;   81.26 ;
   6 ;   43 ;   2 ; 142.00 ;  3 ; NE            ;    12531.2 ;   5170.0 ;   348.80 ;     0.00 ;  3356.33 ;     0.00 ;     0.00 ;     0.00 ;    3656.07 ;    -     ;    -     ;     0.00 ;   4395.2 ;      34788.89 ;    67.41 ;      37399.45 ;    72.47 ;   80.28 ;
   6 ;   43 ;   3 ; 336.00 ;  3 ; NE            ;    10757.8 ;   5170.0 ;   348.80 ;     0.00 ;  1211.96 ;     0.00 ;     0.00 ;     0.00 ;    4027.04 ;    -     ;    -     ;     0.00 ;   4395.2 ;      34788.89 ;    67.41 ;      37399.45 ;    72.47 ;   76.44 ;
   6 ;   43 ;  -  ;   -    ;  3 ; NE            ;    11713.1 ;   5170.0 ;   348.80 ;     0.00 ;  2418.51 ;     0.00 ;     0.00 ;     0.00 ;    3775.77 ;    -     ;    -     ;     0.00 ;   4395.2 ;      34788.89 ;    67.41 ;      37399.45 ;    72.47 ;  105.45 ;
   6 ;   43 ;   1 ; 170.00 ;  4 ; N             ;     6511.9 ;    403.0 ;   688.00 ;     0.00 ; 18420.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  13392.2 ;      11192.86 ;    78.82 ;      10910.19 ;    76.83 ;    0.00 ;
   6 ;   43 ;   2 ; 142.00 ;  4 ; N             ;     6425.9 ;    403.0 ;   688.00 ;     0.00 ; 18334.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  13392.2 ;      11192.86 ;    78.82 ;      10910.19 ;    76.83 ;    0.00 ;
   6 ;   43 ;   3 ; 336.00 ;  4 ; N             ;     5808.2 ;    403.0 ;   688.00 ;     0.00 ; 16417.20 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;  13392.2 ;      11192.86 ;    78.82 ;      10910.19 ;    76.83 ;    0.00 ;
   6 ;   43 ;  -  ;   -    ;  4 ; N             ;     6128.2 ;    403.0 ;   688.00 ;     0.00 ; 17363.10 ;     0.00 ;     0.00 ;     0.00 ;  -12325.93 ;    -     ;    -     ;     0.00 ;  13392.2 ;      11192.86 ;    78.82 ;      10910.19 ;    76.83 ;    0.00 ;
   6 ;   43 ;   1 ; 170.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   43 ;   2 ; 142.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   43 ;   3 ; 336.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   43 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   44 ;   1 ; 170.00 ;  1 ; SE            ;    47896.0 ;   5230.0 ;  2908.40 ;   393.00 ; 32955.68 ;     0.00 ;     0.00 ;     0.00 ;    8815.92 ;  1900.00 ;  5797.76 ;     0.00 ;  54931.6 ;     103795.42 ;    50.80 ;     124154.78 ;    60.76 ;   68.55 ;
