-----;------;-----;--------;----;---------------;------------;----------;----------;----------;----------;----------;----------;----------;------------;----------;----------;----------;----------;---------------;----------;---------------;----------;---------;
IPER ; ICEN ;IPAT ;  Dur   ;SIST;   Nome Sist   ;  Demanda   ;  GerPeq  ;   Gter   ;  GterAT  ;   Ghid   ;  Cbomb   ;  Compra  ;  Venda   ; IntercLiq  ; Itaipu50 ; Itaipu60 ; Deficit  ;   ENA    ;   EarmInic    ;EarmInic% ;    EarmFim    ; EarmFim% ;   CMO   ;
  -  ;  -   ;  -  ;  (h)   ; -  ;       -       ;    (MW)    ;   (MW)   ;   (MW)   ;   (MW)   ;   (MW)   ;   (MW)   ;   (MW)   ;   (MW)   ;    (MW)    ;   (MW)   ;   (MW)   ;   (MW)   ; (MWmes)  ;    (MWmes)    ;   (%)    ;    (MWmes)    ;   (%)    ; ($/MWh) ;
-----;------;-----;--------;----;---------------;------------;----------;----------;----------;----------;----------;----------;----------;------------;----------;----------;----------;----------;---------------;----------;---------------;----------;---------;
   6 ;   45 ;   1 ; 170.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;   97.66 ;
   6 ;   45 ;   2 ; 142.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;   97.66 ;
   6 ;   45 ;   3 ; 336.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;   96.02 ;
   6 ;   45 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   46 ;   1 ; 170.00 ;  1 ; SE            ;    47896.0 ;   5230.0 ;  3008.40 ;   393.00 ; 32812.25 ;    50.52 ;     0.00 ;     0.00 ;    8909.87 ;  2377.25 ;  6629.00 ;     0.00 ;  52514.4 ;     113716.32 ;    55.66 ;     132711.62 ;    64.95 ;   85.00 ;
   6 ;   46 ;   2 ; 142.00 ;  1 ; SE            ;    44695.2 ;   5230.0 ;  3008.40 ;   393.00 ; 30121.86 ;   115.60 ;     0.00 ;     0.00 ;    8409.54 ;  1900.00 ;  5861.38 ;     0.00 ;  52514.4 ;     113716.32 ;    55.66 ;     132711.62 ;    64.95 ;   84.99 ;
   6 ;   46 ;   3 ; 336.00 ;  1 ; SE            ;    36021.0 ;   5230.0 ;  3008.40 ;   393.00 ; 23550.20 ;   115.60 ;     0.00 ;     0.00 ;    5818.00 ;  1900.00 ;  4462.66 ;     0.00 ;  52514.4 ;     113716.32 ;    55.66 ;     132711.62 ;    64.95 ;   79.95 ;
   6 ;   46 ;  -  ;   -    ;  1 ; SE            ;    41037.2 ;   5230.0 ;  3008.40 ;   393.00 ; 27420.15 ;    98.53 ;     0.00 ;     0.00 ;    7197.04 ;  2025.21 ;  5337.50 ;     0.00 ;  52514.4 ;     113716.32 ;    55.66 ;     132711.62 ;    64.95 ;   81.04 ;
   6 ;   46 ;   1 ; 170.00 ;  2 ; S             ;    14429.5 ;   1909.0 ;   982.70 ;     0.00 ;  3083.06 ;     0.00 ;     0.00 ;     0.00 ;    8454.74 ;    -     ;    -     ;     0.00 ;   2565.2 ;       6063.24 ;    30.47 ;       7363.84 ;    37.01 ;   85.00 ;
   6 ;   46 ;   2 ; 142.00 ;  2 ; S             ;    12854.0 ;   1909.0 ;   982.70 ;     0.00 ;  2022.42 ;     0.00 ;     0.00 ;     0.00 ;    7939.88 ;    -     ;    -     ;     0.00 ;   2565.2 ;       6063.24 ;    30.47 ;       7363.84 ;    37.01 ;   84.99 ;
   6 ;   46 ;   3 ; 336.00 ;  2 ; S             ;     9890.9 ;   1909.0 ;   865.50 ;     0.00 ;   808.09 ;     0.00 ;     0.00 ;     0.00 ;    6308.31 ;    -     ;    -     ;     0.00 ;   2565.2 ;       6063.24 ;    30.47 ;       7363.84 ;    37.01 ;   79.95 ;
   6 ;   46 ;  -  ;   -    ;  2 ; S             ;    11730.9 ;   1909.0 ;   921.93 ;     0.00 ;  1671.02 ;     0.00 ;     0.00 ;     0.00 ;    7228.95 ;    -     ;    -     ;     0.00 ;   2565.2 ;       6063.24 ;    30.47 ;       7363.84 ;    37.01 ;   81.04 ;
   6 ;   46 ;   1 ; 170.00 ;  3 ; NE            ;    12917.8 ;   5170.0 ;   348.80 ;     0.00 ;  5134.61 ;     0.00 ;     0.00 ;     0.00 ;    2264.39 ;    -     ;    -     ;     0.00 ;   7435.2 ;      35716.48 ;    69.21 ;      40714.69 ;    78.90 ;   85.00 ;
   6 ;   46 ;   2 ; 142.00 ;  3 ; NE            ;    12531.2 ;   5170.0 ;   348.80 ;     0.00 ;  4500.44 ;     0.00 ;     0.00 ;     0.00 ;    2511.96 ;    -     ;    -     ;     0.00 ;   7435.2 ;      35716.48 ;    69.21 ;      40714.69 ;    78.90 ;   84.99 ;
   6 ;   46 ;   3 ; 336.00 ;  3 ; NE            ;    10757.8 ;   5170.0 ;   348.80 ;     0.00 ;  1374.42 ;     0.00 ;     0.00 ;     0.00 ;    3864.58 ;    -     ;    -     ;     0.00 ;   7435.2 ;      35716.48 ;    69.21 ;      40714.69 ;    78.90 ;   79.95 ;
   6 ;   46 ;  -  ;   -    ;  3 ; NE            ;    11713.1 ;   5170.0 ;   348.80 ;     0.00 ;  3045.91 ;     0.00 ;     0.00 ;     0.00 ;    3148.37 ;    -     ;    -     ;     0.00 ;   7435.2 ;      35716.48 ;    69.21 ;      40714.69 ;    78.90 ;   81.04 ;
   6 ;   46 ;   1 ; 170.00 ;  4 ; N             ;     6511.9 ;    403.0 ;   688.00 ;     0.00 ; 18420.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  13935.5 ;      11331.40 ;    79.80 ;      11195.73 ;    78.84 ;    0.00 ;
   6 ;   46 ;   2 ; 142.00 ;  4 ; N             ;     6425.9 ;    403.0 ;   688.00 ;     0.00 ; 18334.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  13935.5 ;      11331.40 ;    79.80 ;      11195.73 ;    78.84 ;    0.00 ;
   6 ;   46 ;   3 ; 336.00 ;  4 ; N             ;     5808.2 ;    403.0 ;   688.00 ;     0.00 ; 16417.20 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;  13935.5 ;      11331.40 ;    79.80 ;      11195.73 ;    78.84 ;    0.00 ;
   6 ;   46 ;  -  ;   -    ;  4 ; N             ;     6128.2 ;    403.0 ;   688.00 ;     0.00 ; 17363.10 ;     0.00 ;     0.00 ;     0.00 ;  -12325.93 ;    -     ;    -     ;     0.00 ;  13935.5 ;      11331.40 ;    79.80 ;      11195.73 ;    78.84 ;    0.00 ;
   6 ;   46 ;   1 ; 170.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   46 ;   2 ; 142.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   46 ;   3 ; 336.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   46 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   47 ;   1 ; 170.00 ;  1 ; SE            ;    47896.0 ;   5230.0 ;  3576.50 ;   393.00 ; 33075.32 ;     1.18 ;     0.00 ;     0.00 ;    8029.36 ;  2377.25 ;  6629.00 ;     0.00 ;  43226.6 ;     113716.32 ;    55.66 ;     123839.98 ;    60.61 ;  119.57 ;
   6 ;   47 ;   2 ; 142.00 ;  1 ; SE            ;    44695.2 ;   5230.0 ;  3576.50 ;   393.00 ; 31059.95 ;    86.28 ;     0.00 ;     0.00 ;    6874.03 ;  1900.00 ;  5861.38 ;     0.00 ;  43226.6 ;     113716.32 ;    55.66 ;     123839.98 ;    60.61 ;  119.56 ;
   6 ;   47 ;   3 ; 336.00 ;  1 ; SE            ;    36021.0 ;   5230.0 ;  3538.40 ;   393.00 ; 23487.78 ;   115.60 ;     0.00 ;     0.00 ;    5350.42 ;  1900.00 ;  4462.66 ;     0.00 ;  43226.6 ;     113716.32 ;    55.66 ;     123839.98 ;    60.61 ;  115.59 ;
   6 ;   47 ;  -  ;   -    ;  1 ; SE            ;    41037.2 ;   5230.0 ;  3556.74 ;   393.00 ; 27662.36 ;    79.16 ;     0.00 ;     0.00 ;    6387.11 ;  2025.21 ;  5337.50 ;     0.00 ;  43226.6 ;     113716.32 ;    55.66 ;     123839.98 ;    60.61 ;   81.04 ;
   6 ;   47 ;   1 ; 170.00 ;  2 ; S             ;    14429.5 ;   1909.0 ;   982.70 ;     0.00 ;  3125.76 ;     0.00 ;     0.00 ;     0.00 ;    8412.04 ;    -     ;    -     ;     0.00 ;   2568.1 ;       6063.24 ;    30.47 ;       7288.46 ;    36.63 ;  119.57 ;
   6 ;   47 ;   2 ; 142.00 ;  2 ; S             ;    12854.0 ;   1909.0 ;   982.70 ;     0.00 ;  2220.67 ;     0.00 ;     0.00 ;     0.00 ;    7741.63 ;    -     ;    -     ;     0.00 ;   2568.1 ;       6063.24 ;    30.47 ;       7288.46 ;    36.63 ;  119.56 ;
   6 ;   47 ;   3 ; 336.00 ;  2 ; S             ;     9890.9 ;   1909.0 ;   982.70 ;     0.00 ;   875.43 ;     0.00 ;     0.00 ;     0.00 ;    6123.77 ;    -     ;    -     ;     0.00 ;   2568.1 ;       6063.24 ;    30.47 ;       7288.46 ;    36.63 ;  115.59 ;
   6 ;   47 ;  -  ;   -    ;  2 ; S             ;    11730.9 ;   1909.0 ;   982.70 ;     0.00 ;  1760.58 ;     0.00 ;     0.00 ;     0.00 ;    7078.62 ;    -     ;    -     ;     0.00 ;   2568.1 ;       6063.24 ;    30.47 ;       7288.46 ;    36.63 ;   81.04 ;
   6 ;   47 ;   1 ; 170.00 ;  3 ; NE            ;    12917.8 ;   5170.0 ;   348.80 ;     0.00 ;  5877.24 ;     0.00 ;     0.00 ;     0.00 ;    1521.76 ;    -     ;    -     ;     0.00 ;   4671.0 ;      35716.48 ;    69.21 ;      37694.52 ;    73.04 ;  119.56 ;
   6 ;   47 ;   2 ; 142.00 ;  3 ; NE            ;    12531.2 ;   5170.0 ;   348.80 ;     0.00 ;  5059.51 ;     0.00 ;     0.00 ;     0.00 ;    1952.89 ;    -     ;    -     ;     0.00 ;   4671.0 ;      35716.48 ;    69.21 ;      37694.52 ;    73.04 ;  119.56 ;
   6 ;   47 ;   3 ; 336.00 ;  3 ; NE            ;    10757.8 ;   5170.0 ;   348.80 ;     0.00 ;  1872.84 ;     0.00 ;     0.00 ;     0.00 ;    3366.16 ;    -     ;    -     ;     0.00 ;   4671.0 ;      35716.48 ;    69.21 ;      37694.52 ;    73.04 ;  115.59 ;
   6 ;   47 ;  -  ;   -    ;  3 ; NE            ;    11713.1 ;   5170.0 ;   348.80 ;     0.00 ;  3621.69 ;     0.00 ;     0.00 ;     0.00 ;    2572.60 ;    -     ;    -     ;     0.00 ;   4671.0 ;      35716.48 ;    69.21 ;      37694.52 ;    73.04 ;   81.04 ;
   6 ;   47 ;   1 ; 170.00 ;  4 ; N             ;     6511.9 ;    403.0 ;   688.00 ;     0.00 ; 18420.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  11238.8 ;      11331.40 ;    79.80 ;      11021.79 ;    77.62 ;    0.00 ;
   6 ;   47 ;   2 ; 142.00 ;  4 ; N             ;     6425.9 ;    403.0 ;   688.00 ;     0.00 ; 18334.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  11238.8 ;      11331.40 ;    79.80 ;      11021.79 ;    77.62 ;    0.00 ;
   6 ;   47 ;   3 ; 336.00 ;  4 ; N             ;     5808.2 ;    403.0 ;   688.00 ;     0.00 ; 16417.20 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;  11238.8 ;      11331.40 ;    79.80 ;      11021.79 ;    77.62 ;    0.00 ;
   6 ;   47 ;  -  ;   -    ;  4 ; N             ;     6128.2 ;    403.0 ;   688.00 ;     0.00 ; 17363.10 ;     0.00 ;     0.00 ;     0.00 ;  -12325.93 ;    -     ;    -     ;     0.00 ;  11238.8 ;      11331.40 ;    79.80 ;      11021.79 ;    77.62 ;    0.00 ;
   6 ;   47 ;   1 ; 170.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   47 ;   2 ; 142.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   47 ;   3 ; 336.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   47 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   48 ;   1 ; 170.00 ;  1 ; SE            ;    47896.0 ;   5230.0 ;  3538.40 ;   393.00 ; 31707.32 ;     0.00 ;     0.00 ;     0.00 ;    9434.28 ;  2377.25 ;  6629.00 ;     0.00 ;  40750.8 ;     113716.32 ;    55.66 ;     122022.05 ;    59.72 ;  104.75 ;
   6 ;   48 ;   2 ; 142.00 ;  1 ; SE            ;    44695.2 ;   5230.0 ;  3538.40 ;   393.00 ; 29139.21 ;     0.00 ;     0.00 ;     0.00 ;    8746.59 ;  1900.00 ;  5861.38 ;     0.00 ;  40750.8 ;     113716.32 ;    55.66 ;     122022.05 ;    59.72 ;  103.93 ;
   6 ;   48 ;   3 ; 336.00 ;  1 ; SE            ;    36021.0 ;   5230.0 ;  3538.40 ;   393.00 ; 22467.58 ;   105.76 ;     0.00 ;     0.00 ;    6360.78 ;  1900.00 ;  4462.66 ;     0.00 ;  40750.8 ;     113716.32 ;    55.66 ;     122022.05 ;    59.72 ;  100.91 ;
   6 ;   48 ;  -  ;   -    ;  1 ; SE            ;    41037.2 ;   5230.0 ;  3538.40 ;   393.00 ; 26353.58 ;    54.84 ;     0.00 ;     0.00 ;    7689.92 ;  2025.21 ;  5337.50 ;     0.00 ;  40750.8 ;     113716.32 ;    55.66 ;     122022.05 ;    59.72 ;   81.04 ;
   6 ;   48 ;   1 ; 170.00 ;  2 ; S             ;    14429.5 ;   1909.0 ;   982.70 ;     0.00 ;  4346.35 ;     0.00 ;     0.00 ;     0.00 ;    7191.45 ;    -     ;    -     ;     0.00 ;   5368.4 ;       6063.24 ;    30.47 ;       9656.90 ;    48.53 ;  104.75 ;
   6 ;   48 ;   2 ; 142.00 ;  2 ; S             ;    12854.0 ;   1909.0 ;   982.70 ;     0.00 ;  2941.71 ;     0.00 ;     0.00 ;     0.00 ;    7020.59 ;    -     ;    -     ;     0.00 ;   5368.4 ;       6063.24 ;    30.47 ;       9656.90 ;    48.53 ;  103.93 ;
   6 ;   48 ;   3 ; 336.00 ;  2 ; S             ;     9890.9 ;   1909.0 ;   982.70 ;     0.00 ;   966.58 ;     0.00 ;     0.00 ;     0.00 ;    6032.62 ;    -     ;    -     ;     0.00 ;   5368.4 ;       6063.24 ;    30.47 ;       9656.90 ;    48.53 ;  100.91 ;
   6 ;   48 ;  -  ;   -    ;  2 ; S             ;    11730.9 ;   1909.0 ;   982.70 ;     0.00 ;  2286.07 ;     0.00 ;     0.00 ;     0.00 ;    6553.13 ;    -     ;    -     ;     0.00 ;   5368.4 ;       6063.24 ;    30.47 ;       9656.90 ;    48.53 ;   81.04 ;
   6 ;   48 ;   1 ; 170.00 ;  3 ; NE            ;    12917.8 ;   5170.0 ;   348.80 ;     0.00 ;  5218.35 ;     0.00 ;     0.00 ;     0.00 ;    2180.65 ;    -     ;    -     ;     0.00 ;   3870.8 ;      35716.48 ;    69.21 ;      37920.23 ;    73.48 ;  104.75 ;
   6 ;   48 ;   2 ; 142.00 ;  3 ; NE            ;    12531.2 ;   5170.0 ;   348.80 ;     0.00 ;  3918.20 ;     0.00 ;     0.00 ;     0.00 ;    3094.20 ;    -     ;    -     ;     0.00 ;   3870.8 ;      35716.48 ;    69.21 ;      37920.23 ;    73.48 ;  103.93 ;
   6 ;   48 ;   3 ; 336.00 ;  3 ; NE            ;    10757.8 ;   5170.0 ;   348.80 ;     0.00 ;  1462.75 ;     0.00 ;     0.00 ;     0.00 ;    3776.25 ;    -     ;    -     ;     0.00 ;   3870.8 ;      35716.48 ;    69.21 ;      37920.23 ;    73.48 ;  100.91 ;
   6 ;   48 ;  -  ;   -    ;  3 ; NE            ;    11713.1 ;   5170.0 ;   348.80 ;     0.00 ;  2986.09 ;     0.00 ;     0.00 ;     0.00 ;    3208.19 ;    -     ;    -     ;     0.00 ;   3870.8 ;      35716.48 ;    69.21 ;      37920.23 ;    73.48 ;   81.04 ;
   6 ;   48 ;   1 ; 170.00 ;  4 ; N             ;     6511.9 ;    403.0 ;   688.00 ;     0.00 ; 18420.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  13510.6 ;      11331.40 ;    79.80 ;      11033.90 ;    77.70 ;    0.00 ;
   6 ;   48 ;   2 ; 142.00 ;  4 ; N             ;     6425.9 ;    403.0 ;   688.00 ;     0.00 ; 18334.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  13510.6 ;      11331.40 ;    79.80 ;      11033.90 ;    77.70 ;    0.00 ;
   6 ;   48 ;   3 ; 336.00 ;  4 ; N             ;     5808.2 ;    403.0 ;   688.00 ;     0.00 ; 16417.20 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;  13510.6 ;      11331.40 ;    79.80 ;      11033.90 ;    77.70 ;    0.00 ;
   6 ;   48 ;  -  ;   -    ;  4 ; N             ;     6128.2 ;    403.0 ;   688.00 ;     0.00 ; 17363.10 ;     0.00 ;     0.00 ;     0.00 ;  -12325.93 ;    -     ;    -     ;     0.00 ;  13510.6 ;      11331.40 ;    79.80 ;      11033.90 ;    77.70 ;    0.00 ;
   6 ;   48 ;   1 ; 170.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   48 ;   2 ; 142.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   48 ;   3 ; 336.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   48 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   49 ;   1 ; 170.00 ;  1 ; SE            ;    47896.0 ;   5230.0 ;  2908.40 ;   393.00 ; 34018.99 ;     0.42 ;     0.00 ;     0.00 ;    7753.03 ;  2377.25 ;  6629.00 ;     0.00 ;  54368.6 ;     113716.32 ;    55.66 ;     133816.53 ;    65.49 ;   72.64 ;
   6 ;   49 ;   2 ; 142.00 ;  1 ; SE            ;    44695.2 ;   5230.0 ;  2908.40 ;   393.00 ; 32019.28 ;    96.32 ;     0.00 ;     0.00 ;    6592.84 ;  1900.00 ;  5861.38 ;     0.00 ;  54368.6 ;     113716.32 ;    55.66 ;     133816.53 ;    65.49 ;   72.63 ;
   6 ;   49 ;   3 ; 336.00 ;  1 ; SE            ;    36021.0 ;   5230.0 ;  2908.40 ;   393.00 ; 23782.89 ;   115.60 ;     0.00 ;     0.00 ;    5685.31 ;  1900.00 ;  4462.66 ;     0.00 ;  54368.6 ;     113716.32 ;    55.66 ;     133816.53 ;    65.49 ;   69.10 ;
   6 ;   49 ;  -  ;   -    ;  1 ; SE            ;    41037.2 ;   5230.0 ;  2908.40 ;   393.00 ; 28273.17 ;    81.16 ;     0.00 ;     0.00 ;    6426.64 ;  2025.21 ;  5337.50 ;     0.00 ;  54368.6 ;     113716.32 ;    55.66 ;     133816.53 ;    65.49 ;   81.04 ;
   6 ;   49 ;   1 ; 170.00 ;  2 ; S             ;    14429.5 ;   1909.0 ;   865.50 ;     0.00 ;  2917.95 ;     0.00 ;     0.00 ;     0.00 ;    8737.05 ;    -     ;    -     ;     0.00 ;   1110.8 ;       6063.24 ;    30.47 ;       5940.19 ;    29.85 ;   72.64 ;
   6 ;   49 ;   2 ; 142.00 ;  2 ; S             ;    12854.0 ;   1909.0 ;   865.50 ;     0.00 ;  2254.99 ;     0.00 ;     0.00 ;     0.00 ;    7824.51 ;    -     ;    -     ;     0.00 ;   1110.8 ;       6063.24 ;    30.47 ;       5940.19 ;    29.85 ;   72.63 ;
   6 ;   49 ;   3 ; 336.00 ;  2 ; S             ;     9890.9 ;   1909.0 ;   865.50 ;     0.00 ;   761.60 ;     0.00 ;     0.00 ;     0.00 ;    6354.80 ;    -     ;    -     ;     0.00 ;   1110.8 ;       6063.24 ;    30.47 ;       5940.19 ;    29.85 ;   69.10 ;
   6 ;   49 ;  -  ;   -    ;  2 ; S             ;    11730.9 ;   1909.0 ;   865.50 ;     0.00 ;  1654.56 ;     0.00 ;     0.00 ;     0.00 ;    7301.84 ;    -     ;    -     ;     0.00 ;   1110.8 ;       6063.24 ;    30.47 ;       5940.19 ;    29.85 ;   81.04 ;
   6 ;   49 ;   1 ; 170.00 ;  3 ; NE            ;    12917.8 ;   5170.0 ;   348.80 ;     0.00 ;  5438.22 ;     0.00 ;     0.00 ;     0.00 ;    1960.78 ;    -     ;    -     ;     0.00 ;   8981.1 ;      35716.48 ;    69.21 ;      41533.73 ;    80.48 ;   69.91 ;
   6 ;   49 ;   2 ; 142.00 ;  3 ; NE            ;    12531.2 ;   5170.0 ;   348.80 ;     0.00 ;  4851.62 ;     0.00 ;     0.00 ;     0.00 ;    2160.78 ;    -     ;    -     ;     0.00 ;   8981.1 ;      35716.48 ;    69.21 ;      41533.73 ;    80.48 ;   69.91 ;
   6 ;   49 ;   3 ; 336.00 ;  3 ; NE            ;    10757.8 ;   5170.0 ;   348.80 ;     0.00 ;  2668.75 ;     0.00 ;     0.00 ;     0.00 ;    2570.25 ;    -     ;    -     ;     0.00 ;   8981.1 ;      35716.48 ;    69.21 ;      41533.73 ;    80.48 ;   69.10 ;
   6 ;   49 ;  -  ;   -    ;  3 ; NE            ;    11713.1 ;   5170.0 ;   348.80 ;     0.00 ;  3873.65 ;     0.00 ;     0.00 ;     0.00 ;    2320.63 ;    -     ;    -     ;     0.00 ;   8981.1 ;      35716.48 ;    69.21 ;      41533.73 ;    80.48 ;   81.04 ;
   6 ;   49 ;   1 ; 170.00 ;  4 ; N             ;     6511.9 ;    403.0 ;   688.00 ;     0.00 ; 18420.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  16216.2 ;      11331.40 ;    79.80 ;      11558.03 ;    81.39 ;    0.00 ;
   6 ;   49 ;   2 ; 142.00 ;  4 ; N             ;     6425.9 ;    403.0 ;   688.00 ;     0.00 ; 18334.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  16216.2 ;      11331.40 ;    79.80 ;      11558.03 ;    81.39 ;    0.00 ;
   6 ;   49 ;   3 ; 336.00 ;  4 ; N             ;     5808.2 ;    403.0 ;   688.00 ;     0.00 ; 16417.20 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;  16216.2 ;      11331.40 ;    79.80 ;      11558.03 ;    81.39 ;    0.00 ;
   6 ;   49 ;  -  ;   -    ;  4 ; N             ;     6128.2 ;    403.0 ;   688.00 ;     0.00 ; 17363.10 ;     0.00 ;     0.00 ;     0.00 ;  -12325.93 ;    -     ;    -     ;     0.00 ;  16216.2 ;      11331.40 ;    79.80 ;      11558.03 ;    81.39 ;    0.00 ;
   6 ;   49 ;   1 ; 170.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   49 ;   2 ; 142.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   49 ;   3 ; 336.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   49 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   50 ;   1 ; 170.00 ;  1 ; SE            ;    47896.0 ;   5230.0 ;  3008.40 ;   393.00 ; 32732.19 ;    38.33 ;     0.00 ;     0.00 ;    8977.74 ;  2377.25 ;  6629.00 ;     0.00 ;  50421.8 ;     113716.32 ;    55.66 ;     131210.56 ;    64.22 ;   77.09 ;
