***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  CEPEL: DECOMP     - Versao 30.1 - Jan/2020(L)                      *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA COMPASS COMERCIALIZADORA DE ENERGIA ELETRICA LTDA                                                                                                     


____________________________________________________________________

 PMO - MARCO/20 - ABR/20 - REV 0 - FCF COM CVAR - 12 REE - VALOR ESPERADO        
____________________________________________________________________

--------------------------------------
Resultado de operacao dos subsistemas.                                          
--------------------------------------
---------------------------------------------------
IPER;      Indice do periodo                                                                                                                                                                            
ICEN;      Indice do cenario                                                                                                                                                                            
IPAT;      Patamar de Carga                                                                                                                                                                             
Dur;       Duracao                                                                                                                                                                                      
SIST;      Numero do subsistema                                                                                                                                                                         
Nome Sist; Nome do subsistema                                                                                                                                                                           
Demanda;   Demanda                                                                                                                                                                                      
GerPeq;    Geracao das pequenas usinas                                                                                                                                                                  
Gter;      Geracao Termoeletrica                                                                                                                                                                        
GterAT;    Geracao termica antecipada                                                                                                                                                                   
Ghid;      Geração hidroeletrica                                                                                                                                                                        
Cbomb;     Energia Consumida para bombeamento                                                                                                                                                           
Compra;    Energia importada                                                                                                                                                                            
Venda;     Energia exportada                                                                                                                                                                            
IntercLiq; Saldo da energia de intercambio                                                                                                                                                              
Itaipu50;  Geracao 50Hz de Itaipu                                                                                                                                                                       
Itaipu60;  Geracao 60Hz de Itaipu                                                                                                                                                                       
Deficit;   Deficit no Subsistema                                                                                                                                                                        
ENA;       Energia Afluente                                                                                                                                                                             
EarmInic;  Energia Armazenada Inicial                                                                                                                                                                   
EarmInic%; Energia Armazenada Inicial em percentual                                                                                                                                                     
EarmFim;   Energia Armazenada Final                                                                                                                                                                     
EarmFim%;  Energia Armazenada Final em percentual                                                                                                                                                       
CMO;       Custo Marginal de Operacao                                                                                                                                                                   
---------------------------------------------------

@Tabela
-----;------;-----;--------;----;---------------;------------;----------;----------;----------;----------;----------;----------;----------;------------;----------;----------;----------;----------;---------------;----------;---------------;----------;---------;
   1 ;    1 ;  -  ;   -    ;  2 ; S             ;    14517.3 ;   1773.0 ;  1076.49 ;     0.00 ;  2131.48 ;     0.00 ;     0.00 ;     0.00 ;    9536.34 ;    -     ;    -     ;     0.00 ;    429.1 ;       4938.25 ;    24.82 ;       4979.00 ;    25.02 ;  206.54 ;
   1 ;    1 ;   1 ;  40.00 ;  3 ; NE            ;    13241.8 ;   4382.0 ;  1645.70 ;     0.00 ;  4554.13 ;     0.00 ;     0.00 ;     0.00 ;    2659.97 ;    -     ;    -     ;     0.00 ;   2040.8 ;      29982.15 ;    58.10 ;      30361.00 ;    58.83 ;  152.91 ;
   1 ;    1 ;   2 ;  46.00 ;  3 ; NE            ;    12812.0 ;   4382.0 ;  1645.70 ;     0.00 ;  3715.30 ;     0.00 ;     0.00 ;     0.00 ;    3069.00 ;    -     ;    -     ;     0.00 ;   2040.8 ;      29982.15 ;    58.10 ;      30361.00 ;    58.83 ;  152.12 ;
   1 ;    1 ;   3 ;  82.00 ;  3 ; NE            ;    11101.1 ;   4382.0 ;  1645.70 ;     0.00 ;  1504.48 ;     0.00 ;     0.00 ;     0.00 ;    3568.92 ;    -     ;    -     ;     0.00 ;   2040.8 ;      29982.15 ;    58.10 ;      30361.00 ;    58.83 ;  143.93 ;
   1 ;    1 ;  -  ;   -    ;  3 ; NE            ;    12079.3 ;   4382.0 ;  1645.70 ;     0.00 ;  2835.93 ;     0.00 ;     0.00 ;     0.00 ;    3215.62 ;    -     ;    -     ;     0.00 ;   2040.8 ;      29982.15 ;    58.10 ;      30361.00 ;    58.83 ;  148.31 ;
   1 ;    1 ;   1 ;  40.00 ;  4 ; N             ;     5974.1 ;    490.0 ;   650.50 ;     0.00 ; 17833.60 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3209.4 ;       7224.82 ;    47.94 ;       8130.78 ;    53.95 ;    0.00 ;
   1 ;    1 ;   2 ;  46.00 ;  4 ; N             ;     5929.2 ;    490.0 ;   650.50 ;     0.00 ; 17788.70 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3209.4 ;       7224.82 ;    47.94 ;       8130.78 ;    53.95 ;    0.00 ;
   1 ;    1 ;   3 ;  82.00 ;  4 ; N             ;     5399.3 ;    490.0 ;   650.50 ;     0.00 ; 15958.80 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;   3209.4 ;       7224.82 ;    47.94 ;       8130.78 ;    53.95 ;    0.00 ;
   1 ;    1 ;  -  ;   -    ;  4 ; N             ;     5681.2 ;    490.0 ;   650.50 ;     0.00 ; 16906.22 ;     0.00 ;     0.00 ;     0.00 ;  -12365.48 ;    -     ;    -     ;     0.00 ;   3209.4 ;       7224.82 ;    47.94 ;       8130.78 ;    53.95 ;    0.00 ;
   1 ;    1 ;   1 ;  40.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   1 ;    1 ;   2 ;  46.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   1 ;    1 ;   3 ;  82.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   1 ;    1 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   2 ;    2 ;   1 ;  40.00 ;  1 ; SE            ;    50123.4 ;   3952.0 ;  3280.80 ;   393.00 ; 37975.30 ;    10.63 ;     0.00 ;     0.00 ;    6645.92 ;  2261.61 ;  6300.00 ;     0.00 ;  13275.3 ;      86435.26 ;    42.30 ;      89433.61 ;    43.77 ;  150.55 ;
   2 ;    2 ;   2 ;  46.00 ;  1 ; SE            ;    47100.0 ;   3952.0 ;  3282.80 ;   393.00 ; 36233.97 ;   115.60 ;     0.00 ;     0.00 ;    5418.83 ;  1900.00 ;  6286.47 ;     0.00 ;  13275.3 ;      86435.26 ;    42.30 ;      89433.61 ;    43.77 ;  149.21 ;
   2 ;    2 ;   3 ;  82.00 ;  1 ; SE            ;    38308.2 ;   3952.0 ;  3273.80 ;   393.00 ; 28336.80 ;   115.60 ;     0.00 ;     0.00 ;    4104.20 ;  1900.00 ;  3939.18 ;     0.00 ;  13275.3 ;      86435.26 ;    42.30 ;      89433.61 ;    43.77 ;  143.67 ;
   2 ;    2 ;  -  ;   -    ;  1 ; SE            ;    43528.6 ;   3952.0 ;  3277.93 ;   393.00 ; 32794.00 ;    90.61 ;     0.00 ;     0.00 ;    5069.33 ;  1986.10 ;  5143.99 ;     0.00 ;  13275.3 ;      86435.26 ;    42.30 ;      89433.61 ;    43.77 ;  146.82 ;
   2 ;    2 ;   1 ;  40.00 ;  2 ; S             ;    17100.8 ;   1773.0 ;  1265.70 ;     0.00 ;  3562.10 ;     0.00 ;     0.00 ;     0.00 ;   10500.00 ;    -     ;    -     ;     0.00 ;    366.0 ;       4979.00 ;    25.02 ;       4987.22 ;    25.06 ;  263.45 ;
   2 ;    2 ;   2 ;  46.00 ;  2 ; S             ;    15162.6 ;   1773.0 ;  1125.98 ;     0.00 ;  1763.62 ;     0.00 ;     0.00 ;     0.00 ;   10500.00 ;    -     ;    -     ;     0.00 ;    366.0 ;       4979.00 ;    25.02 ;       4987.22 ;    25.06 ;  235.35 ;
   2 ;    2 ;   3 ;  82.00 ;  2 ; S             ;    11786.0 ;   1773.0 ;   665.00 ;     0.00 ;  1266.85 ;     0.00 ;     0.00 ;     0.00 ;    8081.15 ;    -     ;    -     ;     0.00 ;    366.0 ;       4979.00 ;    25.02 ;       4987.22 ;    25.06 ;  143.67 ;
   2 ;    2 ;  -  ;   -    ;  2 ; S             ;    13976.0 ;   1773.0 ;   934.24 ;     0.00 ;  1949.36 ;     0.00 ;     0.00 ;     0.00 ;    9319.37 ;    -     ;    -     ;     0.00 ;    366.0 ;       4979.00 ;    25.02 ;       4987.22 ;    25.06 ;  197.29 ;
   2 ;    2 ;   1 ;  40.00 ;  3 ; NE            ;    13169.1 ;   4382.0 ;  1668.10 ;     0.00 ;  4964.92 ;     0.00 ;     0.00 ;     0.00 ;    2154.08 ;    -     ;    -     ;     0.00 ;   1864.5 ;      30361.00 ;    58.83 ;      31048.07 ;    60.16 ;  150.55 ;
   2 ;    2 ;   2 ;  46.00 ;  3 ; NE            ;    12741.6 ;   4382.0 ;  1668.10 ;     0.00 ;  3323.86 ;     0.00 ;     0.00 ;     0.00 ;    3367.64 ;    -     ;    -     ;     0.00 ;   1864.5 ;      30361.00 ;    58.83 ;      31048.07 ;    60.16 ;  149.21 ;
   2 ;    2 ;   3 ;  82.00 ;  3 ; NE            ;    11040.1 ;   4382.0 ;  1668.10 ;     0.00 ;  1536.17 ;     0.00 ;     0.00 ;     0.00 ;    3453.83 ;    -     ;    -     ;     0.00 ;   1864.5 ;      30361.00 ;    58.83 ;      31048.07 ;    60.16 ;  143.67 ;
   2 ;    2 ;  -  ;   -    ;  3 ; NE            ;    12012.9 ;   4382.0 ;  1668.10 ;     0.00 ;  2842.03 ;     0.00 ;     0.00 ;     0.00 ;    3120.76 ;    -     ;    -     ;     0.00 ;   1864.5 ;      30361.00 ;    58.83 ;      31048.07 ;    60.16 ;  146.82 ;
   2 ;    2 ;   1 ;  40.00 ;  4 ; N             ;     6070.1 ;    490.0 ;   650.50 ;     0.00 ; 17929.60 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3401.5 ;       8130.78 ;    53.95 ;       9203.39 ;    61.07 ;    0.00 ;
   2 ;    2 ;   2 ;  46.00 ;  4 ; N             ;     6024.5 ;    490.0 ;   650.50 ;     0.00 ; 17884.00 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3401.5 ;       8130.78 ;    53.95 ;       9203.39 ;    61.07 ;    0.00 ;
   2 ;    2 ;   3 ;  82.00 ;  4 ; N             ;     5486.1 ;    490.0 ;   650.50 ;     0.00 ; 16045.60 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;   3401.5 ;       8130.78 ;    53.95 ;       9203.39 ;    61.07 ;    0.00 ;
   2 ;    2 ;  -  ;   -    ;  4 ; N             ;     5772.6 ;    490.0 ;   650.50 ;     0.00 ; 16997.54 ;     0.00 ;     0.00 ;     0.00 ;  -12365.48 ;    -     ;    -     ;     0.00 ;   3401.5 ;       8130.78 ;    53.95 ;       9203.39 ;    61.07 ;    0.00 ;
   2 ;    2 ;   1 ;  40.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   2 ;    2 ;   2 ;  46.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   2 ;    2 ;   3 ;  82.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   2 ;    2 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   3 ;    3 ;   1 ;  40.00 ;  1 ; SE            ;    49464.5 ;   3952.0 ;  3280.80 ;   393.00 ; 37172.26 ;     1.92 ;     0.00 ;     0.00 ;    6781.36 ;  2325.71 ;  6300.00 ;     0.00 ;  13165.5 ;      89433.61 ;    43.77 ;      92428.99 ;    45.24 ;  148.71 ;
   3 ;    3 ;   2 ;  46.00 ;  1 ; SE            ;    46480.8 ;   3952.0 ;  3282.80 ;   393.00 ; 35137.60 ;   114.65 ;     0.00 ;     0.00 ;    5895.05 ;  1900.00 ;  6727.21 ;     0.00 ;  13165.5 ;      89433.61 ;    43.77 ;      92428.99 ;    45.24 ;  147.80 ;
   3 ;    3 ;   3 ;  82.00 ;  1 ; SE            ;    37804.6 ;   3952.0 ;  3273.80 ;   393.00 ; 27173.27 ;   115.60 ;     0.00 ;     0.00 ;    4764.13 ;  1900.00 ;  4006.09 ;     0.00 ;  13165.5 ;      89433.61 ;    43.77 ;      92428.99 ;    45.24 ;  141.51 ;
   3 ;    3 ;  -  ;   -    ;  1 ; SE            ;    42956.4 ;   3952.0 ;  3277.93 ;   393.00 ; 31734.69 ;    88.27 ;     0.00 ;     0.00 ;    5554.08 ;  2001.36 ;  5297.33 ;     0.00 ;  13165.5 ;      89433.61 ;    43.77 ;      92428.99 ;    45.24 ;  144.95 ;
   3 ;    3 ;   1 ;  40.00 ;  2 ; S             ;    16438.4 ;   1773.0 ;  1069.09 ;     0.00 ;  3096.31 ;     0.00 ;     0.00 ;     0.00 ;   10500.00 ;    -     ;    -     ;     0.00 ;    317.9 ;       4987.22 ;    25.06 ;       4967.00 ;    24.96 ;  235.35 ;
   3 ;    3 ;   2 ;  46.00 ;  2 ; S             ;    14575.3 ;   1773.0 ;   665.00 ;     0.00 ;  1649.25 ;     0.00 ;     0.00 ;     0.00 ;   10488.05 ;    -     ;    -     ;     0.00 ;    317.9 ;       4987.22 ;    25.06 ;       4967.00 ;    24.96 ;  147.80 ;
   3 ;    3 ;   3 ;  82.00 ;  2 ; S             ;    11329.5 ;   1773.0 ;   665.00 ;     0.00 ;  1272.65 ;     0.00 ;     0.00 ;     0.00 ;    7618.85 ;    -     ;    -     ;     0.00 ;    317.9 ;       4987.22 ;    25.06 ;       4967.00 ;    24.96 ;  141.51 ;
   3 ;    3 ;  -  ;   -    ;  2 ; S             ;    13434.6 ;   1773.0 ;   761.21 ;     0.00 ;  1809.97 ;     0.00 ;     0.00 ;     0.00 ;    9090.45 ;    -     ;    -     ;     0.00 ;    317.9 ;       4987.22 ;    25.06 ;       4967.00 ;    24.96 ;  165.58 ;
   3 ;    3 ;   1 ;  40.00 ;  3 ; NE            ;    13096.4 ;   4382.0 ;  1668.10 ;     0.00 ;  5027.66 ;     0.00 ;     0.00 ;     0.00 ;    2018.64 ;    -     ;    -     ;     0.00 ;   1814.5 ;      31048.07 ;    60.16 ;      32766.73 ;    63.49 ;  148.71 ;
   3 ;    3 ;   2 ;  46.00 ;  3 ; NE            ;    12671.3 ;   4382.0 ;  1668.10 ;     0.00 ;  3277.09 ;     0.00 ;     0.00 ;     0.00 ;    3344.11 ;    -     ;    -     ;     0.00 ;   1814.5 ;      31048.07 ;    60.16 ;      32766.73 ;    63.49 ;  147.80 ;
   3 ;    3 ;   3 ;  82.00 ;  3 ; NE            ;    10979.2 ;   4382.0 ;  1668.10 ;     0.00 ;  1605.99 ;     0.00 ;     0.00 ;     0.00 ;    3323.11 ;    -     ;    -     ;     0.00 ;   1814.5 ;      31048.07 ;    60.16 ;      32766.73 ;    63.49 ;  141.51 ;
   3 ;    3 ;  -  ;   -    ;  3 ; NE            ;    11946.6 ;   4382.0 ;  1668.10 ;     0.00 ;  2878.23 ;     0.00 ;     0.00 ;     0.00 ;    3018.27 ;    -     ;    -     ;     0.00 ;   1814.5 ;      31048.07 ;    60.16 ;      32766.73 ;    63.49 ;  144.95 ;
   3 ;    3 ;   1 ;  40.00 ;  4 ; N             ;     6166.1 ;    490.0 ;   650.50 ;     0.00 ; 18025.60 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3635.6 ;       9203.39 ;    61.07 ;      10499.66 ;    69.67 ;    0.00 ;
   3 ;    3 ;   2 ;  46.00 ;  4 ; N             ;     6119.8 ;    490.0 ;   650.50 ;     0.00 ; 17979.30 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;   3635.6 ;       9203.39 ;    61.07 ;      10499.66 ;    69.67 ;    0.00 ;
   3 ;    3 ;   3 ;  82.00 ;  4 ; N             ;     5572.8 ;    490.0 ;   650.50 ;     0.00 ; 16132.30 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;   3635.6 ;       9203.39 ;    61.07 ;      10499.66 ;    69.67 ;    0.00 ;
   3 ;    3 ;  -  ;   -    ;  4 ; N             ;     5863.8 ;    490.0 ;   650.50 ;     0.00 ; 17088.81 ;     0.00 ;     0.00 ;     0.00 ;  -12365.48 ;    -     ;    -     ;     0.00 ;   3635.6 ;       9203.39 ;    61.07 ;      10499.66 ;    69.67 ;    0.00 ;
   3 ;    3 ;   1 ;  40.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   3 ;    3 ;   2 ;  46.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   3 ;    3 ;   3 ;  82.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   3 ;    3 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   4 ;    4 ;   1 ;  40.00 ;  1 ; SE            ;    48805.6 ;   3952.0 ;  3280.80 ;   393.00 ; 37068.80 ;    32.09 ;     0.00 ;     0.00 ;    6256.08 ;  2325.71 ;  6300.00 ;     0.00 ;  12461.2 ;      92428.99 ;    45.24 ;      95053.76 ;    46.52 ;  148.01 ;
   4 ;    4 ;   2 ;  46.00 ;  1 ; SE            ;    45861.6 ;   3952.0 ;  3282.80 ;   393.00 ; 35170.04 ;   115.60 ;     0.00 ;     0.00 ;    5244.36 ;  1900.00 ;  5011.56 ;     0.00 ;  12461.2 ;      92428.99 ;    45.24 ;      95053.76 ;    46.52 ;  147.61 ;
   4 ;    4 ;   3 ;  82.00 ;  1 ; SE            ;    37301.0 ;   3952.0 ;  3273.80 ;   393.00 ; 26286.93 ;   115.60 ;     0.00 ;     0.00 ;    5146.87 ;  1900.00 ;  4006.09 ;     0.00 ;  12461.2 ;      92428.99 ;    45.24 ;      95053.76 ;    46.52 ;  140.74 ;
   4 ;    4 ;  -  ;   -    ;  1 ; SE            ;    42384.2 ;   3952.0 ;  3277.93 ;   393.00 ; 31286.32 ;    95.72 ;     0.00 ;     0.00 ;    5437.66 ;  2001.36 ;  4827.57 ;     0.00 ;  12461.2 ;      92428.99 ;    45.24 ;      95053.76 ;    46.52 ;  144.35 ;
   4 ;    4 ;   1 ;  40.00 ;  2 ; S             ;    15776.0 ;   1773.0 ;   665.00 ;     0.00 ;  2838.00 ;     0.00 ;     0.00 ;     0.00 ;   10500.00 ;    -     ;    -     ;     0.00 ;    285.1 ;       4967.00 ;    24.96 ;       4937.85 ;    24.82 ;  219.60 ;
   4 ;    4 ;   2 ;  46.00 ;  2 ; S             ;    13987.9 ;   1773.0 ;   665.00 ;     0.00 ;  1681.66 ;     0.00 ;     0.00 ;     0.00 ;    9868.24 ;    -     ;    -     ;     0.00 ;    285.1 ;       4967.00 ;    24.96 ;       4937.85 ;    24.82 ;  147.61 ;
   4 ;    4 ;   3 ;  82.00 ;  2 ; S             ;    10872.9 ;   1773.0 ;   665.00 ;     0.00 ;  1233.00 ;     0.00 ;     0.00 ;     0.00 ;    7201.90 ;    -     ;    -     ;     0.00 ;    285.1 ;       4967.00 ;    24.96 ;       4937.85 ;    24.82 ;  140.74 ;
   4 ;    4 ;  -  ;   -    ;  2 ; S             ;    12893.2 ;   1773.0 ;   665.00 ;     0.00 ;  1737.99 ;     0.00 ;     0.00 ;     0.00 ;    8717.23 ;    -     ;    -     ;     0.00 ;    285.1 ;       4967.00 ;    24.96 ;       4937.85 ;    24.82 ;  161.40 ;
   4 ;    4 ;   1 ;  40.00 ;  3 ; NE            ;    13023.7 ;   4382.0 ;  1668.10 ;     0.00 ;  4429.68 ;     0.00 ;     0.00 ;     0.00 ;    2543.92 ;    -     ;    -     ;     0.00 ;   2022.4 ;      32766.73 ;    63.49 ;      33953.95 ;    65.80 ;  148.01 ;
   4 ;    4 ;   2 ;  46.00 ;  3 ; NE            ;    12601.0 ;   4382.0 ;  1668.10 ;     0.00 ;  3651.94 ;     0.00 ;     0.00 ;     0.00 ;    2898.96 ;    -     ;    -     ;     0.00 ;   2022.4 ;      32766.73 ;    63.49 ;      33953.95 ;    65.80 ;  147.61 ;
   4 ;    4 ;   3 ;  82.00 ;  3 ; NE            ;    10918.2 ;   4382.0 ;  1668.10 ;     0.00 ;  1510.78 ;     0.00 ;     0.00 ;     0.00 ;    3357.32 ;    -     ;    -     ;     0.00 ;   2022.4 ;      32766.73 ;    63.49 ;      33953.95 ;    65.80 ;  140.74 ;
