-----;------;-----;--------;----;---------------;------------;----------;----------;----------;----------;----------;----------;----------;------------;----------;----------;----------;----------;---------------;----------;---------------;----------;---------;
IPER ; ICEN ;IPAT ;  Dur   ;SIST;   Nome Sist   ;  Demanda   ;  GerPeq  ;   Gter   ;  GterAT  ;   Ghid   ;  Cbomb   ;  Compra  ;  Venda   ; IntercLiq  ; Itaipu50 ; Itaipu60 ; Deficit  ;   ENA    ;   EarmInic    ;EarmInic% ;    EarmFim    ; EarmFim% ;   CMO   ;
  -  ;  -   ;  -  ;  (h)   ; -  ;       -       ;    (MW)    ;   (MW)   ;   (MW)   ;   (MW)   ;   (MW)   ;   (MW)   ;   (MW)   ;   (MW)   ;    (MW)    ;   (MW)   ;   (MW)   ;   (MW)   ; (MWmes)  ;    (MWmes)    ;   (%)    ;    (MWmes)    ;   (%)    ; ($/MWh) ;
-----;------;-----;--------;----;---------------;------------;----------;----------;----------;----------;----------;----------;----------;------------;----------;----------;----------;----------;---------------;----------;---------------;----------;---------;
   6 ;   36 ;  -  ;   -    ;  1 ; SE            ;    41037.2 ;   5230.0 ;  3556.74 ;   393.00 ; 27391.20 ;    55.94 ;     0.00 ;     0.00 ;    6635.05 ;  2027.92 ;  5434.53 ;     0.00 ;  44536.8 ;     113741.51 ;    55.67 ;     126365.00 ;    61.85 ;   80.90 ;
   6 ;   36 ;   1 ; 170.00 ;  2 ; S             ;    14429.5 ;   1909.0 ;   982.70 ;     0.00 ;  2911.02 ;     0.00 ;     0.00 ;     0.00 ;    8626.78 ;    -     ;    -     ;     0.00 ;   1576.0 ;       6116.86 ;    30.74 ;       6504.77 ;    32.69 ;  119.98 ;
   6 ;   36 ;   2 ; 142.00 ;  2 ; S             ;    12854.0 ;   1909.0 ;   982.70 ;     0.00 ;  1647.71 ;     0.00 ;     0.00 ;     0.00 ;    8314.59 ;    -     ;    -     ;     0.00 ;   1576.0 ;       6116.86 ;    30.74 ;       6504.77 ;    32.69 ;  118.24 ;
   6 ;   36 ;   3 ; 336.00 ;  2 ; S             ;     9890.9 ;   1909.0 ;   982.70 ;     0.00 ;   842.42 ;     0.00 ;     0.00 ;     0.00 ;    6156.78 ;    -     ;    -     ;     0.00 ;   1576.0 ;       6116.86 ;    30.74 ;       6504.77 ;    32.69 ;  115.53 ;
   6 ;   36 ;  -  ;   -    ;  2 ; S             ;    11730.9 ;   1909.0 ;   982.70 ;     0.00 ;  1561.57 ;     0.00 ;     0.00 ;     0.00 ;    7277.63 ;    -     ;    -     ;     0.00 ;   1576.0 ;       6116.86 ;    30.74 ;       6504.77 ;    32.69 ;   80.90 ;
   6 ;   36 ;   1 ; 170.00 ;  3 ; NE            ;    12917.8 ;   5170.0 ;   348.80 ;     0.00 ;  5260.65 ;     0.00 ;     0.00 ;     0.00 ;    2138.35 ;    -     ;    -     ;     0.00 ;   5810.9 ;      35553.59 ;    68.89 ;      39074.23 ;    75.72 ;  119.98 ;
   6 ;   36 ;   2 ; 142.00 ;  3 ; NE            ;    12531.2 ;   5170.0 ;   348.80 ;     0.00 ;  4446.09 ;     0.00 ;     0.00 ;     0.00 ;    2566.31 ;    -     ;    -     ;     0.00 ;   5810.9 ;      35553.59 ;    68.89 ;      39074.23 ;    75.72 ;  118.24 ;
   6 ;   36 ;   3 ; 336.00 ;  3 ; NE            ;    10757.8 ;   5170.0 ;   348.80 ;     0.00 ;  1445.02 ;     0.00 ;     0.00 ;     0.00 ;    3793.98 ;    -     ;    -     ;     0.00 ;   5810.9 ;      35553.59 ;    68.89 ;      39074.23 ;    75.72 ;  115.53 ;
   6 ;   36 ;  -  ;   -    ;  3 ; NE            ;    11713.1 ;   5170.0 ;   348.80 ;     0.00 ;  3103.67 ;     0.00 ;     0.00 ;     0.00 ;    3090.61 ;    -     ;    -     ;     0.00 ;   5810.9 ;      35553.59 ;    68.89 ;      39074.23 ;    75.72 ;   80.90 ;
   6 ;   36 ;   1 ; 170.00 ;  4 ; N             ;     6511.9 ;    403.0 ;   688.00 ;     0.00 ; 18420.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  12795.0 ;      11316.85 ;    79.69 ;      11000.75 ;    77.47 ;    0.00 ;
   6 ;   36 ;   2 ; 142.00 ;  4 ; N             ;     6425.9 ;    403.0 ;   688.00 ;     0.00 ; 18334.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  12795.0 ;      11316.85 ;    79.69 ;      11000.75 ;    77.47 ;    0.00 ;
   6 ;   36 ;   3 ; 336.00 ;  4 ; N             ;     5808.2 ;    403.0 ;   688.00 ;     0.00 ; 16417.20 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;  12795.0 ;      11316.85 ;    79.69 ;      11000.75 ;    77.47 ;    0.00 ;
   6 ;   36 ;  -  ;   -    ;  4 ; N             ;     6128.2 ;    403.0 ;   688.00 ;     0.00 ; 17363.10 ;     0.00 ;     0.00 ;     0.00 ;  -12325.93 ;    -     ;    -     ;     0.00 ;  12795.0 ;      11316.85 ;    79.69 ;      11000.75 ;    77.47 ;    0.00 ;
   6 ;   36 ;   1 ; 170.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   36 ;   2 ; 142.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   36 ;   3 ; 336.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   36 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   37 ;   1 ; 170.00 ;  1 ; SE            ;    47896.0 ;   5230.0 ;  3008.40 ;   393.00 ; 32319.41 ;    28.71 ;     0.00 ;     0.00 ;    9380.90 ;  2387.59 ;  6629.00 ;     0.00 ;  49333.0 ;     113741.51 ;    55.67 ;     130629.25 ;    63.93 ;   81.71 ;
   6 ;   37 ;   2 ; 142.00 ;  1 ; SE            ;    44695.2 ;   5230.0 ;  3008.40 ;   393.00 ; 30356.98 ;   115.60 ;     0.00 ;     0.00 ;    8174.42 ;  1900.00 ;  5865.27 ;     0.00 ;  49333.0 ;     113741.51 ;    55.67 ;     130629.25 ;    63.93 ;   80.93 ;
   6 ;   37 ;   3 ; 336.00 ;  1 ; SE            ;    36021.0 ;   5230.0 ;  3008.40 ;   393.00 ; 22802.36 ;   115.60 ;     0.00 ;     0.00 ;    6565.84 ;  1900.00 ;  4648.15 ;     0.00 ;  49333.0 ;     113741.51 ;    55.67 ;     130629.25 ;    63.93 ;   76.12 ;
   6 ;   37 ;  -  ;   -    ;  1 ; SE            ;    41037.2 ;   5230.0 ;  3008.40 ;   393.00 ; 26954.60 ;    92.80 ;     0.00 ;     0.00 ;    7656.86 ;  2027.92 ;  5434.53 ;     0.00 ;  49333.0 ;     113741.51 ;    55.67 ;     130629.25 ;    63.93 ;   80.90 ;
   6 ;   37 ;   1 ; 170.00 ;  2 ; S             ;    14429.5 ;   1909.0 ;   865.50 ;     0.00 ;  4171.11 ;     0.00 ;     0.00 ;     0.00 ;    7483.89 ;    -     ;    -     ;     0.00 ;   3370.9 ;       6116.86 ;    30.74 ;       7924.56 ;    39.83 ;   81.71 ;
   6 ;   37 ;   2 ; 142.00 ;  2 ; S             ;    12854.0 ;   1909.0 ;   865.50 ;     0.00 ;  2468.52 ;     0.00 ;     0.00 ;     0.00 ;    7610.98 ;    -     ;    -     ;     0.00 ;   3370.9 ;       6116.86 ;    30.74 ;       7924.56 ;    39.83 ;   80.93 ;
   6 ;   37 ;   3 ; 336.00 ;  2 ; S             ;     9890.9 ;   1909.0 ;   865.50 ;     0.00 ;   830.32 ;     0.00 ;     0.00 ;     0.00 ;    6286.08 ;    -     ;    -     ;     0.00 ;   3370.9 ;       6116.86 ;    30.74 ;       7924.56 ;    39.83 ;   76.12 ;
   6 ;   37 ;  -  ;   -    ;  2 ; S             ;    11730.9 ;   1909.0 ;   865.50 ;     0.00 ;  2065.75 ;     0.00 ;     0.00 ;     0.00 ;    6890.65 ;    -     ;    -     ;     0.00 ;   3370.9 ;       6116.86 ;    30.74 ;       7924.56 ;    39.83 ;   80.90 ;
   6 ;   37 ;   1 ; 170.00 ;  3 ; NE            ;    12917.8 ;   5170.0 ;   348.80 ;     0.00 ;  4634.78 ;     0.00 ;     0.00 ;     0.00 ;    2764.22 ;    -     ;    -     ;     0.00 ;   3951.5 ;      35553.59 ;    68.89 ;      37738.70 ;    73.13 ;   81.71 ;
   6 ;   37 ;   2 ; 142.00 ;  3 ; NE            ;    12531.2 ;   5170.0 ;   348.80 ;     0.00 ;  3168.80 ;     0.00 ;     0.00 ;     0.00 ;    3843.60 ;    -     ;    -     ;     0.00 ;   3951.5 ;      35553.59 ;    68.89 ;      37738.70 ;    73.13 ;   80.93 ;
   6 ;   37 ;   3 ; 336.00 ;  3 ; NE            ;    10757.8 ;   5170.0 ;   348.80 ;     0.00 ;  1311.23 ;     0.00 ;     0.00 ;     0.00 ;    3927.77 ;    -     ;    -     ;     0.00 ;   3951.5 ;      35553.59 ;    68.89 ;      37738.70 ;    73.13 ;   76.12 ;
   6 ;   37 ;  -  ;   -    ;  3 ; NE            ;    11713.1 ;   5170.0 ;   348.80 ;     0.00 ;  2590.21 ;     0.00 ;     0.00 ;     0.00 ;    3604.07 ;    -     ;    -     ;     0.00 ;   3951.5 ;      35553.59 ;    68.89 ;      37738.70 ;    73.13 ;   80.90 ;
   6 ;   37 ;   1 ; 170.00 ;  4 ; N             ;     6511.9 ;    403.0 ;   688.00 ;     0.00 ; 18420.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  11986.6 ;      11316.85 ;    79.69 ;      10957.76 ;    77.16 ;    0.00 ;
   6 ;   37 ;   2 ; 142.00 ;  4 ; N             ;     6425.9 ;    403.0 ;   688.00 ;     0.00 ; 18334.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  11986.6 ;      11316.85 ;    79.69 ;      10957.76 ;    77.16 ;    0.00 ;
   6 ;   37 ;   3 ; 336.00 ;  4 ; N             ;     5808.2 ;    403.0 ;   688.00 ;     0.00 ; 16417.20 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;  11986.6 ;      11316.85 ;    79.69 ;      10957.76 ;    77.16 ;    0.00 ;
   6 ;   37 ;  -  ;   -    ;  4 ; N             ;     6128.2 ;    403.0 ;   688.00 ;     0.00 ; 17363.10 ;     0.00 ;     0.00 ;     0.00 ;  -12325.93 ;    -     ;    -     ;     0.00 ;  11986.6 ;      11316.85 ;    79.69 ;      10957.76 ;    77.16 ;    0.00 ;
   6 ;   37 ;   1 ; 170.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   37 ;   2 ; 142.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   37 ;   3 ; 336.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   37 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   38 ;   1 ; 170.00 ;  1 ; SE            ;    47896.0 ;   5230.0 ;  3008.40 ;   393.00 ; 32335.82 ;     0.00 ;     0.00 ;     0.00 ;    9335.78 ;  2387.59 ;  6629.00 ;     0.00 ;  46423.8 ;     113741.51 ;    55.67 ;     128409.48 ;    62.85 ;   90.78 ;
   6 ;   38 ;   2 ; 142.00 ;  1 ; SE            ;    44695.2 ;   5230.0 ;  3008.40 ;   393.00 ; 29210.62 ;     1.30 ;     0.00 ;     0.00 ;    9206.48 ;  1900.00 ;  5865.27 ;     0.00 ;  46423.8 ;     113741.51 ;    55.67 ;     128409.48 ;    62.85 ;   89.86 ;
   6 ;   38 ;   3 ; 336.00 ;  1 ; SE            ;    36021.0 ;   5230.0 ;  3008.40 ;   393.00 ; 23581.69 ;   110.38 ;     0.00 ;     0.00 ;    5781.29 ;  1900.00 ;  4648.15 ;     0.00 ;  46423.8 ;     113741.51 ;    55.67 ;     128409.48 ;    62.85 ;   87.53 ;
   6 ;   38 ;  -  ;   -    ;  1 ; SE            ;    41037.2 ;   5230.0 ;  3008.40 ;   393.00 ; 27111.80 ;    57.52 ;     0.00 ;     0.00 ;    7464.38 ;  2027.92 ;  5434.53 ;     0.00 ;  46423.8 ;     113741.51 ;    55.67 ;     128409.48 ;    62.85 ;   80.90 ;
   6 ;   38 ;   1 ; 170.00 ;  2 ; S             ;    14429.5 ;   1909.0 ;   982.70 ;     0.00 ;  3897.70 ;     0.00 ;     0.00 ;     0.00 ;    7640.10 ;    -     ;    -     ;     0.00 ;   3280.5 ;       6116.86 ;    30.74 ;       7849.06 ;    39.45 ;   90.78 ;
   6 ;   38 ;   2 ; 142.00 ;  2 ; S             ;    12854.0 ;   1909.0 ;   982.70 ;     0.00 ;  2289.67 ;     0.00 ;     0.00 ;     0.00 ;    7672.63 ;    -     ;    -     ;     0.00 ;   3280.5 ;       6116.86 ;    30.74 ;       7849.06 ;    39.45 ;   89.86 ;
   6 ;   38 ;   3 ; 336.00 ;  2 ; S             ;     9890.9 ;   1909.0 ;   982.70 ;     0.00 ;  1004.17 ;     0.00 ;     0.00 ;     0.00 ;    5995.03 ;    -     ;    -     ;     0.00 ;   3280.5 ;       6116.86 ;    30.74 ;       7849.06 ;    39.45 ;   87.53 ;
   6 ;   38 ;  -  ;   -    ;  2 ; S             ;    11730.9 ;   1909.0 ;   982.70 ;     0.00 ;  2044.97 ;     0.00 ;     0.00 ;     0.00 ;    6794.23 ;    -     ;    -     ;     0.00 ;   3280.5 ;       6116.86 ;    30.74 ;       7849.06 ;    39.45 ;   80.90 ;
   6 ;   38 ;   1 ; 170.00 ;  3 ; NE            ;    12917.8 ;   5170.0 ;   348.80 ;     0.00 ;  5564.61 ;     0.00 ;     0.00 ;     0.00 ;    1834.39 ;    -     ;    -     ;     0.00 ;   8756.8 ;      35553.59 ;    68.89 ;      41592.62 ;    80.60 ;   89.64 ;
   6 ;   38 ;   2 ; 142.00 ;  3 ; NE            ;    12531.2 ;   5170.0 ;   348.80 ;     0.00 ;  5026.24 ;     0.00 ;     0.00 ;     0.00 ;    1986.16 ;    -     ;    -     ;     0.00 ;   8756.8 ;      35553.59 ;    68.89 ;      41592.62 ;    80.60 ;   88.94 ;
   6 ;   38 ;   3 ; 336.00 ;  3 ; NE            ;    10757.8 ;   5170.0 ;   348.80 ;     0.00 ;  2111.54 ;     0.00 ;     0.00 ;     0.00 ;    3127.46 ;    -     ;    -     ;     0.00 ;   8756.8 ;      35553.59 ;    68.89 ;      41592.62 ;    80.60 ;   87.53 ;
   6 ;   38 ;  -  ;   -    ;  3 ; NE            ;    11713.1 ;   5170.0 ;   348.80 ;     0.00 ;  3656.16 ;     0.00 ;     0.00 ;     0.00 ;    2538.13 ;    -     ;    -     ;     0.00 ;   8756.8 ;      35553.59 ;    68.89 ;      41592.62 ;    80.60 ;   80.90 ;
   6 ;   38 ;   1 ; 170.00 ;  4 ; N             ;     6511.9 ;    403.0 ;   688.00 ;     0.00 ; 18420.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  17271.4 ;      11316.85 ;    79.69 ;      11142.68 ;    78.47 ;    0.00 ;
   6 ;   38 ;   2 ; 142.00 ;  4 ; N             ;     6425.9 ;    403.0 ;   688.00 ;     0.00 ; 18334.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  17271.4 ;      11316.85 ;    79.69 ;      11142.68 ;    78.47 ;    0.00 ;
   6 ;   38 ;   3 ; 336.00 ;  4 ; N             ;     5808.2 ;    403.0 ;   688.00 ;     0.00 ; 16417.20 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;  17271.4 ;      11316.85 ;    79.69 ;      11142.68 ;    78.47 ;    0.00 ;
   6 ;   38 ;  -  ;   -    ;  4 ; N             ;     6128.2 ;    403.0 ;   688.00 ;     0.00 ; 17363.10 ;     0.00 ;     0.00 ;     0.00 ;  -12325.93 ;    -     ;    -     ;     0.00 ;  17271.4 ;      11316.85 ;    79.69 ;      11142.68 ;    78.47 ;    0.00 ;
   6 ;   38 ;   1 ; 170.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   38 ;   2 ; 142.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   38 ;   3 ; 336.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   38 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   39 ;   1 ; 170.00 ;  1 ; SE            ;    47896.0 ;   5230.0 ;  3576.50 ;   393.00 ; 32894.27 ;    27.54 ;     0.00 ;     0.00 ;    8236.78 ;  2387.59 ;  6629.00 ;     0.00 ;  42804.9 ;     113741.51 ;    55.67 ;     124623.42 ;    60.99 ;  119.37 ;
   6 ;   39 ;   2 ; 142.00 ;  1 ; SE            ;    44695.2 ;   5230.0 ;  3576.50 ;   393.00 ; 31048.82 ;   115.60 ;     0.00 ;     0.00 ;    6914.48 ;  1900.00 ;  5865.27 ;     0.00 ;  42804.9 ;     113741.51 ;    55.67 ;     124623.42 ;    60.99 ;  119.37 ;
   6 ;   39 ;   3 ; 336.00 ;  1 ; SE            ;    36021.0 ;   5230.0 ;  3538.40 ;   393.00 ; 23773.26 ;   115.60 ;     0.00 ;     0.00 ;    5064.94 ;  1900.00 ;  4648.15 ;     0.00 ;  42804.9 ;     113741.51 ;    55.67 ;     124623.42 ;    60.99 ;  115.64 ;
   6 ;   39 ;  -  ;   -    ;  1 ; SE            ;    41037.2 ;   5230.0 ;  3556.74 ;   393.00 ; 27760.45 ;    92.50 ;     0.00 ;     0.00 ;    6302.36 ;  2027.92 ;  5434.53 ;     0.00 ;  42804.9 ;     113741.51 ;    55.67 ;     124623.42 ;    60.99 ;   80.90 ;
   6 ;   39 ;   1 ; 170.00 ;  2 ; S             ;    14429.5 ;   1909.0 ;   982.70 ;     0.00 ;  2696.93 ;     0.00 ;     0.00 ;     0.00 ;    8840.87 ;    -     ;    -     ;     0.00 ;   1974.4 ;       6116.86 ;    30.74 ;       6928.04 ;    34.82 ;  119.37 ;
   6 ;   39 ;   2 ; 142.00 ;  2 ; S             ;    12854.0 ;   1909.0 ;   982.70 ;     0.00 ;  1884.05 ;     0.00 ;     0.00 ;     0.00 ;    8078.25 ;    -     ;    -     ;     0.00 ;   1974.4 ;       6116.86 ;    30.74 ;       6928.04 ;    34.82 ;  119.37 ;
   6 ;   39 ;   3 ; 336.00 ;  2 ; S             ;     9890.9 ;   1909.0 ;   982.70 ;     0.00 ;   786.35 ;     0.00 ;     0.00 ;     0.00 ;    6212.85 ;    -     ;    -     ;     0.00 ;   1974.4 ;       6116.86 ;    30.74 ;       6928.04 ;    34.82 ;  115.64 ;
   6 ;   39 ;  -  ;   -    ;  2 ; S             ;    11730.9 ;   1909.0 ;   982.70 ;     0.00 ;  1528.13 ;     0.00 ;     0.00 ;     0.00 ;    7311.08 ;    -     ;    -     ;     0.00 ;   1974.4 ;       6116.86 ;    30.74 ;       6928.04 ;    34.82 ;   80.90 ;
   6 ;   39 ;   1 ; 170.00 ;  3 ; NE            ;    12917.8 ;   5170.0 ;   348.80 ;     0.00 ;  5666.37 ;     0.00 ;     0.00 ;     0.00 ;    1732.63 ;    -     ;    -     ;     0.00 ;   5867.4 ;      35553.59 ;    68.89 ;      38910.95 ;    75.40 ;  119.37 ;
   6 ;   39 ;   2 ; 142.00 ;  3 ; NE            ;    12531.2 ;   5170.0 ;   348.80 ;     0.00 ;  4803.71 ;     0.00 ;     0.00 ;     0.00 ;    2208.69 ;    -     ;    -     ;     0.00 ;   5867.4 ;      35553.59 ;    68.89 ;      38910.95 ;    75.40 ;  119.37 ;
   6 ;   39 ;   3 ; 336.00 ;  3 ; NE            ;    10757.8 ;   5170.0 ;   348.80 ;     0.00 ;  1673.85 ;     0.00 ;     0.00 ;     0.00 ;    3565.15 ;    -     ;    -     ;     0.00 ;   5867.4 ;      35553.59 ;    68.89 ;      38910.95 ;    75.40 ;  115.64 ;
   6 ;   39 ;  -  ;   -    ;  3 ; NE            ;    11713.1 ;   5170.0 ;   348.80 ;     0.00 ;  3407.13 ;     0.00 ;     0.00 ;     0.00 ;    2787.15 ;    -     ;    -     ;     0.00 ;   5867.4 ;      35553.59 ;    68.89 ;      38910.95 ;    75.40 ;   80.90 ;
   6 ;   39 ;   1 ; 170.00 ;  4 ; N             ;     6511.9 ;    403.0 ;   688.00 ;     0.00 ; 18420.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  12968.5 ;      11316.85 ;    79.69 ;      11144.15 ;    78.48 ;    0.00 ;
   6 ;   39 ;   2 ; 142.00 ;  4 ; N             ;     6425.9 ;    403.0 ;   688.00 ;     0.00 ; 18334.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  12968.5 ;      11316.85 ;    79.69 ;      11144.15 ;    78.48 ;    0.00 ;
   6 ;   39 ;   3 ; 336.00 ;  4 ; N             ;     5808.2 ;    403.0 ;   688.00 ;     0.00 ; 16417.20 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;  12968.5 ;      11316.85 ;    79.69 ;      11144.15 ;    78.48 ;    0.00 ;
   6 ;   39 ;  -  ;   -    ;  4 ; N             ;     6128.2 ;    403.0 ;   688.00 ;     0.00 ; 17363.10 ;     0.00 ;     0.00 ;     0.00 ;  -12325.93 ;    -     ;    -     ;     0.00 ;  12968.5 ;      11316.85 ;    79.69 ;      11144.15 ;    78.48 ;    0.00 ;
   6 ;   39 ;   1 ; 170.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   39 ;   2 ; 142.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   39 ;   3 ; 336.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   39 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   40 ;   1 ; 170.00 ;  1 ; SE            ;    47896.0 ;   5230.0 ;  3576.50 ;   393.00 ; 33069.63 ;    32.68 ;     0.00 ;     0.00 ;    8066.56 ;  2387.59 ;  6629.00 ;     0.00 ;  46474.0 ;     113741.51 ;    55.67 ;     126146.76 ;    61.74 ;  119.78 ;
   6 ;   40 ;   2 ; 142.00 ;  1 ; SE            ;    44695.2 ;   5230.0 ;  3576.50 ;   393.00 ; 30517.03 ;   115.60 ;     0.00 ;     0.00 ;    7446.27 ;  1900.00 ;  5865.27 ;     0.00 ;  46474.0 ;     113741.51 ;    55.67 ;     126146.76 ;    61.74 ;  119.09 ;
   6 ;   40 ;   3 ; 336.00 ;  1 ; SE            ;    36021.0 ;   5230.0 ;  3538.40 ;   393.00 ; 23751.25 ;   115.60 ;     0.00 ;     0.00 ;    5086.95 ;  1900.00 ;  4648.15 ;     0.00 ;  46474.0 ;     113741.51 ;    55.67 ;     126146.76 ;    61.74 ;  115.76 ;
   6 ;   40 ;  -  ;   -    ;  1 ; SE            ;    41037.2 ;   5230.0 ;  3556.74 ;   393.00 ; 27678.51 ;    93.85 ;     0.00 ;     0.00 ;    6385.65 ;  2027.92 ;  5434.53 ;     0.00 ;  46474.0 ;     113741.51 ;    55.67 ;     126146.76 ;    61.74 ;   80.90 ;
   6 ;   40 ;   1 ; 170.00 ;  2 ; S             ;    14429.5 ;   1909.0 ;   982.70 ;     0.00 ;  2580.81 ;     0.00 ;     0.00 ;     0.00 ;    8956.99 ;    -     ;    -     ;     0.00 ;   1894.5 ;       6116.86 ;    30.74 ;       6944.02 ;    34.90 ;  119.78 ;
   6 ;   40 ;   2 ; 142.00 ;  2 ; S             ;    12854.0 ;   1909.0 ;   982.70 ;     0.00 ;  1595.62 ;     0.00 ;     0.00 ;     0.00 ;    8366.68 ;    -     ;    -     ;     0.00 ;   1894.5 ;       6116.86 ;    30.74 ;       6944.02 ;    34.90 ;  119.09 ;
   6 ;   40 ;   3 ; 336.00 ;  2 ; S             ;     9890.9 ;   1909.0 ;   982.70 ;     0.00 ;   778.77 ;     0.00 ;     0.00 ;     0.00 ;    6220.43 ;    -     ;    -     ;     0.00 ;   1894.5 ;       6116.86 ;    30.74 ;       6944.02 ;    34.90 ;  115.76 ;
