-----;------;-----;--------;----;---------------;------------;----------;----------;----------;----------;----------;----------;----------;------------;----------;----------;----------;----------;---------------;----------;---------------;----------;---------;
IPER ; ICEN ;IPAT ;  Dur   ;SIST;   Nome Sist   ;  Demanda   ;  GerPeq  ;   Gter   ;  GterAT  ;   Ghid   ;  Cbomb   ;  Compra  ;  Venda   ; IntercLiq  ; Itaipu50 ; Itaipu60 ; Deficit  ;   ENA    ;   EarmInic    ;EarmInic% ;    EarmFim    ; EarmFim% ;   CMO   ;
  -  ;  -   ;  -  ;  (h)   ; -  ;       -       ;    (MW)    ;   (MW)   ;   (MW)   ;   (MW)   ;   (MW)   ;   (MW)   ;   (MW)   ;   (MW)   ;    (MW)    ;   (MW)   ;   (MW)   ;   (MW)   ; (MWmes)  ;    (MWmes)    ;   (%)    ;    (MWmes)    ;   (%)    ; ($/MWh) ;
-----;------;-----;--------;----;---------------;------------;----------;----------;----------;----------;----------;----------;----------;------------;----------;----------;----------;----------;---------------;----------;---------------;----------;---------;
   6 ;   21 ;   2 ; 142.00 ;  3 ; NE            ;    12531.2 ;   5170.0 ;  1175.90 ;     0.00 ;  3664.13 ;     0.00 ;     0.00 ;     0.00 ;    2521.17 ;    -     ;    -     ;     0.00 ;   5349.8 ;      35198.92 ;    68.21 ;      38310.51 ;    74.24 ;  136.27 ;
   6 ;   21 ;   3 ; 336.00 ;  3 ; NE            ;    10757.8 ;   5170.0 ;  1175.90 ;     0.00 ;  1333.67 ;     0.00 ;     0.00 ;     0.00 ;    3078.23 ;    -     ;    -     ;     0.00 ;   5349.8 ;      35198.92 ;    68.21 ;      38310.51 ;    74.24 ;  130.17 ;
   6 ;   21 ;  -  ;   -    ;  3 ; NE            ;    11713.1 ;   5170.0 ;  1175.90 ;     0.00 ;  2724.99 ;     0.00 ;     0.00 ;     0.00 ;    2642.20 ;    -     ;    -     ;     0.00 ;   5349.8 ;      35198.92 ;    68.21 ;      38310.51 ;    74.24 ;  116.86 ;
   6 ;   21 ;   1 ; 170.00 ;  4 ; N             ;     6511.9 ;    403.0 ;   688.00 ;     0.00 ; 18420.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  12055.2 ;      11004.39 ;    77.49 ;      10586.28 ;    74.55 ;    0.00 ;
   6 ;   21 ;   2 ; 142.00 ;  4 ; N             ;     6425.9 ;    403.0 ;   688.00 ;     0.00 ; 18334.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  12055.2 ;      11004.39 ;    77.49 ;      10586.28 ;    74.55 ;    0.00 ;
   6 ;   21 ;   3 ; 336.00 ;  4 ; N             ;     5808.2 ;    403.0 ;   688.00 ;     0.00 ; 16417.20 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;  12055.2 ;      11004.39 ;    77.49 ;      10586.28 ;    74.55 ;    0.00 ;
   6 ;   21 ;  -  ;   -    ;  4 ; N             ;     6128.2 ;    403.0 ;   688.00 ;     0.00 ; 17363.10 ;     0.00 ;     0.00 ;     0.00 ;  -12325.93 ;    -     ;    -     ;     0.00 ;  12055.2 ;      11004.39 ;    77.49 ;      10586.28 ;    74.55 ;    0.00 ;
   6 ;   21 ;   1 ; 170.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   21 ;   2 ; 142.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   21 ;   3 ; 336.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   21 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   22 ;   1 ; 170.00 ;  1 ; SE            ;    47896.0 ;   5230.0 ;  3576.50 ;   393.00 ; 32081.38 ;     4.62 ;     0.00 ;     0.00 ;    9026.74 ;  1900.00 ;  5789.59 ;     0.00 ;  43992.9 ;      97870.59 ;    47.90 ;     109763.55 ;    53.72 ;  131.30 ;
   6 ;   22 ;   2 ; 142.00 ;  1 ; SE            ;    44695.2 ;   5230.0 ;  3576.50 ;   393.00 ; 29683.36 ;   115.60 ;     0.00 ;     0.00 ;    8279.94 ;  1900.00 ;  5844.59 ;     0.00 ;  43992.9 ;      97870.59 ;    47.90 ;     109763.55 ;    53.72 ;  131.29 ;
   6 ;   22 ;   3 ; 336.00 ;  1 ; SE            ;    36021.0 ;   5230.0 ;  3576.50 ;   393.00 ; 22712.41 ;   115.60 ;     0.00 ;     0.00 ;    6087.69 ;  1900.00 ;  3831.12 ;     0.00 ;  43992.9 ;      97870.59 ;    47.90 ;     109763.55 ;    53.72 ;  123.49 ;
   6 ;   22 ;  -  ;   -    ;  1 ; SE            ;    41037.2 ;   5230.0 ;  3576.50 ;   393.00 ; 26697.90 ;    86.48 ;     0.00 ;     0.00 ;    7339.14 ;  1900.00 ;  4786.14 ;     0.00 ;  43992.9 ;      97870.59 ;    47.90 ;     109763.55 ;    53.72 ;  116.86 ;
   6 ;   22 ;   1 ; 170.00 ;  2 ; S             ;    14429.5 ;   1909.0 ;   982.70 ;     0.00 ;  2745.68 ;     0.00 ;     0.00 ;     0.00 ;    8792.12 ;    -     ;    -     ;     0.00 ;   2092.5 ;       4852.61 ;    24.39 ;       5847.42 ;    29.39 ;  131.30 ;
   6 ;   22 ;   2 ; 142.00 ;  2 ; S             ;    12854.0 ;   1909.0 ;   982.70 ;     0.00 ;  1923.57 ;     0.00 ;     0.00 ;     0.00 ;    8038.73 ;    -     ;    -     ;     0.00 ;   2092.5 ;       4852.61 ;    24.39 ;       5847.42 ;    29.39 ;  131.29 ;
   6 ;   22 ;   3 ; 336.00 ;  2 ; S             ;     9890.9 ;   1909.0 ;   982.70 ;     0.00 ;   821.46 ;     0.00 ;     0.00 ;     0.00 ;    6177.74 ;    -     ;    -     ;     0.00 ;   2092.5 ;       4852.61 ;    24.39 ;       5847.42 ;    29.39 ;  123.49 ;
   6 ;   22 ;  -  ;   -    ;  2 ; S             ;    11730.9 ;   1909.0 ;   982.70 ;     0.00 ;  1567.78 ;     0.00 ;     0.00 ;     0.00 ;    7271.42 ;    -     ;    -     ;     0.00 ;   2092.5 ;       4852.61 ;    24.39 ;       5847.42 ;    29.39 ;  116.86 ;
   6 ;   22 ;   1 ; 170.00 ;  3 ; NE            ;    12917.8 ;   5170.0 ;  1175.90 ;     0.00 ;  4761.76 ;     0.00 ;     0.00 ;     0.00 ;    1810.14 ;    -     ;    -     ;     0.00 ;   6896.9 ;      35198.92 ;    68.21 ;      39979.35 ;    77.47 ;  131.30 ;
   6 ;   22 ;   2 ; 142.00 ;  3 ; NE            ;    12531.2 ;   5170.0 ;  1175.90 ;     0.00 ;  3659.39 ;     0.00 ;     0.00 ;     0.00 ;    2525.91 ;    -     ;    -     ;     0.00 ;   6896.9 ;      35198.92 ;    68.21 ;      39979.35 ;    77.47 ;  131.29 ;
   6 ;   22 ;   3 ; 336.00 ;  3 ; NE            ;    10757.8 ;   5170.0 ;   348.80 ;     0.00 ;  1286.70 ;     0.00 ;     0.00 ;     0.00 ;    3952.30 ;    -     ;    -     ;     0.00 ;   6896.9 ;      35198.92 ;    68.21 ;      39979.35 ;    77.47 ;  123.49 ;
   6 ;   22 ;  -  ;   -    ;  3 ; NE            ;    11713.1 ;   5170.0 ;   747.03 ;     0.00 ;  2718.31 ;     0.00 ;     0.00 ;     0.00 ;    3077.74 ;    -     ;    -     ;     0.00 ;   6896.9 ;      35198.92 ;    68.21 ;      39979.35 ;    77.47 ;  116.86 ;
   6 ;   22 ;   1 ; 170.00 ;  4 ; N             ;     6511.9 ;    403.0 ;   688.00 ;     0.00 ; 18420.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  12551.0 ;      11004.39 ;    77.49 ;      10524.02 ;    74.11 ;    0.00 ;
   6 ;   22 ;   2 ; 142.00 ;  4 ; N             ;     6425.9 ;    403.0 ;   688.00 ;     0.00 ; 18334.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  12551.0 ;      11004.39 ;    77.49 ;      10524.02 ;    74.11 ;    0.00 ;
   6 ;   22 ;   3 ; 336.00 ;  4 ; N             ;     5808.2 ;    403.0 ;   688.00 ;     0.00 ; 16417.20 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;  12551.0 ;      11004.39 ;    77.49 ;      10524.02 ;    74.11 ;    0.00 ;
   6 ;   22 ;  -  ;   -    ;  4 ; N             ;     6128.2 ;    403.0 ;   688.00 ;     0.00 ; 17363.10 ;     0.00 ;     0.00 ;     0.00 ;  -12325.93 ;    -     ;    -     ;     0.00 ;  12551.0 ;      11004.39 ;    77.49 ;      10524.02 ;    74.11 ;    0.00 ;
   6 ;   22 ;   1 ; 170.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   22 ;   2 ; 142.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   22 ;   3 ; 336.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   22 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   23 ;   1 ; 170.00 ;  1 ; SE            ;    47896.0 ;   5230.0 ;  3576.50 ;   393.00 ; 33247.70 ;    47.32 ;     0.00 ;     0.00 ;    7903.13 ;  1900.00 ;  5789.59 ;     0.00 ;  42956.0 ;      97870.59 ;    47.90 ;     107740.80 ;    52.73 ;  140.73 ;
   6 ;   23 ;   2 ; 142.00 ;  1 ; SE            ;    44695.2 ;   5230.0 ;  3576.50 ;   393.00 ; 31075.63 ;   115.60 ;     0.00 ;     0.00 ;    6887.67 ;  1900.00 ;  5844.59 ;     0.00 ;  42956.0 ;      97870.59 ;    47.90 ;     107740.80 ;    52.73 ;  140.72 ;
   6 ;   23 ;   3 ; 336.00 ;  1 ; SE            ;    36021.0 ;   5230.0 ;  3576.50 ;   393.00 ; 23393.74 ;   115.60 ;     0.00 ;     0.00 ;    5406.36 ;  1900.00 ;  3831.12 ;     0.00 ;  42956.0 ;      97870.59 ;    47.90 ;     107740.80 ;    52.73 ;  134.42 ;
   6 ;   23 ;  -  ;   -    ;  1 ; SE            ;    41037.2 ;   5230.0 ;  3576.50 ;   393.00 ; 27662.26 ;    97.69 ;     0.00 ;     0.00 ;    6385.98 ;  1900.00 ;  4786.14 ;     0.00 ;  42956.0 ;      97870.59 ;    47.90 ;     107740.80 ;    52.73 ;  116.86 ;
   6 ;   23 ;   1 ; 170.00 ;  2 ; S             ;    14429.5 ;   1909.0 ;   982.70 ;     0.00 ;  3621.34 ;     0.00 ;     0.00 ;     0.00 ;    7916.46 ;    -     ;    -     ;     0.00 ;   3811.0 ;       4852.61 ;    24.39 ;       7391.90 ;    37.15 ;  140.73 ;
   6 ;   23 ;   2 ; 142.00 ;  2 ; S             ;    12854.0 ;   1909.0 ;   982.70 ;     0.00 ;  2499.21 ;     0.00 ;     0.00 ;     0.00 ;    7463.09 ;    -     ;    -     ;     0.00 ;   3811.0 ;       4852.61 ;    24.39 ;       7391.90 ;    37.15 ;  140.72 ;
   6 ;   23 ;   3 ; 336.00 ;  2 ; S             ;     9890.9 ;   1909.0 ;   982.70 ;     0.00 ;   574.46 ;     0.00 ;     0.00 ;     0.00 ;    6424.74 ;    -     ;    -     ;     0.00 ;   3811.0 ;       4852.61 ;    24.39 ;       7391.90 ;    37.15 ;  134.42 ;
   6 ;   23 ;  -  ;   -    ;  2 ; S             ;    11730.9 ;   1909.0 ;   982.70 ;     0.00 ;  1795.58 ;     0.00 ;     0.00 ;     0.00 ;    7043.62 ;    -     ;    -     ;     0.00 ;   3811.0 ;       4852.61 ;    24.39 ;       7391.90 ;    37.15 ;  116.86 ;
   6 ;   23 ;   1 ; 170.00 ;  3 ; NE            ;    12917.8 ;   5170.0 ;  1540.90 ;     0.00 ;  4411.92 ;     0.00 ;     0.00 ;     0.00 ;    1794.98 ;    -     ;    -     ;     0.00 ;   5332.8 ;      35198.92 ;    68.21 ;      38356.27 ;    74.33 ;  138.26 ;
   6 ;   23 ;   2 ; 142.00 ;  3 ; NE            ;    12531.2 ;   5170.0 ;  1540.90 ;     0.00 ;  3903.91 ;     0.00 ;     0.00 ;     0.00 ;    1916.39 ;    -     ;    -     ;     0.00 ;   5332.8 ;      35198.92 ;    68.21 ;      38356.27 ;    74.33 ;  138.25 ;
   6 ;   23 ;   3 ; 336.00 ;  3 ; NE            ;    10757.8 ;   5170.0 ;  1175.90 ;     0.00 ;  1413.83 ;     0.00 ;     0.00 ;     0.00 ;    2998.07 ;    -     ;    -     ;     0.00 ;   5332.8 ;      35198.92 ;    68.21 ;      38356.27 ;    74.33 ;  134.42 ;
   6 ;   23 ;  -  ;   -    ;  3 ; NE            ;    11713.1 ;   5170.0 ;  1351.64 ;     0.00 ;  2746.03 ;     0.00 ;     0.00 ;     0.00 ;    2445.41 ;    -     ;    -     ;     0.00 ;   5332.8 ;      35198.92 ;    68.21 ;      38356.27 ;    74.33 ;  116.86 ;
   6 ;   23 ;   1 ; 170.00 ;  4 ; N             ;     6511.9 ;    403.0 ;   688.00 ;     0.00 ; 18420.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  12496.3 ;      11004.39 ;    77.49 ;      10696.65 ;    75.33 ;    0.00 ;
   6 ;   23 ;   2 ; 142.00 ;  4 ; N             ;     6425.9 ;    403.0 ;   688.00 ;     0.00 ; 18334.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  12496.3 ;      11004.39 ;    77.49 ;      10696.65 ;    75.33 ;    0.00 ;
   6 ;   23 ;   3 ; 336.00 ;  4 ; N             ;     5808.2 ;    403.0 ;   688.00 ;     0.00 ; 16417.20 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;  12496.3 ;      11004.39 ;    77.49 ;      10696.65 ;    75.33 ;    0.00 ;
   6 ;   23 ;  -  ;   -    ;  4 ; N             ;     6128.2 ;    403.0 ;   688.00 ;     0.00 ; 17363.10 ;     0.00 ;     0.00 ;     0.00 ;  -12325.93 ;    -     ;    -     ;     0.00 ;  12496.3 ;      11004.39 ;    77.49 ;      10696.65 ;    75.33 ;    0.00 ;
   6 ;   23 ;   1 ; 170.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   23 ;   2 ; 142.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   23 ;   3 ; 336.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   23 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   24 ;   1 ; 170.00 ;  1 ; SE            ;    47896.0 ;   5230.0 ;  2767.40 ;   393.00 ; 34042.19 ;    72.23 ;     0.00 ;     0.00 ;    7942.64 ;  1900.00 ;  5789.59 ;     0.00 ;  63587.6 ;      97870.59 ;    47.90 ;     123766.30 ;    60.57 ;    0.00 ;
   6 ;   24 ;   2 ; 142.00 ;  1 ; SE            ;    44695.2 ;   5230.0 ;  2767.40 ;   393.00 ; 30682.76 ;   115.60 ;     0.00 ;     0.00 ;    8089.64 ;  1900.00 ;  5844.59 ;     0.00 ;  63587.6 ;      97870.59 ;    47.90 ;     123766.30 ;    60.57 ;    0.00 ;
   6 ;   24 ;   3 ; 336.00 ;  1 ; SE            ;    36021.0 ;   5230.0 ;  2767.40 ;   393.00 ; 22127.85 ;   115.60 ;     0.00 ;     0.00 ;    7481.35 ;  1900.00 ;  3831.12 ;     0.00 ;  63587.6 ;      97870.59 ;    47.90 ;     123766.30 ;    60.57 ;    0.00 ;
   6 ;   24 ;  -  ;   -    ;  1 ; SE            ;    41037.2 ;   5230.0 ;  2767.40 ;   393.00 ; 27128.21 ;   104.22 ;     0.00 ;     0.00 ;    7735.67 ;  1900.00 ;  4786.14 ;     0.00 ;  63587.6 ;      97870.59 ;    47.90 ;     123766.30 ;    60.57 ;  116.86 ;
   6 ;   24 ;   1 ; 170.00 ;  2 ; S             ;    14429.5 ;   1909.0 ;   690.50 ;     0.00 ;  2090.28 ;     0.00 ;     0.00 ;     0.00 ;    9739.72 ;    -     ;    -     ;     0.00 ;    688.5 ;       4852.61 ;    24.39 ;       4907.88 ;    24.67 ;    0.00 ;
   6 ;   24 ;   2 ; 142.00 ;  2 ; S             ;    12854.0 ;   1909.0 ;   690.50 ;     0.00 ;   861.79 ;     0.00 ;     0.00 ;     0.00 ;    9392.71 ;    -     ;    -     ;     0.00 ;    688.5 ;       4852.61 ;    24.39 ;       4907.88 ;    24.67 ;    0.00 ;
   6 ;   24 ;   3 ; 336.00 ;  2 ; S             ;     9890.9 ;   1909.0 ;   690.50 ;     0.00 ;   343.19 ;     0.00 ;     0.00 ;     0.00 ;    6948.21 ;    -     ;    -     ;     0.00 ;    688.5 ;       4852.61 ;    24.39 ;       4907.88 ;    24.67 ;    0.00 ;
   6 ;   24 ;  -  ;   -    ;  2 ; S             ;    11730.9 ;   1909.0 ;   690.50 ;     0.00 ;   915.17 ;     0.00 ;     0.00 ;     0.00 ;    8216.23 ;    -     ;    -     ;     0.00 ;    688.5 ;       4852.61 ;    24.39 ;       4907.88 ;    24.67 ;  116.86 ;
   6 ;   24 ;   1 ; 170.00 ;  3 ; NE            ;    12917.8 ;   5170.0 ;   348.80 ;     0.00 ;  6381.47 ;     0.00 ;     0.00 ;     0.00 ;    1017.53 ;    -     ;    -     ;     0.00 ;  14445.6 ;      35198.92 ;    68.21 ;      43844.63 ;    84.96 ;    0.00 ;
   6 ;   24 ;   2 ; 142.00 ;  3 ; NE            ;    12531.2 ;   5170.0 ;   348.80 ;     0.00 ;  5708.87 ;     0.00 ;     0.00 ;     0.00 ;    1303.53 ;    -     ;    -     ;     0.00 ;  14445.6 ;      35198.92 ;    68.21 ;      43844.63 ;    84.96 ;    0.00 ;
   6 ;   24 ;   3 ; 336.00 ;  3 ; NE            ;    10757.8 ;   5170.0 ;   348.80 ;     0.00 ;  5939.09 ;     0.00 ;     0.00 ;     0.00 ;    -700.09 ;    -     ;    -     ;     0.00 ;  14445.6 ;      35198.92 ;    68.21 ;      43844.63 ;    84.96 ;    0.00 ;
   6 ;   24 ;  -  ;   -    ;  3 ; NE            ;    11713.1 ;   5170.0 ;   348.80 ;     0.00 ;  6004.70 ;     0.00 ;     0.00 ;     0.00 ;     189.58 ;    -     ;    -     ;     0.00 ;  14445.6 ;      35198.92 ;    68.21 ;      43844.63 ;    84.96 ;  116.86 ;
   6 ;   24 ;   1 ; 170.00 ;  4 ; N             ;     6511.9 ;    403.0 ;   688.00 ;     0.00 ; 17491.79 ;     0.00 ;     0.00 ;     0.00 ;  -12070.89 ;    -     ;    -     ;     0.00 ;  19865.9 ;      11004.39 ;    77.49 ;      11029.92 ;    77.67 ;    0.00 ;
   6 ;   24 ;   2 ; 142.00 ;  4 ; N             ;     6425.9 ;    403.0 ;   688.00 ;     0.00 ; 17491.79 ;     0.00 ;     0.00 ;     0.00 ;  -12156.89 ;    -     ;    -     ;     0.00 ;  19865.9 ;      11004.39 ;    77.49 ;      11029.92 ;    77.67 ;    0.00 ;
   6 ;   24 ;   3 ; 336.00 ;  4 ; N             ;     5808.2 ;    403.0 ;   688.00 ;     0.00 ; 14470.47 ;     0.00 ;     0.00 ;     0.00 ;   -9753.27 ;    -     ;    -     ;     0.00 ;  19865.9 ;      11004.39 ;    77.49 ;      11029.92 ;    77.67 ;    0.00 ;
   6 ;   24 ;  -  ;   -    ;  4 ; N             ;     6128.2 ;    403.0 ;   688.00 ;     0.00 ; 15925.18 ;     0.00 ;     0.00 ;     0.00 ;  -10888.00 ;    -     ;    -     ;     0.00 ;  19865.9 ;      11004.39 ;    77.49 ;      11029.92 ;    77.67 ;    0.00 ;
   6 ;   24 ;   1 ; 170.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   24 ;   2 ; 142.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   24 ;   3 ; 336.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   24 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   25 ;   1 ; 170.00 ;  1 ; SE            ;    47896.0 ;   5230.0 ;  3776.50 ;   393.00 ; 33644.99 ;    57.69 ;     0.00 ;     0.00 ;    7316.20 ;  1900.00 ;  5789.59 ;     0.00 ;  40070.7 ;      97870.59 ;    47.90 ;     105712.91 ;    51.74 ;  148.15 ;
   6 ;   25 ;   2 ; 142.00 ;  1 ; SE            ;    44695.2 ;   5230.0 ;  3776.50 ;   393.00 ; 30156.53 ;   115.60 ;     0.00 ;     0.00 ;    7606.77 ;  1900.00 ;  5844.59 ;     0.00 ;  40070.7 ;      97870.59 ;    47.90 ;     105712.91 ;    51.74 ;  145.15 ;
   6 ;   25 ;   3 ; 336.00 ;  1 ; SE            ;    36021.0 ;   5230.0 ;  3576.50 ;   393.00 ; 23019.00 ;   115.60 ;     0.00 ;     0.00 ;    5781.10 ;  1900.00 ;  3831.12 ;     0.00 ;  40070.7 ;      97870.59 ;    47.90 ;     105712.91 ;    51.74 ;  136.59 ;
   6 ;   25 ;  -  ;   -    ;  1 ; SE            ;    41037.2 ;   5230.0 ;  3672.80 ;   393.00 ; 27370.77 ;   100.41 ;     0.00 ;     0.00 ;    6583.90 ;  1900.00 ;  4786.14 ;     0.00 ;  40070.7 ;      97870.59 ;    47.90 ;     105712.91 ;    51.74 ;  116.86 ;
   6 ;   25 ;   1 ; 170.00 ;  2 ; S             ;    14429.5 ;   1909.0 ;   982.70 ;     0.00 ;  1964.01 ;     0.00 ;     0.00 ;     0.00 ;    9573.79 ;    -     ;    -     ;     0.00 ;    951.7 ;       4852.61 ;    24.39 ;       5200.07 ;    26.13 ;  148.15 ;
   6 ;   25 ;   2 ; 142.00 ;  2 ; S             ;    12854.0 ;   1909.0 ;   982.70 ;     0.00 ;   853.25 ;     0.00 ;     0.00 ;     0.00 ;    9109.05 ;    -     ;    -     ;     0.00 ;    951.7 ;       4852.61 ;    24.39 ;       5200.07 ;    26.13 ;  145.15 ;
   6 ;   25 ;   3 ; 336.00 ;  2 ; S             ;     9890.9 ;   1909.0 ;   982.70 ;     0.00 ;   409.11 ;     0.00 ;     0.00 ;     0.00 ;    6590.09 ;    -     ;    -     ;     0.00 ;    951.7 ;       4852.61 ;    24.39 ;       5200.07 ;    26.13 ;  136.59 ;
   6 ;   25 ;  -  ;   -    ;  2 ; S             ;    11730.9 ;   1909.0 ;   982.70 ;     0.00 ;   914.36 ;     0.00 ;     0.00 ;     0.00 ;    7924.84 ;    -     ;    -     ;     0.00 ;    951.7 ;       4852.61 ;    24.39 ;       5200.07 ;    26.13 ;  116.86 ;
   6 ;   25 ;   1 ; 170.00 ;  3 ; NE            ;    12917.8 ;   5170.0 ;  1175.90 ;     0.00 ;  4672.30 ;     0.00 ;     0.00 ;     0.00 ;    1899.60 ;    -     ;    -     ;     0.00 ;   7571.9 ;      35198.92 ;    68.21 ;      39960.14 ;    77.43 ;  135.58 ;
   6 ;   25 ;   2 ; 142.00 ;  3 ; NE            ;    12531.2 ;   5170.0 ;  1175.90 ;     0.00 ;  4085.70 ;     0.00 ;     0.00 ;     0.00 ;    2099.60 ;    -     ;    -     ;     0.00 ;   7571.9 ;      35198.92 ;    68.21 ;      39960.14 ;    77.43 ;  135.58 ;
   6 ;   25 ;   3 ; 336.00 ;  3 ; NE            ;    10757.8 ;   5170.0 ;  1175.90 ;     0.00 ;  3270.20 ;     0.00 ;     0.00 ;     0.00 ;    1141.70 ;    -     ;    -     ;     0.00 ;   7571.9 ;      35198.92 ;    68.21 ;      39960.14 ;    77.43 ;  135.58 ;
   6 ;   25 ;  -  ;   -    ;  3 ; NE            ;    11713.1 ;   5170.0 ;  1175.90 ;     0.00 ;  3816.74 ;     0.00 ;     0.00 ;     0.00 ;    1550.44 ;    -     ;    -     ;     0.00 ;   7571.9 ;      35198.92 ;    68.21 ;      39960.14 ;    77.43 ;  116.86 ;
   6 ;   25 ;   1 ; 170.00 ;  4 ; N             ;     6511.9 ;    403.0 ;   688.00 ;     0.00 ; 18420.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  14340.6 ;      11004.39 ;    77.49 ;      10658.47 ;    75.06 ;    0.00 ;
