 
 Relatorio dos beneficios  da geracao das usinas a GNL
 
------;------;------;------;------;--------------;------;------------;------------;
      ;      ;      ;      ;      ;              ;      ; Benef_GNL  ;    Custo   ;
 PER  ; CEN  ; SIS  ;  K   ;  Num ;     Usina    ; PAT  ; (R$/MW.H)  ;    (MW.H)   ;
------;------;------;------;------;--------------;------;------------;------------;
    6 ;   17 ;   3  ;  2   ; 224  ; PSERGIPE I   ;  2   ;      64.79 ;     229.69 ;
    6 ;   17 ;   3  ;  2   ; 224  ; PSERGIPE I   ;  3   ;      63.47 ;     229.69 ;
    6 ;   18 ;   1  ;  2   ;  86  ; SANTA CRUZ   ;  1   ;      67.58 ;     103.74 ;
    6 ;   18 ;   1  ;  2   ;  86  ; SANTA CRUZ   ;  2   ;      67.58 ;     103.74 ;
    6 ;   18 ;   1  ;  2   ;  86  ; SANTA CRUZ   ;  3   ;      67.43 ;     103.74 ;
    6 ;   18 ;   1  ;  2   ;  15  ; LUIZORMELO   ;  1   ;      67.58 ;     151.42 ;
    6 ;   18 ;   1  ;  2   ;  15  ; LUIZORMELO   ;  2   ;      67.58 ;     151.42 ;
    6 ;   18 ;   1  ;  2   ;  15  ; LUIZORMELO   ;  3   ;      67.43 ;     151.42 ;
    6 ;   18 ;   3  ;  2   ; 224  ; PSERGIPE I   ;  1   ;      66.94 ;     229.69 ;
    6 ;   18 ;   3  ;  2   ; 224  ; PSERGIPE I   ;  2   ;      66.94 ;     229.69 ;
    6 ;   18 ;   3  ;  2   ; 224  ; PSERGIPE I   ;  3   ;      65.69 ;     229.69 ;
    6 ;   19 ;   1  ;  2   ;  86  ; SANTA CRUZ   ;  1   ;      12.25 ;     103.74 ;
    6 ;   19 ;   1  ;  2   ;  86  ; SANTA CRUZ   ;  2   ;      12.25 ;     103.74 ;
    6 ;   19 ;   1  ;  2   ;  86  ; SANTA CRUZ   ;  3   ;      12.24 ;     103.74 ;
    6 ;   19 ;   1  ;  2   ;  15  ; LUIZORMELO   ;  1   ;      12.25 ;     151.42 ;
    6 ;   19 ;   1  ;  2   ;  15  ; LUIZORMELO   ;  2   ;      12.25 ;     151.42 ;
    6 ;   19 ;   1  ;  2   ;  15  ; LUIZORMELO   ;  3   ;      12.24 ;     151.42 ;
    6 ;   19 ;   3  ;  2   ; 224  ; PSERGIPE I   ;  1   ;      12.04 ;     229.69 ;
    6 ;   19 ;   3  ;  2   ; 224  ; PSERGIPE I   ;  2   ;      12.04 ;     229.69 ;
    6 ;   19 ;   3  ;  2   ; 224  ; PSERGIPE I   ;  3   ;      11.79 ;     229.69 ;
    6 ;   20 ;   1  ;  2   ;  86  ; SANTA CRUZ   ;  1   ;      73.57 ;     103.74 ;
    6 ;   20 ;   1  ;  2   ;  86  ; SANTA CRUZ   ;  2   ;      73.57 ;     103.74 ;
    6 ;   20 ;   1  ;  2   ;  86  ; SANTA CRUZ   ;  3   ;      73.37 ;     103.74 ;
    6 ;   20 ;   1  ;  2   ;  15  ; LUIZORMELO   ;  1   ;      73.57 ;     151.42 ;
    6 ;   20 ;   1  ;  2   ;  15  ; LUIZORMELO   ;  2   ;      73.57 ;     151.42 ;
    6 ;   20 ;   1  ;  2   ;  15  ; LUIZORMELO   ;  3   ;      73.37 ;     151.42 ;
    6 ;   20 ;   3  ;  2   ; 224  ; PSERGIPE I   ;  1   ;      72.81 ;     229.69 ;
    6 ;   20 ;   3  ;  2   ; 224  ; PSERGIPE I   ;  2   ;      72.81 ;     229.69 ;
    6 ;   20 ;   3  ;  2   ; 224  ; PSERGIPE I   ;  3   ;      70.93 ;     229.69 ;
    6 ;   21 ;   1  ;  2   ;  86  ; SANTA CRUZ   ;  1   ;      20.05 ;     103.74 ;
    6 ;   21 ;   1  ;  2   ;  86  ; SANTA CRUZ   ;  2   ;      20.05 ;     103.74 ;
