-----;------;-----;--------;----;---------------;------------;----------;----------;----------;----------;----------;----------;----------;------------;----------;----------;----------;----------;---------------;----------;---------------;----------;---------;
IPER ; ICEN ;IPAT ;  Dur   ;SIST;   Nome Sist   ;  Demanda   ;  GerPeq  ;   Gter   ;  GterAT  ;   Ghid   ;  Cbomb   ;  Compra  ;  Venda   ; IntercLiq  ; Itaipu50 ; Itaipu60 ; Deficit  ;   ENA    ;   EarmInic    ;EarmInic% ;    EarmFim    ; EarmFim% ;   CMO   ;
  -  ;  -   ;  -  ;  (h)   ; -  ;       -       ;    (MW)    ;   (MW)   ;   (MW)   ;   (MW)   ;   (MW)   ;   (MW)   ;   (MW)   ;   (MW)   ;    (MW)    ;   (MW)   ;   (MW)   ;   (MW)   ; (MWmes)  ;    (MWmes)    ;   (%)    ;    (MWmes)    ;   (%)    ; ($/MWh) ;
-----;------;-----;--------;----;---------------;------------;----------;----------;----------;----------;----------;----------;----------;------------;----------;----------;----------;----------;---------------;----------;---------------;----------;---------;
   6 ;   30 ;   2 ; 142.00 ;  4 ; N             ;     6425.9 ;    403.0 ;   688.00 ;     0.00 ; 17800.20 ;     0.00 ;     0.00 ;     0.00 ;  -12465.30 ;    -     ;    -     ;     0.00 ;  11407.4 ;      11591.36 ;    81.63 ;      11456.31 ;    80.68 ;    0.00 ;
   6 ;   30 ;   3 ; 336.00 ;  4 ; N             ;     5808.2 ;    403.0 ;   688.00 ;     0.00 ; 11856.83 ;     0.00 ;     0.00 ;     0.00 ;   -7139.63 ;    -     ;    -     ;     0.00 ;  11407.4 ;      11591.36 ;    81.63 ;      11456.31 ;    80.68 ;    0.00 ;
   6 ;   30 ;  -  ;   -    ;  4 ; N             ;     6128.2 ;    403.0 ;   688.00 ;     0.00 ; 14718.45 ;     0.00 ;     0.00 ;     0.00 ;   -9681.28 ;    -     ;    -     ;     0.00 ;  11407.4 ;      11591.36 ;    81.63 ;      11456.31 ;    80.68 ;    0.00 ;
   6 ;   30 ;   1 ; 170.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   30 ;   2 ; 142.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   30 ;   3 ; 336.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   30 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   31 ;   1 ; 170.00 ;  1 ; SE            ;    47896.0 ;   5230.0 ;  3008.40 ;   393.00 ; 31445.91 ;    19.99 ;     0.00 ;     0.00 ;   10245.68 ;  2464.98 ;  6629.00 ;     0.00 ;  46133.4 ;     124718.90 ;    61.04 ;     139130.20 ;    68.09 ;   80.67 ;
   6 ;   31 ;   2 ; 142.00 ;  1 ; SE            ;    44695.2 ;   5230.0 ;  3008.40 ;   393.00 ; 29297.80 ;   115.60 ;     0.00 ;     0.00 ;    9233.60 ;  1900.00 ;  6629.00 ;     0.00 ;  46133.4 ;     124718.90 ;    61.04 ;     139130.20 ;    68.09 ;   80.45 ;
   6 ;   31 ;   3 ; 336.00 ;  1 ; SE            ;    36021.0 ;   5230.0 ;  3008.40 ;   393.00 ; 22827.58 ;   115.60 ;     0.00 ;     0.00 ;    6540.62 ;  2176.20 ;  5699.83 ;     0.00 ;  46133.4 ;     124718.90 ;    61.04 ;     139130.20 ;    68.09 ;   77.05 ;
   6 ;   31 ;  -  ;   -    ;  1 ; SE            ;    41037.2 ;   5230.0 ;  3008.40 ;   393.00 ; 26506.42 ;    90.52 ;     0.00 ;     0.00 ;    8102.75 ;  2191.43 ;  6147.21 ;     0.00 ;  46133.4 ;     124718.90 ;    61.04 ;     139130.20 ;    68.09 ;    0.00 ;
   6 ;   31 ;   1 ; 170.00 ;  2 ; S             ;    14429.5 ;   1909.0 ;   865.50 ;     0.00 ;  6760.60 ;     0.00 ;     0.00 ;     0.00 ;    4894.40 ;    -     ;    -     ;     0.00 ;   5078.9 ;       8669.41 ;    43.57 ;      10707.24 ;    53.81 ;   80.67 ;
   6 ;   31 ;   2 ; 142.00 ;  2 ; S             ;    12854.0 ;   1909.0 ;   865.50 ;     0.00 ;  4771.41 ;     0.00 ;     0.00 ;     0.00 ;    5308.09 ;    -     ;    -     ;     0.00 ;   5078.9 ;       8669.41 ;    43.57 ;      10707.24 ;    53.81 ;   80.45 ;
   6 ;   31 ;   3 ; 336.00 ;  2 ; S             ;     9890.9 ;   1909.0 ;   865.50 ;     0.00 ;  1927.05 ;     0.00 ;     0.00 ;     0.00 ;    5189.35 ;    -     ;    -     ;     0.00 ;   5078.9 ;       8669.41 ;    43.57 ;      10707.24 ;    53.81 ;   77.05 ;
   6 ;   31 ;  -  ;   -    ;  2 ; S             ;    11730.9 ;   1909.0 ;   865.50 ;     0.00 ;  3818.41 ;     0.00 ;     0.00 ;     0.00 ;    5137.99 ;    -     ;    -     ;     0.00 ;   5078.9 ;       8669.41 ;    43.57 ;      10707.24 ;    53.81 ;    0.00 ;
   6 ;   31 ;   1 ; 170.00 ;  3 ; NE            ;    12917.8 ;   5170.0 ;   348.80 ;     0.00 ;  4644.68 ;     0.00 ;     0.00 ;     0.00 ;    2754.32 ;    -     ;    -     ;     0.00 ;   5812.5 ;      36112.39 ;    69.98 ;      40441.78 ;    78.37 ;   80.67 ;
   6 ;   31 ;   2 ; 142.00 ;  3 ; NE            ;    12531.2 ;   5170.0 ;   348.80 ;     0.00 ;  3246.00 ;     0.00 ;     0.00 ;     0.00 ;    3766.40 ;    -     ;    -     ;     0.00 ;   5812.5 ;      36112.39 ;    69.98 ;      40441.78 ;    78.37 ;   80.45 ;
   6 ;   31 ;   3 ; 336.00 ;  3 ; NE            ;    10757.8 ;   5170.0 ;   348.80 ;     0.00 ;  1360.84 ;     0.00 ;     0.00 ;     0.00 ;    3878.16 ;    -     ;    -     ;     0.00 ;   5812.5 ;      36112.39 ;    69.98 ;      40441.78 ;    78.37 ;   77.05 ;
   6 ;   31 ;  -  ;   -    ;  3 ; NE            ;    11713.1 ;   5170.0 ;   348.80 ;     0.00 ;  2635.45 ;     0.00 ;     0.00 ;     0.00 ;    3558.83 ;    -     ;    -     ;     0.00 ;   5812.5 ;      36112.39 ;    69.98 ;      40441.78 ;    78.37 ;    0.00 ;
   6 ;   31 ;   1 ; 170.00 ;  4 ; N             ;     6511.9 ;    403.0 ;   688.00 ;     0.00 ; 18420.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  11562.2 ;      11591.36 ;    81.63 ;      11206.32 ;    78.91 ;    0.00 ;
   6 ;   31 ;   2 ; 142.00 ;  4 ; N             ;     6425.9 ;    403.0 ;   688.00 ;     0.00 ; 18334.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  11562.2 ;      11591.36 ;    81.63 ;      11206.32 ;    78.91 ;    0.00 ;
   6 ;   31 ;   3 ; 336.00 ;  4 ; N             ;     5808.2 ;    403.0 ;   688.00 ;     0.00 ; 16417.20 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;  11562.2 ;      11591.36 ;    81.63 ;      11206.32 ;    78.91 ;    0.00 ;
   6 ;   31 ;  -  ;   -    ;  4 ; N             ;     6128.2 ;    403.0 ;   688.00 ;     0.00 ; 17363.10 ;     0.00 ;     0.00 ;     0.00 ;  -12325.93 ;    -     ;    -     ;     0.00 ;  11562.2 ;      11591.36 ;    81.63 ;      11206.32 ;    78.91 ;    0.00 ;
   6 ;   31 ;   1 ; 170.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   31 ;   2 ; 142.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   31 ;   3 ; 336.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   31 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   32 ;   1 ; 170.00 ;  1 ; SE            ;    47896.0 ;   5230.0 ;  2767.40 ;   393.00 ; 32506.19 ;    71.83 ;     0.00 ;     0.00 ;    9478.24 ;  2464.98 ;  6629.00 ;     0.00 ;  55689.4 ;     124718.90 ;    61.04 ;     145175.99 ;    71.05 ;    0.00 ;
   6 ;   32 ;   2 ; 142.00 ;  1 ; SE            ;    44695.2 ;   5230.0 ;  2767.40 ;   393.00 ; 29494.16 ;   115.60 ;     0.00 ;     0.00 ;    9278.24 ;  1900.00 ;  6629.00 ;     0.00 ;  55689.4 ;     124718.90 ;    61.04 ;     145175.99 ;    71.05 ;    0.00 ;
   6 ;   32 ;   3 ; 336.00 ;  1 ; SE            ;    36021.0 ;   5230.0 ;  2767.40 ;   393.00 ; 22276.84 ;   115.60 ;     0.00 ;     0.00 ;    7332.36 ;  2176.20 ;  5699.83 ;     0.00 ;  55689.4 ;     124718.90 ;    61.04 ;     145175.99 ;    71.05 ;    0.00 ;
   6 ;   32 ;  -  ;   -    ;  1 ; SE            ;    41037.2 ;   5230.0 ;  2767.40 ;   393.00 ; 26542.04 ;   104.12 ;     0.00 ;     0.00 ;    8321.73 ;  2191.43 ;  6147.21 ;     0.00 ;  55689.4 ;     124718.90 ;    61.04 ;     145175.99 ;    71.05 ;    0.00 ;
   6 ;   32 ;   1 ; 170.00 ;  2 ; S             ;    14429.5 ;   1909.0 ;   690.50 ;     0.00 ;  5693.36 ;     0.00 ;     0.00 ;     0.00 ;    6136.64 ;    -     ;    -     ;     0.00 ;   7741.1 ;       8669.41 ;    43.57 ;      12824.16 ;    64.45 ;    0.00 ;
   6 ;   32 ;   2 ; 142.00 ;  2 ; S             ;    12854.0 ;   1909.0 ;   690.50 ;     0.00 ;  4404.69 ;     0.00 ;     0.00 ;     0.00 ;    5849.81 ;    -     ;    -     ;     0.00 ;   7741.1 ;       8669.41 ;    43.57 ;      12824.16 ;    64.45 ;    0.00 ;
   6 ;   32 ;   3 ; 336.00 ;  2 ; S             ;     9890.9 ;   1909.0 ;   690.50 ;     0.00 ;  2325.67 ;     0.00 ;     0.00 ;     0.00 ;    4965.73 ;    -     ;    -     ;     0.00 ;   7741.1 ;       8669.41 ;    43.57 ;      12824.16 ;    64.45 ;    0.00 ;
   6 ;   32 ;  -  ;   -    ;  2 ; S             ;    11730.9 ;   1909.0 ;   690.50 ;     0.00 ;  3664.75 ;     0.00 ;     0.00 ;     0.00 ;    5466.65 ;    -     ;    -     ;     0.00 ;   7741.1 ;       8669.41 ;    43.57 ;      12824.16 ;    64.45 ;    0.00 ;
   6 ;   32 ;   1 ; 170.00 ;  3 ; NE            ;    12917.8 ;   5170.0 ;   348.80 ;     0.00 ;  3877.24 ;     0.00 ;     0.00 ;     0.00 ;    3521.76 ;    -     ;    -     ;     0.00 ;   9676.8 ;      36112.39 ;    69.98 ;      43442.55 ;    84.18 ;    0.00 ;
   6 ;   32 ;   2 ; 142.00 ;  3 ; NE            ;    12531.2 ;   5170.0 ;   348.80 ;     0.00 ;  3290.64 ;     0.00 ;     0.00 ;     0.00 ;    3721.76 ;    -     ;    -     ;     0.00 ;   9676.8 ;      36112.39 ;    69.98 ;      43442.55 ;    84.18 ;    0.00 ;
   6 ;   32 ;   3 ; 336.00 ;  3 ; NE            ;    10757.8 ;   5170.0 ;   348.80 ;     0.00 ;  2352.21 ;     0.00 ;     0.00 ;     0.00 ;    2886.79 ;    -     ;    -     ;     0.00 ;   9676.8 ;      36112.39 ;    69.98 ;      43442.55 ;    84.18 ;    0.00 ;
   6 ;   32 ;  -  ;   -    ;  3 ; NE            ;    11713.1 ;   5170.0 ;   348.80 ;     0.00 ;  2957.94 ;     0.00 ;     0.00 ;     0.00 ;    3236.34 ;    -     ;    -     ;     0.00 ;   9676.8 ;      36112.39 ;    69.98 ;      43442.55 ;    84.18 ;    0.00 ;
   6 ;   32 ;   1 ; 170.00 ;  4 ; N             ;     6511.9 ;    403.0 ;   688.00 ;     0.00 ; 18420.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  13186.6 ;      11591.36 ;    81.63 ;      11554.07 ;    81.36 ;    0.00 ;
   6 ;   32 ;   2 ; 142.00 ;  4 ; N             ;     6425.9 ;    403.0 ;   688.00 ;     0.00 ; 18334.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  13186.6 ;      11591.36 ;    81.63 ;      11554.07 ;    81.36 ;    0.00 ;
   6 ;   32 ;   3 ; 336.00 ;  4 ; N             ;     5808.2 ;    403.0 ;   688.00 ;     0.00 ; 16417.20 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;  13186.6 ;      11591.36 ;    81.63 ;      11554.07 ;    81.36 ;    0.00 ;
   6 ;   32 ;  -  ;   -    ;  4 ; N             ;     6128.2 ;    403.0 ;   688.00 ;     0.00 ; 17363.10 ;     0.00 ;     0.00 ;     0.00 ;  -12325.93 ;    -     ;    -     ;     0.00 ;  13186.6 ;      11591.36 ;    81.63 ;      11554.07 ;    81.36 ;    0.00 ;
   6 ;   32 ;   1 ; 170.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   32 ;   2 ; 142.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   32 ;   3 ; 336.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   32 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   33 ;   1 ; 170.00 ;  1 ; SE            ;    47896.0 ;   5230.0 ;  2767.40 ;   393.00 ; 32471.81 ;    19.99 ;     0.00 ;     0.00 ;    9460.78 ;  2464.98 ;  6629.00 ;     0.00 ;  57945.4 ;     124718.90 ;    61.04 ;     143942.73 ;    70.45 ;    0.00 ;
   6 ;   33 ;   2 ; 142.00 ;  1 ; SE            ;    44695.2 ;   5230.0 ;  2767.40 ;   393.00 ; 29870.18 ;   115.60 ;     0.00 ;     0.00 ;    8902.22 ;  1900.00 ;  6629.00 ;     0.00 ;  57945.4 ;     124718.90 ;    61.04 ;     143942.73 ;    70.45 ;    0.00 ;
   6 ;   33 ;   3 ; 336.00 ;  1 ; SE            ;    36021.0 ;   5230.0 ;  2767.40 ;   393.00 ; 24589.13 ;   115.60 ;     0.00 ;     0.00 ;    5020.07 ;  2176.20 ;  5699.83 ;     0.00 ;  57945.4 ;     124718.90 ;    61.04 ;     143942.73 ;    70.45 ;    0.00 ;
   6 ;   33 ;  -  ;   -    ;  1 ; SE            ;    41037.2 ;   5230.0 ;  2767.40 ;   393.00 ; 27814.38 ;    90.52 ;     0.00 ;     0.00 ;    7035.79 ;  2191.43 ;  6147.21 ;     0.00 ;  57945.4 ;     124718.90 ;    61.04 ;     143942.73 ;    70.45 ;    0.00 ;
   6 ;   33 ;   1 ; 170.00 ;  2 ; S             ;    14429.5 ;   1909.0 ;   690.50 ;     0.00 ;  5560.05 ;     0.00 ;     0.00 ;     0.00 ;    6269.95 ;    -     ;    -     ;     0.00 ;   6056.8 ;       8669.41 ;    43.57 ;      12060.51 ;    60.61 ;    0.00 ;
   6 ;   33 ;   2 ; 142.00 ;  2 ; S             ;    12854.0 ;   1909.0 ;   690.50 ;     0.00 ;  4196.86 ;     0.00 ;     0.00 ;     0.00 ;    6057.64 ;    -     ;    -     ;     0.00 ;   6056.8 ;       8669.41 ;    43.57 ;      12060.51 ;    60.61 ;    0.00 ;
   6 ;   33 ;   3 ; 336.00 ;  2 ; S             ;     9890.9 ;   1909.0 ;   690.50 ;     0.00 ;  1911.57 ;     0.00 ;     0.00 ;     0.00 ;    5379.83 ;    -     ;    -     ;     0.00 ;   6056.8 ;       8669.41 ;    43.57 ;      12060.51 ;    60.61 ;    0.00 ;
   6 ;   33 ;  -  ;   -    ;  2 ; S             ;    11730.9 ;   1909.0 ;   690.50 ;     0.00 ;  3369.52 ;     0.00 ;     0.00 ;     0.00 ;    5761.88 ;    -     ;    -     ;     0.00 ;   6056.8 ;       8669.41 ;    43.57 ;      12060.51 ;    60.61 ;    0.00 ;
   6 ;   33 ;   1 ; 170.00 ;  3 ; NE            ;    12917.8 ;   5170.0 ;   348.80 ;     0.00 ;  3834.69 ;     0.00 ;     0.00 ;     0.00 ;    3564.31 ;    -     ;    -     ;     0.00 ;   5793.5 ;      36112.39 ;    69.98 ;      40451.44 ;    78.39 ;    0.00 ;
   6 ;   33 ;   2 ; 142.00 ;  3 ; NE            ;    12531.2 ;   5170.0 ;   348.80 ;     0.00 ;  3643.92 ;     0.00 ;     0.00 ;     0.00 ;    3368.48 ;    -     ;    -     ;     0.00 ;   5793.5 ;      36112.39 ;    69.98 ;      40451.44 ;    78.39 ;    0.00 ;
   6 ;   33 ;   3 ; 336.00 ;  3 ; NE            ;    10757.8 ;   5170.0 ;   348.80 ;     0.00 ;  1477.01 ;     0.00 ;     0.00 ;     0.00 ;    3761.99 ;    -     ;    -     ;     0.00 ;   5793.5 ;      36112.39 ;    69.98 ;      40451.44 ;    78.39 ;    0.00 ;
   6 ;   33 ;  -  ;   -    ;  3 ; NE            ;    11713.1 ;   5170.0 ;   348.80 ;     0.00 ;  2570.39 ;     0.00 ;     0.00 ;     0.00 ;    3623.90 ;    -     ;    -     ;     0.00 ;   5793.5 ;      36112.39 ;    69.98 ;      40451.44 ;    78.39 ;    0.00 ;
   6 ;   33 ;   1 ; 170.00 ;  4 ; N             ;     6511.9 ;    403.0 ;   688.00 ;     0.00 ; 18086.94 ;     0.00 ;     0.00 ;     0.00 ;  -12666.04 ;    -     ;    -     ;     0.00 ;  16679.0 ;      11591.36 ;    81.63 ;      11596.19 ;    81.66 ;    0.00 ;
   6 ;   33 ;   2 ; 142.00 ;  4 ; N             ;     6425.9 ;    403.0 ;   688.00 ;     0.00 ; 17605.60 ;     0.00 ;     0.00 ;     0.00 ;  -12270.70 ;    -     ;    -     ;     0.00 ;  16679.0 ;      11591.36 ;    81.63 ;      11596.19 ;    81.66 ;    0.00 ;
   6 ;   33 ;   3 ; 336.00 ;  4 ; N             ;     5808.2 ;    403.0 ;   688.00 ;     0.00 ; 13267.42 ;     0.00 ;     0.00 ;     0.00 ;   -8550.22 ;    -     ;    -     ;     0.00 ;  16679.0 ;      11591.36 ;    81.63 ;      11596.19 ;    81.66 ;    0.00 ;
   6 ;   33 ;  -  ;   -    ;  4 ; N             ;     6128.2 ;    403.0 ;   688.00 ;     0.00 ; 15482.45 ;     0.00 ;     0.00 ;     0.00 ;  -10445.28 ;    -     ;    -     ;     0.00 ;  16679.0 ;      11591.36 ;    81.63 ;      11596.19 ;    81.66 ;    0.00 ;
   6 ;   33 ;   1 ; 170.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   33 ;   2 ; 142.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   33 ;   3 ; 336.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   33 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   34 ;   1 ; 170.00 ;  1 ; SE            ;    47896.0 ;   5230.0 ;  2767.40 ;   393.00 ; 33107.93 ;    62.98 ;     0.00 ;     0.00 ;    8867.65 ;  2464.98 ;  6629.00 ;     0.00 ;  59574.8 ;     124718.90 ;    61.04 ;     144743.07 ;    70.84 ;    0.00 ;
   6 ;   34 ;   2 ; 142.00 ;  1 ; SE            ;    44695.2 ;   5230.0 ;  2767.40 ;   393.00 ; 30463.33 ;   115.60 ;     0.00 ;     0.00 ;    8309.07 ;  1900.00 ;  6629.00 ;     0.00 ;  59574.8 ;     124718.90 ;    61.04 ;     144743.07 ;    70.84 ;    0.00 ;
   6 ;   34 ;   3 ; 336.00 ;  1 ; SE            ;    36021.0 ;   5230.0 ;  2767.40 ;   393.00 ; 21801.40 ;   115.60 ;     0.00 ;     0.00 ;    7807.80 ;  2176.20 ;  5699.83 ;     0.00 ;  59574.8 ;     124718.90 ;    61.04 ;     144743.07 ;    70.84 ;    0.00 ;
   6 ;   34 ;  -  ;   -    ;  1 ; SE            ;    41037.2 ;   5230.0 ;  2767.40 ;   393.00 ; 26665.76 ;   101.80 ;     0.00 ;     0.00 ;    8195.70 ;  2191.43 ;  6147.21 ;     0.00 ;  59574.8 ;     124718.90 ;    61.04 ;     144743.07 ;    70.84 ;    0.00 ;
   6 ;   34 ;   1 ; 170.00 ;  2 ; S             ;    14429.5 ;   1909.0 ;   690.50 ;     0.00 ;  4997.77 ;     0.00 ;     0.00 ;     0.00 ;    6832.23 ;    -     ;    -     ;     0.00 ;   2779.4 ;       8669.41 ;    43.57 ;       9302.87 ;    46.75 ;    0.00 ;
   6 ;   34 ;   2 ; 142.00 ;  2 ; S             ;    12854.0 ;   1909.0 ;   690.50 ;     0.00 ;  3029.29 ;     0.00 ;     0.00 ;     0.00 ;    7225.21 ;    -     ;    -     ;     0.00 ;   2779.4 ;       8669.41 ;    43.57 ;       9302.87 ;    46.75 ;    0.00 ;
   6 ;   34 ;   3 ; 336.00 ;  2 ; S             ;     9890.9 ;   1909.0 ;   690.50 ;     0.00 ;  1385.43 ;     0.00 ;     0.00 ;     0.00 ;    5905.97 ;    -     ;    -     ;     0.00 ;   2779.4 ;       8669.41 ;    43.57 ;       9302.87 ;    46.75 ;    0.00 ;
   6 ;   34 ;  -  ;   -    ;  2 ; S             ;    11730.9 ;   1909.0 ;   690.50 ;     0.00 ;  2693.34 ;     0.00 ;     0.00 ;     0.00 ;    6438.06 ;    -     ;    -     ;     0.00 ;   2779.4 ;       8669.41 ;    43.57 ;       9302.87 ;    46.75 ;    0.00 ;
   6 ;   34 ;   1 ; 170.00 ;  3 ; NE            ;    12917.8 ;   5170.0 ;   348.80 ;     0.00 ;  4223.32 ;     0.00 ;     0.00 ;     0.00 ;    3175.68 ;    -     ;    -     ;     0.00 ;   7001.4 ;      36112.39 ;    69.98 ;      41177.47 ;    79.79 ;    0.00 ;
   6 ;   34 ;   2 ; 142.00 ;  3 ; NE            ;    12531.2 ;   5170.0 ;   348.80 ;     0.00 ;  3585.12 ;     0.00 ;     0.00 ;     0.00 ;    3427.28 ;    -     ;    -     ;     0.00 ;   7001.4 ;      36112.39 ;    69.98 ;      41177.47 ;    79.79 ;    0.00 ;
   6 ;   34 ;   3 ; 336.00 ;  3 ; NE            ;    10757.8 ;   5170.0 ;   348.80 ;     0.00 ;  1346.80 ;     0.00 ;     0.00 ;     0.00 ;    3892.20 ;    -     ;    -     ;     0.00 ;   7001.4 ;      36112.39 ;    69.98 ;      41177.47 ;    79.79 ;    0.00 ;
   6 ;   34 ;  -  ;   -    ;  3 ; NE            ;    11713.1 ;   5170.0 ;   348.80 ;     0.00 ;  2591.94 ;     0.00 ;     0.00 ;     0.00 ;    3602.34 ;    -     ;    -     ;     0.00 ;   7001.4 ;      36112.39 ;    69.98 ;      41177.47 ;    79.79 ;    0.00 ;
   6 ;   34 ;   1 ; 170.00 ;  4 ; N             ;     6511.9 ;    403.0 ;   688.00 ;     0.00 ; 17667.46 ;     0.00 ;     0.00 ;     0.00 ;  -12246.56 ;    -     ;    -     ;     0.00 ;  15478.3 ;      11591.36 ;    81.63 ;      11525.20 ;    81.16 ;    0.00 ;
   6 ;   34 ;   2 ; 142.00 ;  4 ; N             ;     6425.9 ;    403.0 ;   688.00 ;     0.00 ; 17667.46 ;     0.00 ;     0.00 ;     0.00 ;  -12332.56 ;    -     ;    -     ;     0.00 ;  15478.3 ;      11591.36 ;    81.63 ;      11525.20 ;    81.16 ;    0.00 ;
   6 ;   34 ;   3 ; 336.00 ;  4 ; N             ;     5808.2 ;    403.0 ;   688.00 ;     0.00 ; 16417.20 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;  15478.3 ;      11591.36 ;    81.63 ;      11525.20 ;    81.16 ;    0.00 ;
   6 ;   34 ;  -  ;   -    ;  4 ; N             ;     6128.2 ;    403.0 ;   688.00 ;     0.00 ; 17019.18 ;     0.00 ;     0.00 ;     0.00 ;  -11982.01 ;    -     ;    -     ;     0.00 ;  15478.3 ;      11591.36 ;    81.63 ;      11525.20 ;    81.16 ;    0.00 ;
   6 ;   34 ;   1 ; 170.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
