-----;------;-----;--------;----;---------------;------------;----------;----------;----------;----------;----------;----------;----------;------------;----------;----------;----------;----------;---------------;----------;---------------;----------;---------;
IPER ; ICEN ;IPAT ;  Dur   ;SIST;   Nome Sist   ;  Demanda   ;  GerPeq  ;   Gter   ;  GterAT  ;   Ghid   ;  Cbomb   ;  Compra  ;  Venda   ; IntercLiq  ; Itaipu50 ; Itaipu60 ; Deficit  ;   ENA    ;   EarmInic    ;EarmInic% ;    EarmFim    ; EarmFim% ;   CMO   ;
  -  ;  -   ;  -  ;  (h)   ; -  ;       -       ;    (MW)    ;   (MW)   ;   (MW)   ;   (MW)   ;   (MW)   ;   (MW)   ;   (MW)   ;   (MW)   ;    (MW)    ;   (MW)   ;   (MW)   ;   (MW)   ; (MWmes)  ;    (MWmes)    ;   (%)    ;    (MWmes)    ;   (%)    ; ($/MWh) ;
-----;------;-----;--------;----;---------------;------------;----------;----------;----------;----------;----------;----------;----------;------------;----------;----------;----------;----------;---------------;----------;---------------;----------;---------;
   6 ;   30 ;   3 ; 336.00 ;  4 ; N             ;     5808.2 ;    403.0 ;   688.00 ;     0.00 ; 12141.67 ;     0.00 ;     0.00 ;     0.00 ;   -7424.47 ;    -     ;    -     ;     0.00 ;  11469.3 ;      11214.15 ;    78.97 ;      10930.54 ;    76.97 ;    0.00 ;
   6 ;   30 ;  -  ;   -    ;  4 ; N             ;     6128.2 ;    403.0 ;   688.00 ;     0.00 ; 15014.25 ;     0.00 ;     0.00 ;     0.00 ;   -9977.08 ;    -     ;    -     ;     0.00 ;  11469.3 ;      11214.15 ;    78.97 ;      10930.54 ;    76.97 ;    0.00 ;
   6 ;   30 ;   1 ; 170.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   30 ;   2 ; 142.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   30 ;   3 ; 336.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   30 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   31 ;   1 ; 170.00 ;  1 ; SE            ;    47896.0 ;   5230.0 ;  3706.59 ;   393.00 ; 31839.31 ;     0.00 ;     0.00 ;     0.00 ;    9134.11 ;  1900.00 ;  5790.13 ;     0.00 ;  38371.7 ;     104375.34 ;    51.08 ;     111588.65 ;    54.61 ;  143.86 ;
   6 ;   31 ;   2 ; 142.00 ;  1 ; SE            ;    44695.2 ;   5230.0 ;  3576.50 ;   393.00 ; 29678.85 ;    15.95 ;     0.00 ;     0.00 ;    8184.80 ;  1900.00 ;  5845.13 ;     0.00 ;  38371.7 ;     104375.34 ;    51.08 ;     111588.65 ;    54.61 ;  143.04 ;
   6 ;   31 ;   3 ; 336.00 ;  1 ; SE            ;    36021.0 ;   5230.0 ;  3576.50 ;   393.00 ; 22911.64 ;   115.60 ;     0.00 ;     0.00 ;    5888.46 ;  1900.00 ;  3733.16 ;     0.00 ;  38371.7 ;     104375.34 ;    51.08 ;     111588.65 ;    54.61 ;  138.61 ;
   6 ;   31 ;  -  ;   -    ;  1 ; SE            ;    41037.2 ;   5230.0 ;  3610.63 ;   393.00 ; 26736.71 ;    63.44 ;     0.00 ;     0.00 ;    7243.15 ;  1900.00 ;  4735.61 ;     0.00 ;  38371.7 ;     104375.34 ;    51.08 ;     111588.65 ;    54.61 ;  106.33 ;
   6 ;   31 ;   1 ; 170.00 ;  2 ; S             ;    14429.5 ;   1909.0 ;   982.70 ;     0.00 ;  3991.57 ;     0.00 ;     0.00 ;     0.00 ;    7546.23 ;    -     ;    -     ;     0.00 ;   3282.3 ;       5649.70 ;    28.39 ;       7371.57 ;    37.05 ;  143.86 ;
   6 ;   31 ;   2 ; 142.00 ;  2 ; S             ;    12854.0 ;   1909.0 ;   982.70 ;     0.00 ;  2751.84 ;     0.00 ;     0.00 ;     0.00 ;    7210.46 ;    -     ;    -     ;     0.00 ;   3282.3 ;       5649.70 ;    28.39 ;       7371.57 ;    37.05 ;  143.04 ;
   6 ;   31 ;   3 ; 336.00 ;  2 ; S             ;     9890.9 ;   1909.0 ;   982.70 ;     0.00 ;   749.13 ;     0.00 ;     0.00 ;     0.00 ;    6250.07 ;    -     ;    -     ;     0.00 ;   3282.3 ;       5649.70 ;    28.39 ;       7371.57 ;    37.05 ;  138.61 ;
   6 ;   31 ;  -  ;   -    ;  2 ; S             ;    11730.9 ;   1909.0 ;   982.70 ;     0.00 ;  2038.64 ;     0.00 ;     0.00 ;     0.00 ;    6800.57 ;    -     ;    -     ;     0.00 ;   3282.3 ;       5649.70 ;    28.39 ;       7371.57 ;    37.05 ;  106.33 ;
   6 ;   31 ;   1 ; 170.00 ;  3 ; NE            ;    12917.8 ;   5170.0 ;  1540.90 ;     0.00 ;  4650.55 ;     0.00 ;     0.00 ;     0.00 ;    1556.35 ;    -     ;    -     ;     0.00 ;   5330.8 ;      34873.15 ;    67.58 ;      38216.09 ;    74.05 ;  142.61 ;
   6 ;   31 ;   2 ; 142.00 ;  3 ; NE            ;    12531.2 ;   5170.0 ;  1540.90 ;     0.00 ;  4098.54 ;     0.00 ;     0.00 ;     0.00 ;    1721.76 ;    -     ;    -     ;     0.00 ;   5330.8 ;      34873.15 ;    67.58 ;      38216.09 ;    74.05 ;  142.61 ;
   6 ;   31 ;   3 ; 336.00 ;  3 ; NE            ;    10757.8 ;   5170.0 ;  1540.90 ;     0.00 ;  1355.90 ;     0.00 ;     0.00 ;     0.00 ;    2691.00 ;    -     ;    -     ;     0.00 ;   5330.8 ;      34873.15 ;    67.58 ;      38216.09 ;    74.05 ;  138.61 ;
   6 ;   31 ;  -  ;   -    ;  3 ; NE            ;    11713.1 ;   5170.0 ;  1540.90 ;     0.00 ;  2821.25 ;     0.00 ;     0.00 ;     0.00 ;    2180.94 ;    -     ;    -     ;     0.00 ;   5330.8 ;      34873.15 ;    67.58 ;      38216.09 ;    74.05 ;  106.33 ;
   6 ;   31 ;   1 ; 170.00 ;  4 ; N             ;     6511.9 ;    403.0 ;   688.00 ;     0.00 ; 18420.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  11632.9 ;      11214.15 ;    78.97 ;      10729.89 ;    75.56 ;    0.00 ;
   6 ;   31 ;   2 ; 142.00 ;  4 ; N             ;     6425.9 ;    403.0 ;   688.00 ;     0.00 ; 18334.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  11632.9 ;      11214.15 ;    78.97 ;      10729.89 ;    75.56 ;    0.00 ;
   6 ;   31 ;   3 ; 336.00 ;  4 ; N             ;     5808.2 ;    403.0 ;   688.00 ;     0.00 ; 16417.20 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;  11632.9 ;      11214.15 ;    78.97 ;      10729.89 ;    75.56 ;    0.00 ;
   6 ;   31 ;  -  ;   -    ;  4 ; N             ;     6128.2 ;    403.0 ;   688.00 ;     0.00 ; 17363.10 ;     0.00 ;     0.00 ;     0.00 ;  -12325.93 ;    -     ;    -     ;     0.00 ;  11632.9 ;      11214.15 ;    78.97 ;      10729.89 ;    75.56 ;    0.00 ;
   6 ;   31 ;   1 ; 170.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   31 ;   2 ; 142.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   31 ;   3 ; 336.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   31 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   32 ;   1 ; 170.00 ;  1 ; SE            ;    47896.0 ;   5230.0 ;  3538.40 ;   393.00 ; 31469.75 ;     3.25 ;     0.00 ;     0.00 ;    9675.11 ;  1900.00 ;  5790.13 ;     0.00 ;  47547.6 ;     104375.34 ;    51.08 ;     118503.07 ;    58.00 ;   97.39 ;
   6 ;   32 ;   2 ; 142.00 ;  1 ; SE            ;    44695.2 ;   5230.0 ;  3538.40 ;   393.00 ; 29474.44 ;    93.75 ;     0.00 ;     0.00 ;    8505.11 ;  1900.00 ;  5845.13 ;     0.00 ;  47547.6 ;     104375.34 ;    51.08 ;     118503.07 ;    58.00 ;   97.02 ;
   6 ;   32 ;   3 ; 336.00 ;  1 ; SE            ;    36021.0 ;   5230.0 ;  3538.40 ;   393.00 ; 23502.28 ;   115.60 ;     0.00 ;     0.00 ;    5335.92 ;  1900.00 ;  3733.16 ;     0.00 ;  47547.6 ;     104375.34 ;    51.08 ;     118503.07 ;    58.00 ;   93.77 ;
   6 ;   32 ;  -  ;   -    ;  1 ; SE            ;    41037.2 ;   5230.0 ;  3538.40 ;   393.00 ; 26901.22 ;    81.34 ;     0.00 ;     0.00 ;    7168.77 ;  1900.00 ;  4735.61 ;     0.00 ;  47547.6 ;     104375.34 ;    51.08 ;     118503.07 ;    58.00 ;  106.33 ;
   6 ;   32 ;   1 ; 170.00 ;  2 ; S             ;    14429.5 ;   1909.0 ;   982.70 ;     0.00 ;  5464.78 ;     0.00 ;     0.00 ;     0.00 ;    6073.02 ;    -     ;    -     ;     0.00 ;   5834.4 ;       5649.70 ;    28.39 ;       8605.48 ;    43.25 ;   97.39 ;
   6 ;   32 ;   2 ; 142.00 ;  2 ; S             ;    12854.0 ;   1909.0 ;   982.70 ;     0.00 ;  3891.60 ;     0.00 ;     0.00 ;     0.00 ;    6070.70 ;    -     ;    -     ;     0.00 ;   5834.4 ;       5649.70 ;    28.39 ;       8605.48 ;    43.25 ;   97.02 ;
   6 ;   32 ;   3 ; 336.00 ;  2 ; S             ;     9890.9 ;   1909.0 ;   982.70 ;     0.00 ;  1177.72 ;     0.00 ;     0.00 ;     0.00 ;    5821.48 ;    -     ;    -     ;     0.00 ;   5834.4 ;       5649.70 ;    28.39 ;       8605.48 ;    43.25 ;   93.77 ;
   6 ;   32 ;  -  ;   -    ;  2 ; S             ;    11730.9 ;   1909.0 ;   982.70 ;     0.00 ;  2897.12 ;     0.00 ;     0.00 ;     0.00 ;    5942.09 ;    -     ;    -     ;     0.00 ;   5834.4 ;       5649.70 ;    28.39 ;       8605.48 ;    43.25 ;  106.33 ;
   6 ;   32 ;   1 ; 170.00 ;  3 ; NE            ;    12917.8 ;   5170.0 ;   348.80 ;     0.00 ;  5482.61 ;     0.00 ;     0.00 ;     0.00 ;    1916.39 ;    -     ;    -     ;     0.00 ;   9166.8 ;      34873.15 ;    67.58 ;      41064.90 ;    79.57 ;   97.38 ;
   6 ;   32 ;   2 ; 142.00 ;  3 ; NE            ;    12531.2 ;   5170.0 ;   348.80 ;     0.00 ;  4820.42 ;     0.00 ;     0.00 ;     0.00 ;    2191.98 ;    -     ;    -     ;     0.00 ;   9166.8 ;      34873.15 ;    67.58 ;      41064.90 ;    79.57 ;   97.02 ;
   6 ;   32 ;   3 ; 336.00 ;  3 ; NE            ;    10757.8 ;   5170.0 ;   348.80 ;     0.00 ;  1566.88 ;     0.00 ;     0.00 ;     0.00 ;    3672.12 ;    -     ;    -     ;     0.00 ;   9166.8 ;      34873.15 ;    67.58 ;      41064.90 ;    79.57 ;   93.77 ;
   6 ;   32 ;  -  ;   -    ;  3 ; NE            ;    11713.1 ;   5170.0 ;   348.80 ;     0.00 ;  3307.12 ;     0.00 ;     0.00 ;     0.00 ;    2887.16 ;    -     ;    -     ;     0.00 ;   9166.8 ;      34873.15 ;    67.58 ;      41064.90 ;    79.57 ;  106.33 ;
   6 ;   32 ;   1 ; 170.00 ;  4 ; N             ;     6511.9 ;    403.0 ;   688.00 ;     0.00 ; 18420.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  13230.6 ;      11214.15 ;    78.97 ;      11025.25 ;    77.64 ;    0.00 ;
   6 ;   32 ;   2 ; 142.00 ;  4 ; N             ;     6425.9 ;    403.0 ;   688.00 ;     0.00 ; 18334.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  13230.6 ;      11214.15 ;    78.97 ;      11025.25 ;    77.64 ;    0.00 ;
   6 ;   32 ;   3 ; 336.00 ;  4 ; N             ;     5808.2 ;    403.0 ;   688.00 ;     0.00 ; 16417.20 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;  13230.6 ;      11214.15 ;    78.97 ;      11025.25 ;    77.64 ;    0.00 ;
   6 ;   32 ;  -  ;   -    ;  4 ; N             ;     6128.2 ;    403.0 ;   688.00 ;     0.00 ; 17363.10 ;     0.00 ;     0.00 ;     0.00 ;  -12325.93 ;    -     ;    -     ;     0.00 ;  13230.6 ;      11214.15 ;    78.97 ;      11025.25 ;    77.64 ;    0.00 ;
   6 ;   32 ;   1 ; 170.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   32 ;   2 ; 142.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   32 ;   3 ; 336.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   32 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   33 ;   1 ; 170.00 ;  1 ; SE            ;    47896.0 ;   5230.0 ;  3008.40 ;   393.00 ; 32325.01 ;     0.00 ;     0.00 ;     0.00 ;    9346.59 ;  1900.00 ;  5790.13 ;     0.00 ;  49881.5 ;     104375.34 ;    51.08 ;     118137.88 ;    57.82 ;   88.59 ;
   6 ;   33 ;   2 ; 142.00 ;  1 ; SE            ;    44695.2 ;   5230.0 ;  3008.40 ;   393.00 ; 29565.87 ;    13.95 ;     0.00 ;     0.00 ;    8863.87 ;  1900.00 ;  5845.13 ;     0.00 ;  49881.5 ;     104375.34 ;    51.08 ;     118137.88 ;    57.82 ;   88.57 ;
   6 ;   33 ;   3 ; 336.00 ;  1 ; SE            ;    36021.0 ;   5230.0 ;  3008.40 ;   393.00 ; 23031.63 ;   115.60 ;     0.00 ;     0.00 ;    6336.57 ;  1900.00 ;  3733.16 ;     0.00 ;  49881.5 ;     104375.34 ;    51.08 ;     118137.88 ;    57.82 ;   83.31 ;
   6 ;   33 ;  -  ;   -    ;  1 ; SE            ;    41037.2 ;   5230.0 ;  3008.40 ;   393.00 ; 26901.59 ;    63.00 ;     0.00 ;     0.00 ;    7680.06 ;  1900.00 ;  4735.61 ;     0.00 ;  49881.5 ;     104375.34 ;    51.08 ;     118137.88 ;    57.82 ;  106.33 ;
   6 ;   33 ;   1 ; 170.00 ;  2 ; S             ;    14429.5 ;   1909.0 ;   982.70 ;     0.00 ;  3645.18 ;     0.00 ;     0.00 ;     0.00 ;    7892.62 ;    -     ;    -     ;     0.00 ;   3710.8 ;       5649.70 ;    28.39 ;       8028.73 ;    40.35 ;   88.59 ;
   6 ;   33 ;   2 ; 142.00 ;  2 ; S             ;    12854.0 ;   1909.0 ;   982.70 ;     0.00 ;  2613.63 ;     0.00 ;     0.00 ;     0.00 ;    7348.67 ;    -     ;    -     ;     0.00 ;   3710.8 ;       5649.70 ;    28.39 ;       8028.73 ;    40.35 ;   88.57 ;
   6 ;   33 ;   3 ; 336.00 ;  2 ; S             ;     9890.9 ;   1909.0 ;   865.50 ;     0.00 ;   546.23 ;     0.00 ;     0.00 ;     0.00 ;    6570.17 ;    -     ;    -     ;     0.00 ;   3710.8 ;       5649.70 ;    28.39 ;       8028.73 ;    40.35 ;   83.31 ;
   6 ;   33 ;  -  ;   -    ;  2 ; S             ;    11730.9 ;   1909.0 ;   921.93 ;     0.00 ;  1812.27 ;     0.00 ;     0.00 ;     0.00 ;    7087.71 ;    -     ;    -     ;     0.00 ;   3710.8 ;       5649.70 ;    28.39 ;       8028.73 ;    40.35 ;  106.33 ;
   6 ;   33 ;   1 ; 170.00 ;  3 ; NE            ;    12917.8 ;   5170.0 ;   348.80 ;     0.00 ;  5009.21 ;     0.00 ;     0.00 ;     0.00 ;    2389.79 ;    -     ;    -     ;     0.00 ;   5339.8 ;      34873.15 ;    67.58 ;      38296.52 ;    74.21 ;   88.59 ;
   6 ;   33 ;   2 ; 142.00 ;  3 ; NE            ;    12531.2 ;   5170.0 ;   348.80 ;     0.00 ;  3595.94 ;     0.00 ;     0.00 ;     0.00 ;    3416.46 ;    -     ;    -     ;     0.00 ;   5339.8 ;      34873.15 ;    67.58 ;      38296.52 ;    74.21 ;   88.57 ;
   6 ;   33 ;   3 ; 336.00 ;  3 ; NE            ;    10757.8 ;   5170.0 ;   348.80 ;     0.00 ;  1418.78 ;     0.00 ;     0.00 ;     0.00 ;    3820.22 ;    -     ;    -     ;     0.00 ;   5339.8 ;      34873.15 ;    67.58 ;      38296.52 ;    74.21 ;   83.31 ;
   6 ;   33 ;  -  ;   -    ;  3 ; NE            ;    11713.1 ;   5170.0 ;   348.80 ;     0.00 ;  2837.81 ;     0.00 ;     0.00 ;     0.00 ;    3356.47 ;    -     ;    -     ;     0.00 ;   5339.8 ;      34873.15 ;    67.58 ;      38296.52 ;    74.21 ;  106.33 ;
   6 ;   33 ;   1 ; 170.00 ;  4 ; N             ;     6511.9 ;    403.0 ;  1026.30 ;     0.00 ; 18082.60 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  16740.4 ;      11214.15 ;    78.97 ;      11068.01 ;    77.94 ;   82.48 ;
   6 ;   33 ;   2 ; 142.00 ;  4 ; N             ;     6425.9 ;    403.0 ;  1026.30 ;     0.00 ; 17996.60 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  16740.4 ;      11214.15 ;    78.97 ;      11068.01 ;    77.94 ;   82.48 ;
   6 ;   33 ;   3 ; 336.00 ;  4 ; N             ;     5808.2 ;    403.0 ;  1148.39 ;     0.00 ; 15956.81 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;  16740.4 ;      11214.15 ;    78.97 ;      11068.01 ;    77.94 ;   82.48 ;
   6 ;   33 ;  -  ;   -    ;  4 ; N             ;     6128.2 ;    403.0 ;  1089.60 ;     0.00 ; 16961.49 ;     0.00 ;     0.00 ;     0.00 ;  -12325.93 ;    -     ;    -     ;     0.00 ;  16740.4 ;      11214.15 ;    78.97 ;      11068.01 ;    77.94 ;    0.00 ;
   6 ;   33 ;   1 ; 170.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;   82.48 ;
   6 ;   33 ;   2 ; 142.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;   82.48 ;
   6 ;   33 ;   3 ; 336.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;   82.48 ;
   6 ;   33 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   34 ;   1 ; 170.00 ;  1 ; SE            ;    47896.0 ;   5230.0 ;  3538.40 ;   393.00 ; 32914.40 ;     0.00 ;     0.00 ;     0.00 ;    8227.20 ;  1900.00 ;  5790.13 ;     0.00 ;  51434.5 ;     104375.34 ;    51.08 ;     120699.50 ;    59.07 ;   95.87 ;
   6 ;   34 ;   2 ; 142.00 ;  1 ; SE            ;    44695.2 ;   5230.0 ;  3538.40 ;   393.00 ; 30006.31 ;    81.98 ;     0.00 ;     0.00 ;    7961.47 ;  1900.00 ;  5845.13 ;     0.00 ;  51434.5 ;     104375.34 ;    51.08 ;     120699.50 ;    59.07 ;   95.30 ;
   6 ;   34 ;   3 ; 336.00 ;  1 ; SE            ;    36021.0 ;   5230.0 ;  3008.40 ;   393.00 ; 23812.29 ;   115.60 ;     0.00 ;     0.00 ;    5555.91 ;  1900.00 ;  3733.16 ;     0.00 ;  51434.5 ;     104375.34 ;    51.08 ;     120699.50 ;    59.07 ;   89.62 ;
   6 ;   34 ;  -  ;   -    ;  1 ; SE            ;    41037.2 ;   5230.0 ;  3263.59 ;   393.00 ; 27557.52 ;    77.91 ;     0.00 ;     0.00 ;    6783.86 ;  1900.00 ;  4735.61 ;     0.00 ;  51434.5 ;     104375.34 ;    51.08 ;     120699.50 ;    59.07 ;  106.33 ;
   6 ;   34 ;   1 ; 170.00 ;  2 ; S             ;    14429.5 ;   1909.0 ;   982.70 ;     0.00 ;  2469.64 ;     0.00 ;     0.00 ;     0.00 ;    9068.16 ;    -     ;    -     ;     0.00 ;   1397.6 ;       5649.70 ;    28.39 ;       6161.28 ;    30.97 ;   95.87 ;
   6 ;   34 ;   2 ; 142.00 ;  2 ; S             ;    12854.0 ;   1909.0 ;   982.70 ;     0.00 ;  1568.60 ;     0.00 ;     0.00 ;     0.00 ;    8393.70 ;    -     ;    -     ;     0.00 ;   1397.6 ;       5649.70 ;    28.39 ;       6161.28 ;    30.97 ;   95.30 ;
   6 ;   34 ;   3 ; 336.00 ;  2 ; S             ;     9890.9 ;   1909.0 ;   982.70 ;     0.00 ;   536.51 ;     0.00 ;     0.00 ;     0.00 ;    6462.69 ;    -     ;    -     ;     0.00 ;   1397.6 ;       5649.70 ;    28.39 ;       6161.28 ;    30.97 ;   89.62 ;
   6 ;   34 ;  -  ;   -    ;  2 ; S             ;    11730.9 ;   1909.0 ;   982.70 ;     0.00 ;  1269.83 ;     0.00 ;     0.00 ;     0.00 ;    7569.37 ;    -     ;    -     ;     0.00 ;   1397.6 ;       5649.70 ;    28.39 ;       6161.28 ;    30.97 ;  106.33 ;
   6 ;   34 ;   1 ; 170.00 ;  3 ; NE            ;    12917.8 ;   5170.0 ;   348.80 ;     0.00 ;  5065.37 ;     0.00 ;     0.00 ;     0.00 ;    2333.63 ;    -     ;    -     ;     0.00 ;   6516.2 ;      34873.15 ;    67.58 ;      39004.09 ;    75.58 ;   95.87 ;
   6 ;   34 ;   2 ; 142.00 ;  3 ; NE            ;    12531.2 ;   5170.0 ;   348.80 ;     0.00 ;  3738.57 ;     0.00 ;     0.00 ;     0.00 ;    3273.83 ;    -     ;    -     ;     0.00 ;   6516.2 ;      34873.15 ;    67.58 ;      39004.09 ;    75.58 ;   95.29 ;
   6 ;   34 ;   3 ; 336.00 ;  3 ; NE            ;    10757.8 ;   5170.0 ;   348.80 ;     0.00 ;  1367.34 ;     0.00 ;     0.00 ;     0.00 ;    3871.66 ;    -     ;    -     ;     0.00 ;   6516.2 ;      34873.15 ;    67.58 ;      39004.09 ;    75.58 ;   89.62 ;
   6 ;   34 ;  -  ;   -    ;  3 ; NE            ;    11713.1 ;   5170.0 ;   348.80 ;     0.00 ;  2857.12 ;     0.00 ;     0.00 ;     0.00 ;    3337.16 ;    -     ;    -     ;     0.00 ;   6516.2 ;      34873.15 ;    67.58 ;      39004.09 ;    75.58 ;  106.33 ;
   6 ;   34 ;   1 ; 170.00 ;  4 ; N             ;     6511.9 ;    403.0 ;   688.00 ;     0.00 ; 18420.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  15535.9 ;      11214.15 ;    78.97 ;      10998.13 ;    77.45 ;    0.00 ;
   6 ;   34 ;   2 ; 142.00 ;  4 ; N             ;     6425.9 ;    403.0 ;   688.00 ;     0.00 ; 18334.90 ;     0.00 ;     0.00 ;     0.00 ;  -13000.00 ;    -     ;    -     ;     0.00 ;  15535.9 ;      11214.15 ;    78.97 ;      10998.13 ;    77.45 ;    0.00 ;
   6 ;   34 ;   3 ; 336.00 ;  4 ; N             ;     5808.2 ;    403.0 ;   688.00 ;     0.00 ; 16417.20 ;     0.00 ;     0.00 ;     0.00 ;  -11700.00 ;    -     ;    -     ;     0.00 ;  15535.9 ;      11214.15 ;    78.97 ;      10998.13 ;    77.45 ;    0.00 ;
   6 ;   34 ;  -  ;   -    ;  4 ; N             ;     6128.2 ;    403.0 ;   688.00 ;     0.00 ; 17363.10 ;     0.00 ;     0.00 ;     0.00 ;  -12325.93 ;    -     ;    -     ;     0.00 ;  15535.9 ;      11214.15 ;    78.97 ;      10998.13 ;    77.45 ;    0.00 ;
   6 ;   34 ;   1 ; 170.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   34 ;   2 ; 142.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   34 ;   3 ; 336.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
